종목코드,대표자,설립일,주소
006050,"최재원,JUSTIN CHOE(최경승)",19690507,"서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층)"
006140,이응구,19690718,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층
006620,조용준,19830701,"서울특별시 송파구 법원로 114, B동 14층"
006730,승만호,19790713,서울특별시 용산구 청파로20길 95 B동 32층 3203호(한강로 3가)
0068Y0,서이덕,20250526,"서울특별시 영등포구 국제금융로2길 24 6층(여의도동, 비엔케이금융타워)"
006910,임재황,19701121,충청북도 충주시 주덕읍 대창길 70 -
006920,김형민,19701124,충남 충남시 풍세면 남관리 195
0071M0,문소연,20250605,서울특별시 서초구 서초대로74길 11
0072Z0,박성원,20250602,서울특별시 영등포구 여의나루로 50
007330,송명구 (단독대표),19710629,서울특별시 서초구 강남대로 581
007370,최재준,19780607,서울특별시 서초구  효령로 231
007390,라정찬,19710806,서울특별시 영등포구 국회대로76길 10 5층
007530,선지영,19711201,경기도 평택시  포승읍 포승공단로118번길 118
007680,"전응식, 조종호(각자 대표이사)",19720221,"충청북도 청주시 흥덕구 직지대로435번길 15 송정동,(주)대원"
007720,정현철,19720311,강원도 홍천군 서면 한치골길 262
007770,대표이사 사장 윤성진,19720328,충청남도 당진시 석문면 산단3로6길 47 -
007820,조재관,19720413,서울특별시 중구 후암로 110 서울시티타워 20층(회현동)
008290,이두식,19721220,인천광역시 부평구 아트센터로44번길 3 2층
0082N0,이병철,20190214,"서울특별시 용산구 이태원로55가길 3(한남동, 골든너겟)"
008370,"서승민,이문희(공동대표)",19730106,서울특별시 강서구 공항대로 343 원풍빌딩 9층
008470,유승협,19730126,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러
008830,"서종환, 김준식",19730529,경상남도 사천시  사남면 공단1로 42 (주)대동기어
0088D0,이경준,20250714,서울특별시 영등포구 국제금융로 10 (Three IFC 26층) &nbsp
0088M0,박정환,20180426,"강원특별자치도 원주시 지정면 기업도시로 200, 808호(가곡리, 의료기기종합지원센터) &nbsp"
0091W0,김인한,20250725,"서울특별시 영등포구 국제금융로8길 16, 5층(여의도동, 신영증권 빌딩)"
009300,허 준,19731004,강원도 원주시 문막읍 동화공단로 49
0093G0,김병철,20250722,서울특별시 중구 을지로5길 26 미래에셋센터원 이스트타워
009520,Kim Jin-bo,19731227,경상북도 포항시 남구  형산강북로 131 포스코엠텍
009620,"이태용, 최재훈 (각자대표이사)",19740208,경상남도 창원시 진해구  남의로21번길 36
0096B0,김영제,20250807,서울특별시 서초구 서초대로74길 11
0096D0,황리건,20250807,서울특별시 중구 을지로5길 26 이스트타워
009730,김우진,19740325,전라북도 부안군  행안면 부안농공단지길 29
009780,"정재열,김길제",19740412,경남 양산시 웅상읍 소주리 439-13
0097F0,윤태원,20250808,서울특별시 중구 을지로5길 26
0098T0,박인영,20250814,"서울특별시 영등포구 의사당대로 97, 17층 &nbsp"
0099W0,김양태,20250820,서울특별시 중구 을지로5길 26 (미래에셋센터원빌딩 이스트타워)
0099X0,심기섭,20250820,서울특별시 영등포구 국제금융로6길 11 &nbsp
010170,"설윤석, 박민수(각자대표)",19740902,경기도 안산시 단원구 장자골로 49
0101C0,박병기,20250822,"서울특별시 영등포구 의사당대로 82, 하나증권빌딩"
010240,류명준,19741017,충청남도 아산시 둔포면 아산밸리로 357
010280,신장호,19811208,"경기도 과천시 과천대로12길 117 (갈현동, 과천펜타원)"
010470,"박병철, 정승우(각자 대표이사)",19750224,서울특별시 강남구  언주로 726 두산빌딩
0105P0,안용아,20250902,서울특별시 영등포구 국제금융로 24 &nbsp
011040,"류기성, 김경훈(각자 대표)",19760212,경기도 화성시  양감면 제약단지로 224-3
011080,최혜원,19760225,"인천광역시 연수구 하모니로177번길 49 12층 (송도동,형지글로벌패션복합센터)"
011320,"안영구, 안재범",19760421,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크
011370,"조종수, 정우필(각자 대표이사)",19760512,대구광역시 수성구 명덕로 415 서한빌딩
011560,"김우영,이원하(각자 대표이사)",19780726,서울특별시 서초구  효령로 341
0115H0,성상환,20250918,서울특별시 서초구 서초대로74길 11
0117P0,"박화목, 서승완",20200730,서울특별시 중구 다산로 47
012210,이남영,19770922,경상남도 창원시 성산구 공단로 589
012340,장기수,19770629,충청남도 아산시 음봉면 음봉면로 243
012620,최극태,19771014,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)"
012700,이재중,19770919,"서울특별시 중구 소공로 109 3층(소공동, 소공동한화빌딩)"
012790,홍재현,19771216,충북 충주시 앙성면 본평리 산 5-1
012860,이광윤,19780107,경기도 수원시 권선구 산업로156번길 100 (고색동)
0129K0,변창섭,20251027,서울특별시 영등포구 의사당대로 96
013030,"문휴건, 문창환 각자대표이사",19780318,부산광역시 강서구 녹산산단27로 97
0130D0,이효상,20251027,서울특별시 영등포구 의사당대로 96
0130H0,남강욱,20251027,서울특별시 영등포구 여의대로 108
013120,"장복만, 박영봉 (각자 대표이사)",19780331,"부산광역시 수영구 수영로 754 동원빌딩 (민락동,센텀비스타동원)"
0131D0,박정근,20251031,서울특별시 영등포구 의사당대로 96 TP Tower
0132G0,김서호,20251031,"서울특별시 영등포구 의사당대로 97, 17층 &nbsp"
013310,서중호,19780531,경상북도 경산시 진량읍 공단8로26길 40
0134X0,최종태,20251107,서울특별시 중구 삼일대로 343 대신파이낸스센터
013720,오경원,19781229,인천광역시 남동구  남동대로 208
013810,이열,19790207,서울특별시 강남구 학동로 171 삼익빌딩 7층
013990,신상국,19790402,서울특별시 강남구 테헤란로 207 아가방빌딩
014100,박수찬,19790428,서울특별시 강남구 논현로64길 4 5층~6층
014190,김응선,19790612,경기도 성남시 분당구  판교로255번길 20 원익빌딩
014470,박재순,19791214,서울특별시 강남구  삼성로 528 부방빌딩
014570,"박해룡, 박상훈 (각자대표)",19800110,경기도 이천시  신둔면 원적로 69-10
014620,안 재 일,19800223,부산광역시 강서구  녹산산단262로 26
014940,박세철,19800719,부산광역시 강서구  녹산산단289로 6 오리엔탈정공
014950,이충환,19800723,인천광역시 부평구 청안로 13
014970,조홍로,19800825,경기도 파주시 월롱면 통일로644번길 35
015710,고진호,19800115,서울 강서구 염창동 260-7
015750,"이명근,이문용,조성현(각자대표)",19811228,부산광역시 기장군  정관면 농공길 2-9 (주)성우하이텍
016100,"김진구, 김진상(공동 대표이사)",19861224,서울특별시 광진구 능동로 90 더클래식 500 씨 404호
016250,"이우성, 이창모 (각자대표이사)",19820914,서울특별시 서초구 양재대로 246(염곡동)
0164H0,민명기,20260206,서울특별시 영등포구 의사당대로 88 &nbsp
0165X0,이율환,20260211,"서울특별시 영등포구 국제금융로 10 여의도동, Three IFC, 26층"
016600,황희연,19821217,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워)
016670,이혁수,19821230,"서울특별시 용산구 서빙고로51길 52 6,7층"
016790,한도,19830305,충청남도 천안시 동남구 용수골길 23 현대사료(주)
016920,김태인,19830419,경기도 양주시  광적면 그루고개로 262
017000,김성민,19830530,경기도 화성시 봉담읍 와우안길 109 제105동 제2층 제217호
017250,조남용,19831005,경기도 양주시 화합로1402번길 73 (덕정동)
017480,조 윤 선,19840124,경상남도 창원시 의창구 평산로70번길 36 -
017510,권철현,19840203,부산광역시 사상구 대동로 188
017650,류  창  승,19840321,경기 오산시 누읍동 7
017890,"지용석, 김정수, 배재범 (각자대표)",19840727,경기도 용인시 기흥구 탑실로35번길 14 (공세동)
018000,"김병주, 권정민(공동대표이사)",19840924,경상남도 사천시 사남면 해안산업로 513 -
018120,김종식,19841231,경기도 안산시 단원구 별망로 594
018290,"강승곤,정철",19861107,경기도 파주시  산업단지길 139 (주)G.M.P
018310,엄석호,19850607,경기도 안성시  미양면 안성맞춤대로 474-40
018620,강재구,19851217,경기도 화성시 양감면 정문송산로 230
018680,"윤동현, 신봉환 (각자대표)",19851223,충청북도 청주시 흥덕구 오송읍 오송생명6로 124-31 서울제약 오송공장
018700,배정현,19851227,"경기도 수원시 영통구 대학3로 1 5층 (이의동, 광교K타워)"
019010,"김만진, 김창희(각자 대표이사)",19790427,서울특별시 강남구 선릉로62길 15
019210,"송호근, 송시한",19860925,인천광역시 연수구 송도과학로16번길 13-40 -
019540,"구본일,구준모(각자대표)",19861124,경상북도 경산시  진량읍 공단4로 50 주일지테크
019550,대표이사 안재광,19861124,서울특별시 강남구 테헤란로 509엔씨타워1 14층
019570,백상현,19861127,서울특별시 강남구 봉은사로 619 JBK TOWER 6층
019660,한상호,19861220,서울특별시 강남구 도산대로 331 -
019770,최원재,19870205,"인천광역시 남동구  청능대로410번길 40 고잔동,남동공단"
019990,이충열,19870516,경기도 여주군  능서면 능여로 344
020180,"이재원, 최현택 (각자 대표이사)",19870828,광주광역시 서구 상무중앙로 98 14층(치평동)
020400,"이풍우, 김준식",19871229,대구광역시 달성군  논공읍 논공로 602
020710,김승태,19880219,"서울특별시 강남구 테헤란로 134 4층, 14층 (역삼동, 포스코타워역삼)"
021040,강근욱,19880902,충청북도 충주시 충주산단1로 95 (용탄동)
021045,,,
021080,"신기천, 이승용, 맹두진(각자대표)",19881010,서울 강남구 삼성동 168-26 제일빌딩 2층
021320,"정몽열,심광주",19890127,서울특별시 서초구  강남대로 587 KCC 건설
021650,오봉균,19890513,경기도 안산시 단원구 첨단로245번길 58 성곡동 679-1번지
021880,김태균,19890901,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호
022220,임홍석,19900122,충청북도 충주시 중앙탑면 기업도시로 422 -
023160,"윤원식, 윤준식",19820901,부산광역시 강서구  녹산산업대로 117-12
023410,최재호,19840613,경기도 부천시 오정구  석천로 457
023440,한상민,19640718,"경기도 안산시 단원구  시화로 60, 301 (성곡동, 시화공단4다)"
023600,류진호,19810723,경기도 시흥시 공단1대로28번길 120 (정왕동)
023760,정상철,19891122,대전광역시 서구  둔산서로 81
023770,김학준,19840725,"서울특별시 서초구 마방로 60 5층, 6층, 23층"
023790,장재헌,19670712,부산 북구 학장동 716-1
023900,성춘태,19540227,대구광역시 달서구 성서로 72
023910,이승영,19630511,서울특별시 영등포구 선유로45길 3
024060,김상우,19661216,대구광역시 중구  동덕로38길 5  (동인동1가)
024120,김신완,19851014,충청남도 아산시  음봉면 아산온천로 528-24
024740,박정영,19660516,충청북도 진천군 덕산면 습지길 87 한일단조공업주식회사
024800,김원철,19770810,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)"
024830,이종태,19850201,경상북도 영천시 도남공단길 53
024840,김병제,19870225,대구광역시 달성군 논공읍 논공로87길 88 갑을메탈 대구공장
024850,"진양곤, BRYANBYONGJIN.KIM(각자대표)",19780616,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928
024880,김형노,19631031,경기도 성남시 분당구 운중로 136 판교송현타워
024910,"손일호, 차석주",19770622,대구광역시 달서구 성서로35길 6 월암동
024940,유재원,19731117,경기도 안산시 단원구 별망로 620
024950,조현문,19790323,"서울특별시 서초구 강남대로 343 4층(서초동, 신덕빌딩)"
025320,손경익,19850418,경상북도 포항시 북구 청하면 동해대로2315번길 54-2 -
025440,문경호,19790605,"광주광역시 광산구 빛그린동로 190 1207 외 3필지 (1207, 1208, 1209, 1210)"
025550,이정훈,19740705,부산광역시 사하구 하신번영로 27 (신평동)
025770,임명수,19860509,서울특별시 중구  세종대로 39 대한서울상공회의소 7층
025870,권기서,19770818,서울특별시 송파구 백제고분로 362 7층
025880,김희철(단독대표이사),19700506,경상북도 영천시 금호읍 금호로 320
025900,채광병,19480402,인천광역시 서구 가정로97번길 28(가좌동)
025950,"김근한, 김현희(각자대표이사)",19581008,경상북도 안동시  서동문로 217
