종목코드,대표자,설립일,주소
065450,임만규,19960109,인천광역시 연수구 연구단지로55번길 25 -
065500,"장재진, 박영동",19870625,경상북도 구미시 수출대로 9-1 26-5(공단동)
065510,김현수,19990427,경기도 안양시 동안구 부림로 170번길 38 (관양동)
065530,"장병권, 김문환(각자대표이사)",19961230,서울특별시 송파구 법원로11길 28 BK타워 11층
065570,김중철,19950206,부산광역시 영도구  상리로 69
065650,"이상석, 안은철(공동대표이사)",19970318,서울특별시 강남구 언주로 726 두산빌딩 15층
065660,"이성구, 김미형(각자대표)",20000316,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자)"
065680,"노영백, 노중산(각자대표이사)",19990816,경기도 수원시 영통구 대학3로 7 나보나스퀘어 3층(이의동)
065690,박창식,19870623,충남 천안시 성거읍 천흥리316-4
065710,"이상호, 김승남(각자대표)",19880923,경기도 안양시 동안구  귀인로 9
065770,"최규훈, 김태연(각자 대표이사)",19990203,경기도 성남시 분당구 판교로228번길 15 윈스동 8층(삼평동 판교세븐벤처밸리1)
065950,이영규,19920527,서울특별시 구로구 디지털로27길 12 주식회사 웰크론
066130,김성식,19881010,경기도 평택시 진위면 동부대로 202
066310,이청대,20000707,충청남도 천안시 서북구  성거읍 천흥8길 17
066360,김강흥,19910907,충청북도 진천군 이월면 생거진천로 1770
066410,강지연,19990205,서울특별시 강남구 언주로135길 21 (논현동)
066430,김형모,19990111,경상남도 김해시 대동면 대동산단3로 35 -
066590,안중기,19950613,경남 창원시 신촌동 192-4번지
066620,"황창연,김민기(각자 대표이사)",19880302,서울 마포구 서교동 477-22
066670,박윤민,19980804,충청남도 천안시 서북구 3공단6로 86-9 (주)디스플레이테크 천안공장
066700,"고진업, 박시홍",19900927,경기도 안산시 단원구 산단로 68번길 58(초지동)
066790,박진숙,19970715,충북 충주시 용산동 35
066900,"권오일, 최봉윤",19871128,경기도 안성시 미양면 보체리 404-1
066910,차현일,19961230,경기도 부천시 원미구 신흥로 223 101동 305호
066980,"정윤석, 양승환(각자 대표이사)",19980924,서울특별시 강남구 강남대로 556 이투데이빌딩 6층
067000,조성원,19940530,"경기도 성남시 분당구 황새울로258번길 25 (수내동, 조이시티타워)"
067010,현해남,19991007,"서울특별시 서초구 반포대로28길 8 (서초동, 일홍빌딩 3,4,5층)"
067080,김은석(단독대표),19890119,강원도 횡성군  횡성읍 한우로 495
067160,"최영우, 이민원",19960422,"경기도 성남시 분당구  판교로228번길 15 판교7벤처밸리3 1단지 2동 201, 901호"
067170,"강성희, 이규방(각자 대표이사)",19910731,충청남도 예산군  고덕면 예덕로 1033-36
067280,안재우,20000504,서울특별시 강남구 언주로 508 서울상록회관 17층
067290,김용관,19810813,경기도 과천시 과천대로7길 38 -
067310,이동철,20010823,충남 아산시 음봉면 원남리 95-1번지
067370,노광,19970610,인천광역시 남동구 은봉로 129 -
067390,김두일,20010420,경상남도 사천시 용현면 종포산단로 133 -
067570,"구자겸, 천성식(각자대표이사)",19840117,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주)
067630,백윤기,19980724,"경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)"
067730,이호성,19960704,서울특별시 마포구 독막로 281
067770,김인식,19960607,경기도 안성시  원곡면 지문로 51-43
067900,"박지영, 박용하(각자 대표이사)",19900831,전라남도 여수시  여수산단로 1232
067920,이득춘,19991102,서울특별시 송파구 정의로8길 7 한스빌딩
067990,권혁민,19970817,서울특별시 성동구 동일로 111 (성수동 2가)
068050,박영석,19980403,서울특별시 마포구  월드컵북로58길 10
068100,김동식,19970617,서울특별시 구로구 디지털로26길 5 에이스하이엔드타워1차 401
068240,박선순,19960115,경기도 안산시 단원구 시화호수로 485(성곡동) (주) 다원시스
068330,홍성대,19940927,경기도 동두천시 삼육사로548번길 84
068760,유영호,20001117,충청북도 청주시 청원구 오창읍 2산단로 82셀트리온제약
068790,이석화,19990708,경기도 용인시 기흥구 흥덕중앙로 120 유타워 6층 (영덕동)
068930,김희선,20000310,서울특별시 서초구  방배로 181 단우빌딩
068940,윤정엽,19981110,대구광역시 달서구  호산동로7길 17
069080,김태영,20000428,"경기도 성남시 분당구 판교로 242 (삼평동, 판교디지털콘텐츠파크 B동)"
069140,이형기,19940304,경기도 김포시  대곶면 대곶로202번길 191
069330,박종수 (대표이사),19900518,충청북도 청주시 흥덕구 대신로146번길 174 (송정동)
069410,최일규,20000719,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)"
069510,이석정,19990916,경상남도 양산시  유산공단9길 22
069540,"김민호, 배기복(각자대표)",19981027,대전광역시 대덕구 문평동로 68
069920,"이승철, 정재영(각자 대표이사)",20010314,"서울특별시 강남구 삼성로 633 (삼성동, 삼광빌딩)"
070300,"안은철, 김지원(각자 대표이사)",20000915,경기도 김포시 양촌읍 황금1로 307-5
070590,조형석,20031215,"서울특별시 마포구 월드컵북로 396, 14층 (상암동, 누리꿈스퀘어비즈니스타워)"
071200,"홍기태, 이원용 (공동대표이사)",20021230,서울특별시 구로구  디지털로34길 27 대륭포스트타워3차 12층
071280,박기환,19971028,경기도 용인시 처인구 남사면 완장천로 448-34 로체시스템즈(주)
071670,유영목,20010820,경기도 화성시  정남면 가장로 277
071850,윤호성,19981223,부산광역시 강서구 미음산단4로 55 (미음동) 캐스텍코리아
072020,"윤인중, 윤석인 (각자대표이사)",19941004,대전광역시 유성구 유성대로 1476-37 (주)중앙백신연구소
072470,김명준,19890227,경기도 용인시 기흥구 지삼로 89
072770,이정남(단독 대표이사),19980303,서울특별시 서초구 서초대로 6 13층
072870,"손주은, 손은진(각자 대표이사)",20000712,"서울특별시 서초구 효령로 304 24층(서초동, 국제전자센터)"
072950,"강만준, 강명구 (각자대표)",19981103,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동)
072990,허 봉 재,20000512,경기도 이천시 마장면 서이천로578번길 74
073010,"이범호, 김효철(각자 대표이사)",20000628,부산광역시 강서구  녹산산단381로86번길 43
073110,"나우주, 조성민(각자대표)",19990213,경기도 평택시 진위면 진위산단로 53-73
073190,정관영,19870422,인천 서구 가좌동 543-2
073490,"곽영수, 허순재(각자대표)",20000927,경기도 성남시 분당구 서현로 190-
073540,남재국,20001013,경기도 의왕시 오봉산단1로 30 (이동)
073560,"조창현, 조광식(각자대표)",20010222,전라남도 나주시 반남면 장송길 73
073570,변재석,19980523,서울특별시 성동구 아차산로17길 48 1120호
073640,지서현,19931019,경남 창원시 성주동 30-5번지
074430,"오장석,오성석",19970903,서울특별시 강남구 역삼로 151 삼오빌딩3층 301호
074600,백홍주,20031112,경상북도 구미시 산동읍 5공단3로 14 -
075130,김태주 (단독 대표이사),20000601,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층
075970,남기성,20040101,경상남도 김해시  상동면 상동로375번길 26-29 동국내화(주)
076080,"이영규, 이기창, 강영길 (각자대표)",19950112,경기도 화성시  향남읍 발안공단로 92-36
076610,조  철,20020325,경기도 화성시 봉담읍 효행로184번길 66
077360,"이수훈, 김태수 (공동대표이사)",19990506,울산광역시 북구  무룡1로 66
078020,홍원식,19991215,서울특별시 영등포구 여의나루로 60 포스트타워 24층
078070,이상근,20000711,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스
078130,박흥준,19780821,경기도 용인시 처인구  이동면 백옥대로 563
078140,"박종호, 박진오",19860708,인천광역시 연수구 송도미래로 101 대봉그룹 송도 B&H Plex
078150,문성준,19970902,세종특별자치시  소정면 소정산단6로 20 -
078160,오원일,20000626,경기도 성남시 분당구 대왕판교로 644번길21 -
078340,남재관,19980807,서울특별시 금천구  가산디지털1로 131
078350,김윤상,20040419,경기도 화성시 삼성1로 332-7
078590,설정호,19930825,경남 밀양시 산내면 가인리 364번지
078600,"임일지,임중규(각자대표)",19810706,경기 시흥시 정왕동 1236-10
078860,최석우 (단독 대표이사),20000426,서울특별시 용산구 서빙고로51길 52 2층
078890,임동연,20010511,경기도 성남시 분당구  성남대로 884-3
079000,"송태양,송태광(각자대표)",19970613,전라남도 장성군  동화면 전자농공단지1길 31
079170,"강호익, 강상균(각자대표)",19860325,경기도 화성시 양감면 암소고개로 227-14
079190,LLOYD YEONSU LEE,19980601,"인천광역시 남동구 은봉로 114번길 27 논현동, 52블럭 4로트"
079370,"이종우, 황하섭",19881212,경기도 화성시 안녕남로 132 (주)제우스
079650,염종학,19740216,광주광역시 광산구  하남산단4번로 143
079810,배성민,20010801,경기도 오산시 가장산업서북로 40-56 -
079940,"김홍국, 원종홍 (공동대표이사)",19990921,"경기도 과천시 과천대로7나길 34 4~6층 (갈현동, 가비아 앳)"
079950,구동범,20010126,경기도 파주시 문산읍 돈유3로 55 (선유리1373-7)
079960,"김재수,김재만",19870327,경기도 평택시 진위면 진위산단로 76
079970,김모란희 단독대표,20000710,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)"
080010,"조원표, 이상택(공동대표이사)",20000228,서울특별시 마포구 월드컵북로58길 9 ES타워
080160,우종웅,19890214,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크
080220,"박성식, 조형섭(각자대표)",20000404,제주특별자치도 제주시 첨단로 330 A동 2층
080420,"정태형, 강중근",20000424,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주)
080470,"고우종,고빅터건민(KOH VICTOR GUNMIN),이동주 각자대표이사",19961018,경기도 안성시  원곡면 청원로 1785-14
080520,박병근,19991206,전라북도 완주군 봉동읍 완주산단5로 87
080530,유승욱,19990213,"경기도 용인시 수지구 광교중앙로 338 A동(상현동, 광교우미뉴브)  -호실(총12개):A301, A302, A303, A304,"
080580,전진국,19980413,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아)"
080720,성광현,19850810,강원도 원주시 문막읍 문막공단길 246
081150,"김영국, 김태섭 각자대표이사",19911213,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)"
081180,김종현,20000322,경기도 수원시 권선구 산업로155번길 111
081580,"조일현,김영도(각자대표이사)",19870826,"경기도 안산시 단원구 번영로 68 (성곡동, 시화공단 4마 606호)"
082210,최상호,19990526,대전광역시 유성구 가정북로 26-51 -
082270,"김기호, 이석준",19980310,경기도 성남시 분당구 운중로 117 포모나타워 5층
082660,우정민,20010620,경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인
082800,장부환,20020822,경기도 화성시 향남읍 제약공단2길 34-40
082850,"엄태욱, 윤지용",20000525,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)"
082920,장승국,19871031,충청남도 당진시 합덕읍 인더스파크로 70 -
083310,오흥식,20020323,경기도 오산시 지곶중앙로 1-20 -
083450,"석종욱, 문승보(각자대표)",20011012,경기도 화성시 동탄면 동탄산단6길 15-13
083470,대표이사 고창훈,19990930,"경기도 안산시 상록구 해안로 705, 파일롯플랜트 2동 203호(사동,경기테크노파크)"
083500,"김팔곤, 양상재(공동대표)",20020318,충청남도 천안시 서북구 직산읍 4산단2길 19
083550,신병순,19890928,경기도 안성시 미양면 협동단지길 147-1 (주)케이엠
083640,황엽,20000801,"경기도 안양시 동안구 전파로104번길 14 2층, 3층(호계동)"
083650,"이근흥, 조원래 (각자 대표이사)",19980612,경상남도 함안군  군북면 장백로 122
083660,박정훈,19891107,서울특별시 강남구 언주로 726 두산빌딩 14층
083790,이호영,20000707,서울특별시 강서구 마곡중앙8로 38 마곡동
083930,김광현,20000116,대구 달서구 월암동 1107번지
084110,"Song Soo-young, Yoon Sung-Tae (Independent representation)",19870710,경기도 성남시 수정구 창업로 17 판교 아이스퀘어 A동 9층
084180,홍탁완,19820223,인천광역시 서구 뱃길1로 42 수성웹툰 주식회사
084370,"엄평용, 신승우 (각자 대표이사)",20000105,경기도 용인시 처인구  양지면 추계로 42 유진테크
084440,임재환,20000111,서울특별시 구로구 디지털로34길 27 대륭포스트타워3차 601
084650,류재학 대표이사,20020329,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층
084730,이흥복,19970326,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층
084850,나혁휘,20000223,충청북도 청주시 청원구 오창읍 양청3길 60
084990,장송선,19961121,서울특별시 강서구 마곡중앙8로7길 21 -
085660,차원태,20021105,서울특별시 강남구 도산대로 442 청담동 피엔폴루스 3층
085670,임시연,20000622,경기 안산시 단원구 신길동 1055603-4호
085810,정욱재,19990201,서울특별시 강남구 테헤란로7길 12 허바허바빌딩 4층
085910,권상훈,20000818,경기도 안성시  죽산면 용대길 38-9
086040,강종구,20000823,충청북도 청주시 청원구 오창읍 연구단지로 53
086060,이찬호,20000315,충청남도 공주시  계룡면 신원사로 166
086390,"김종현, 안수홍",20000321,경기도 용인시 기흥구  기곡로 27 (주)유니테스트
086450,송준호,19681015,서울특별시 강남구 영동대로 715 동국제약 청담빌딩
086520,송호준,19981022,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로
086670,"윤종찬, 윤민정(각자대표이사)",20000726,부산광역시 기장군 장안읍 신소재산단2로 17 -
086710,이성호,19880601,서울특별시 금천구 가산디지털2로 143 가산 어반워크2 16층
086820,이정선,20000114,"서울특별시 노원구 공릉로 232 5층 (공릉동, 서울테크노파크)"
086890,유준수,20010329,"경기도 성남시 분당구 대왕판교로712번길 22, 씨동 5층 (삼평동, 글로벌알앤디센터)"
086900,정현호,20000502,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스
086960,"이창열, 이정승",19981229,"경기도 성남시 분당구 대왕판교로644번길 49 9층(삼평동, DTC타워)"
086980,신호정,19990610,서울특별시 강남구 도산대로 310(논현동) 916빌딩 7~9층
087010,최호일,19971121,대전광역시 유성구 유성대로1628번길 37-24
087260,신욱호,20040416,경기도 안양시 동안구 시민대로 401
087600,이서규,20000412,경기도 성남시 수정구 금토로40번길 30 -
088130,최귀상/박진균,19990414,경기도 안양시 동안구 시민대로327번길 12-24 (주)동아엘텍 빌딩
088280,양형국,20001024,경기도 평택시 청북읍 현곡산단로93번길 81
088290,박주성,19941118,전라북도 정읍시 첨단1로 8 (신정동)
088340,조준희,20010119,서울특별시 서초구 방배로 231 -
088390,박정진,20011108,충청남도 아산시 둔포면 아산밸리로 171
088800,최문우,20060302,인천광역시 연수구 하모니로187번길 16 -
088910,김태호,19930217,전라북도 군산시  서수면 동군산로 1095 주식회사 동우
089010,김응수,19970401,세종특별자치시   전동면 배일길 31
089030,"나윤성, 장 남 각자대표",20020801,경기도 화성시 동탄면 동탄산단6길 37
089140,이주한,20000718,경기도 용인시 기흥구 기흥단지로121번길 35 (고매동)
089150,"강창귀, 김선종 각자대표",20021214,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩
089230,신환률,20020708,서울특별시 서초구 강남대로101안길 41 .
089600,박평권,20000313,"서울특별시 강남구 도곡로1길 14 삼일프라자오피스텔4,5F"
089790,"유홍준, 유동완",19980707,충청남도 천안시 서북구  직산읍 4산단3로 135
089850,이흥복,20000901,"서울특별시 구로구 디지털로26길 43 대륭포스트타워8차 엘동 15, 16, 17층(구로동)"
089890,박명순,19940125,경기도 부천시 오정구  산업로 62
089970,"최우형, 임종필 (각자 대표이사)",20020222,경기도 이천시 마장면 서이천로 58-47
089980,"이상원, 이상열(각자 대표이사)",19860321,인천광역시 남동구  남동대로369번길 18
090150,신규진,19990206,부산광역시 기장군  장안읍 장안산단9로 110
090360,배병주,19990226,경기도 안산시 상록구  수인로 700
090410,"유희성,오종녕(각자 대표이사)",19910104,충청남도 천안시 동남구 수신면 수신로 485-34
090470,정재송,19950309,충청남도 아산시 음봉면 산동로 433-15 -
090710,김봉관,19981129,충청남도 천안시 서북구 직산읍 4산단6길 27 -
090850,박종선,20030114,서울특별시 서대문구 충정로 23 풍산빌딩
091120,"정승규, 이석근 (각자대표)",20010118,경상남도 창원시 성산구 창원대로1144번길 40 (주)이엠텍
091340,이민형,19991108,경기도 화성시 마도면 청원산단1길 69 -
091440,"신규철, 임세혁(각자 대표이사)",20000920,경기도 성남시 중원구 갈마치로 214-1 4층
091580,"김일부, 김민철 (각자대표)",19920128,충청남도 천안시 서북구 직산읍 4산단6길 57 -
091590,최재훈,19590822,전라남도 화순군 화순읍 벽라1길 40
091700,"Kim Jong-koo, Kim Won-keun",20030128,경기도 화성시  삼성1로2길 22 (주)파트론
091970,신해용,19991223,경기도 안성시 양성면 양성로 112 -
092040,표쩌,20000529,경상남도 진주시 문산읍 월아산로950번길 14-10 아미코젠 문산 1공장
092070,임정훈,20010105,대전광역시 대덕구  대화로132번길 142 디엔에프
092130,민영창,20010806,서울특별시 구로구 디지털로33길 27 삼성IT밸리 8층
092190,"이정훈, 강지훈 (각자대표)",20020125,경기도 안산시 단원구 산단로163번길 65-16 (원시동)
092300,"문병선, 문인식 (각자대표)",19961008,인천광역시 서구 검단로 51 -
092460,"지석준(공동대표), 김영구(공동대표), 차민수(각자대표)",19950713,부산광역시 강서구  화전산단1로 115
092600,최종현,19970513,경기도 성남시 분당구 대왕판교로 660 유스페이스1 에이동 5층
092730,김양수,20000701,대전 유성구 탑립동 928번지
092870,"최명배, 박영우 (각자대표이사)",20010308,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp"
093190,노현철 단독 대표이사 ,20021114,경기도 성남시 분당구 판교로 344 아이디스타워 5층
093320,김지욱,20000617,경기도 과천시 과천대로7나길 34 4층(갈현동)
093380,김진용,19740910,경기도 화성시  우정읍 남양만로 745
093520,"신동철, 성종률",20061214,서울특별시 강남구 논현로114길 5 -
093640,박광식,19981218,"서울특별시 서초구 서초대로 67 성령빌딩 (방배동 869-9,11) 2층"
093920,김재윤,19830815,경기도 군포시 공단로140번길 32-15 -
094170,김동철,20060701,서울특별시 서초구 반포대로 22 서초 평화빌딩 12층
094360,김상현,20030306,"서울특별시 강남구 테헤란로 509 엔씨타워1  7층,8층"
094480,신동훈,19941005,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층
094820,이광섭,19900207,울산광역시 울주군  온산읍 산암로 42 (주)일진에너지
094840,이재원,20000504,경기도 성남시 분당구  정자일로 248 파크뷰 16층
094850,이종혁(대표이사),20070220,"서울특별시 중구 서소문로 135 (서소문동, 연호빌딩)"
094860,이우존유홍,20070220,"서울특별시 강남구 학동로 155 (논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층)"
094940,함현철,19970724,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층
094970,"정수연, 정도연(각자대표)",19980601,경기도 평택시 산단로 63-19 (모곡동)
095190,배진기,20030320,경상남도 창원시 성산구 웅남로 767 (남산동)
095270,"박천석,박병래(각자대표)",19991013,경기도 수원시 영통구 센트럴타운로 114-6 4층 402호
095340,김정렬 (단독 대표이사),20010222,경기도 성남시 수정구 금토로40번길 26 -
095500,김철영,20020801,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주)
095610,"이재호, 주재영 (각자 대표이사)",20020919,경기도 용인시 처인구 양지면 중부대로 2374-36
095660,"김승철, 배태근 (공동대표)",20070426,경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워
095700,"홍성준, 최재현",19990608,서울특별시 강서구 마곡중앙로 172 바이오이노베이션파크
095910,"홍성민, 홍문교 각자대표이사",20010112,서울특별시 송파구 법원로6길 11 4층
096240,"이동훈, 김형준 (각자대표)",20020605,서울특별시 강남구 테헤란로 521 파르나스타워 21층
096250,강용성,20000615,경기도 성남시 분당구 대왕판교로644번길 49
096350,이창수,19771026,부산광역시 강서구 화전산단1로 155 화전동
096530,"천종윤, 이대훈 각자대표이사",20000918,서울특별시 송파구 오금로 91(방이동) 7층
096610,반재용,19991022,전북특별자치도 완주군 봉동읍 완주산단6로 12 알에프세미 전주1공장
096630,김치원,20000111,경기도 광주시  오포읍 마루들길172번길 30
096690,서문동군,20020408,경기도 오산시  가장산업동로 28-6
096870,김정준,19971113,충청남도 천안시 서북구  한들1로 126-33
097780,한재관,20041118,충청남도 아산시 음봉면 산동로 433-31 -
097800,신동호(단독대표이사),20020403,경기도 용인시 처인구  백암면 청강가창로 50
097870,"박태헌,김방식,박문현",19840823,충남 아산시 신동 279-10
098070,김강식,19981009,울산광역시 울주군 온산읍 연자로 51
098120,양승은,19991228,충청남도 천안시 서북구 성거읍 오송2길 15-21
098460,고광일,20020425,경기도 용인시 수지구 포은대로59번길 18 (상현동)
098660,김흥수,20030222,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)"
099190,"차근식, 남학현(각자 대표이사)",20000504,서울특별시 서초구 반포대로28길 43 아이센스 빌딩
099220,"백형근,정성원",19940318,경기도 성남시 수정구 대왕판교로 1281 -
099320,김이을,19991229,대전광역시 유성구 엑스포로 441 (문지동)
099390,강선근,20000316,서울특별시 성동구 성수이로 87
099410,정대진,19940706,경상남도 창원시 진해구 명제로 73
099430,정현규,20030523,"경기도 성남시 중원구 사기막골로45번길 14, 18층 제에이-1801,1802호(상대원동, 성남 우림라이온스밸리2차"
099440,권오혁,19960305,경상남도 김해시 주촌면 골든루트로 157-10
099520,"박상열,박근식 (각자 대표이사)",19980227,서울특별시 금천구  가산디지털1로 212 코오롱디지털타워애스턴 906호
099750,홍우선,20010207,"서울특별시 중구 퇴계로 307 4층, 5층, 6층(광희동1가,광희빌딩)"
100030,정정기,20000223,서울특별시 강남구 테헤란로 131 16층
100120,김후식,19990918,경기도 안양시 동안구 부림로 17041-3
100130,이원휘,20010702,경상북도 포항시 남구 대송로 62(장흥동)
100590,"양승환, 권순태(각자대표)",20000821,인천광역시 서구 가재울로 90
100660,"권영호, 권형록 (각자 대표이사)",19780215,광주광역시 광산구  하남산단8번로 127-15 (안청동)
100700,이재희,19820806,충청남도 천안시 서북구  입장면 도림길 60 (주)세운메디칼
100790,김응석,19990608,경기도 성남시 분당구 판교역로241번길 20
101000,송병권,20040603,경상남도 함안군 군북면 석교천길 223 -
101160,배종식,20000117,경상북도 구미시  4공단로7길 53-77
101170,"한현석,한우진(각자 대표이사)",20000301,경상남도 창원시 성산구  남면로 613 우림기계
101240,임광수,20001020,충청북도 진천군  진천읍 성중로 144 시큐브
101330,"손병준, 백승협(각자대표)",19990317,경기도 화성시 동탄첨단산업1로 73 (영천동)
101360,김민용,20040916,충청북도 청주시 흥덕구 직지대로409번길 37
101400,정인견,20000404,"서울특별시 강남구 언주로148길 19 4층(논현동, 청호빌딩)"
101490,정수홍,20010222,대구광역시 달서구  호산동로 42
101670,전  웅,19950127,경기도 광주시  오포읍 오포안로 46-10
101680,하종식,19880421,경상남도 함안군  법수면 윤외공단길 83-1
101730,손면석,19970410,"경기도 성남시 분당구 대왕판교로644번길 49 6층(삼평동, 위믹스타워)"
101930,이인,19990108,경상남도 창원시 의창구  차룡로14번길 55 인화정공(주) (팔용동)
101970,김진태,19961001,경기도 평택시 포승읍 포승공단로118번길 88
102120,최원,20060111,충청북도 청원군 오창읍 각리1길 93-
102370,도현순,20050915,서울특별시 강남구 언주로174길 26 7층(신사동)
102710,"지용석, 김경미, 박기수(각자대표)",20000501,경기도 용인시 기흥구 탑실로35번길 14 한국알콜산업그룹빌딩
102940,이한국,20000421,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워
103230,정우진,19900208,부산광역시 사하구  다대로170번길 29
103840,"이구열, 박경훈(공동대표이사)",19920401,충청남도 서천군 장항읍 장산로 357
104040,"김병준, 김종석 (각자대표)",20000104,경상남도 창원시 성산구 남면로 627 (외동)
104200,왕문주,20020603,"서울특별시 강남구 강남대로 586 (논현동, 제이빌딩)"
104460,유병욱,19990701,서울특별시 강서구 마곡중앙8로7길 39 -
104480,박근숙,20071109,대구광역시 북구  원대로 128 연우빌딩 3층
104540,현동욱,20000530,충청남도 천안시 서북구 입장면 영산홍1길 12
104620,김진국,20010813,"서울특별시 중구 수표로 31 (저동2가, 노랑풍선빌딩)"
104830,한정욱,20061204,충청북도 청주시 청원구 오창읍 양청3길 30 -
105330,양재석,20010112,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유
105550,"남용현, 박찬영(각자 대표이사)",20060512,대전광역시 유성구 엑스포로 385 (주)트루윈
105740,노은식,19920120,경상남도 김해시 주촌면 골든루트로129번길 7
105760,은동욱,20030919,"서울특별시 금천구 가산디지털2로 108. 805-808호(가산동, 뉴티캐슬) &nbsp"
106080,유성준,20010329,경기도 오산시 경기대로761번길 30 AA동 11-32호
106190,차현준,19980901,충청북도 충주시 대소원면 첨단산업6로 12 (주)하이텍팜
106240,심철구,20090101,경기도 안양시 만안구 덕천로 38 (주)파인테크닉스
107600,이승진,20010620,경상북도 김천시 공단로 98
107640,"김환식, 김상균(각자대표)",19950831,경상북도 영천시 영천산단로 379
108230,정지용,19960620,경상북도 구미시 산동읍 5공단4로 28 -
108380,서영우,19880701,부산광역시 사하구 장평로 245
108490,김병수,19990325,서울특별시 강서구 마곡중앙5로1길 37
108860,곽민철,19990331,서울특별시 금천구 가산디지털1로 19 대륭테크노타운 18차 20층
109080,신현국,19991129,경기도 성남시 수정구 산성대로 305 삼부르네상스파크Ⅱ 3층
109610,"홍성부, 김성덕 (공동대표이사)",20000929,"경기도 수원시 권선구 정조로 340-2 (권선동, 에스와이빌딩)"
109670,정정한,19990309,"서울특별시 강남구 테헤란로 625 2층, 7층(삼성동, 덕명빌딩) &nbsp"
109740,"김태구, 김종원(각자대표)",19950203,경기도 안산시 상록구 수인로710(사사동) -
109820,김수옥,20001207,"경기도 성남시 분당구  대왕판교로 700 삼평동 코리아바이오파크 8층,7층"
109860,오길봉,19841220,경상북도 영천시 금호읍 덕성리 327
109960,김정출,19980212,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층)
110020,이태훈,20040916,대구광역시 달서구 성서공단북로 295 -
110790,우진석 (단독대표),19980806,서울특별시 강남구 도곡로 176
110990,박종철,20050930,경기도 화성시 정남면 가장로 355-50
111710,최영곤(단독대표이사),19900223,전라남도 무안군 청계면 서호로 162
112040,"Park, Kwan Ho",20000210,경기도 성남시 분당구 대왕판교로 644번길 49 (삼평동 코리아벤처타운 업무시설비블럭 아이레보타워)
112290,"이성일, 이승훈",20010728,경상북도 성주군 선남면 유서리길 174-12 &nbsp
113810,이석우,20060201,경기도 시흥시 공단1대로27번길 38 (정왕동)
114190,"신진용,하재득",19760206,"전라북도 군산시 자유무역1길 60 웰크론강원 510-9, 510-10, 510-12"
114450,"양준화, 이기성(각자 대표이사)",20050401,전라남도 여수시 여수산단2로 84
114630,최용성,19990719,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니
114810,박인래,20050701,경기도 안성시 고삼면 안성대로 2061 (가유리 777-1)
114840,"김태욱, 김성현",20000229,"서울특별시 송파구 동남로 122 문정동, COLLECTED 빌딩"
115160,정창수,20091005,경기도 용인시 처인구  영문로 2
115180,남기연,20080702,"경기도 성남시 분당구 판교로 242, C동 8층"
115310,권 성 준,20000214,서울특별시 영등포구 여의대로 24 전국경제인연합회관 40층
115440,김광수(단독대표),20000104,경기도 안양시 동안구 시민대로 353(관양동)
115450,안기홍,20000607,경기도 구리시 산마루로 6 2층 202호
115480,김형수,20011213,강원도 원주시  문막읍 동화공단로 130-1
115500,김광묵,20021206,경상북도 구미시 3공단1로 284 (임수동)
115530,정상옥,20031110,경기도 시흥시 시화벤처로 305 B동(정왕동)
115570,강민표,19960711,충청북도 음성군  삼성면 대성로 417
115610,이동섭,20040325,경기도 수원시 영통구 광교로 105 경기 R&DB 센터 3층 301호(이의동 906-5)
117670,윤석원,20021101,"경기도 성남시 분당구 판교역로 225-12 2층, 3층, 4층 (삼평동 671, 제테마)"
117730,안승욱,20041027,경기도 오산시 가장산업서북로 103-37 (지곶동)
