종목코드,업종명
302550,29의료·정밀기기
303030,28전기·전자
303360,29의료·정밀기기
303530,
303810,24제약
304100,
304360,24제약
304840,24제약
305090,29의료·정밀기기
306040,20섬유·의류
306620,27기계·장비
307180,28전기·전자
307280,24제약
307750,24제약
307870,
307930,14금융
308080,06일반서비스
308100,11유통
308430,24제약
309710,24제약
309930,11유통
309960,14금융
310200,15오락·문화
310210,06일반서비스
310870,30운송장비·부품
311320,28전기·전자
311390,19음식료·담배
311690,06일반서비스
312610,26금속
313760,28전기·전자
314130,24제약
314140,24제약
314930,29의료·정밀기기
315640,
317120,28전기·전자
317240,23화학
317330,23화학
317530,15오락·문화
317690,29의료·정밀기기
317770,28전기·전자
317830,27기계·장비
317850,27기계·장비
317870,31기타제조
318000,23화학
318010,19음식료·담배
318020,28전기·전자
318060,23화학
318160,20섬유·의류
318410,23화학
319400,27기계·장비
319660,27기계·장비
320000,27기계·장비
321260,28전기·전자
321370,28전기·전자
321550,06일반서비스
321820,15오락·문화
322180,
322310,27기계·장비
322510,
322780,15오락·문화
323280,27기계·장비
323350,27기계·장비
323990,06일반서비스
327260,28전기·전자
328130,
328380,
330350,24제약
330730,14금융
330860,06일반서비스
331380,28전기·전자
331520,
331740,
331920,24제약
332290,23화학
332370,28전기·전자
332570,28전기·전자
333050,
333430,30운송장비·부품
333620,28전기·전자
334970,24제약
335810,29의료·정밀기기
335870,11유통
336060,
336570,29의료·정밀기기
336680,28전기·전자
337930,
338220,
338840,06일반서비스
339950,06일반서비스
340360,28전기·전자
340440,23화학
340450,06일반서비스
340570,24제약
340810,
340930,27기계·장비
342870,11유통
344860,23화학
347000,29의료·정밀기기
347700,
347740,06일반서비스
347770,28전기·전자
347850,06일반서비스
347860,
347890,29의료·정밀기기
348030,
348080,06일반서비스
348150,06일반서비스
348210,27기계·장비
348340,27기계·장비
348350,29의료·정밀기기
348370,23화학
351320,27기계·장비
351330,
351870,06일반서비스
352090,23화학
352480,23화학
352700,23화학
352770,06일반서비스
352910,
352940,23화학
353190,19음식료·담배
353590,11유통
353810,19음식료·담배
354200,06일반서비스
354320,26금속
355150,28전기·전자
355390,
355690,28전기·전자
356680,
356860,28전기·전자
356890,
357230,19음식료·담배
357550,23화학
357580,28전기·전자
357780,23화학
357880,
358570,06일반서비스
359090,06일반서비스
360070,28전기·전자
360350,29의료·정밀기기
361390,28전기·전자
361570,15오락·문화
361670,28전기·전자
362320,11유통
362990,06일반서비스
363250,29의료·정밀기기
363260,06일반서비스
364950,27기계·장비
365270,06일반서비스
365330,26금속
365340,23화학
365590,28전기·전자
365660,
365900,31기타제조
366030,20섬유·의류
367000,
368600,28전기·전자
368770,29의료·정밀기기
368970,19음식료·담배
369370,15오락·문화
370090,29의료·정밀기기
371950,28전기·전자
372170,27기계·장비
372320,06일반서비스
372800,
373110,24제약
373160,06일반서비스
373170,
373200,31기타제조
376180,31기타제조
376270,06일반서비스
376290,28전기·전자
376300,
376900,24제약
376930,29의료·정밀기기
376980,
377030,
377220,19음식료·담배
377330,28전기·전자
377450,
377460,06일반서비스
377480,
378340,27기계·장비
378800,24제약
380540,28전기·전자
380550,
381620,27기계·장비
382150,06일반서비스
382480,27기계·장비
382800,27기계·장비
382840,27기계·장비
382900,28전기·전자
383310,23화학
383930,06일반서비스
384470,
387570,29의료·정밀기기
387690,29의료·정밀기기
388050,28전기·전자
388210,28전기·전자
388610,23화학
388720,27기계·장비
388790,28전기·전자
388870,06일반서비스
389020,28전기·전자
389030,06일반서비스
389140,15오락·문화
389260,10건설
389470,06일반서비스
389500,27기계·장비
389650,29의료·정밀기기
389680,
391710,27기계·장비
393210,
393890,28전기·전자
393970,23화학
394280,
394420,29의료·정밀기기
394800,06일반서비스
396270,28전기·전자
396300,26금속
396470,27기계·장비
397030,06일반서비스
397810,06일반서비스
398120,29의료·정밀기기
399720,28전기·전자
402030,
402490,28전기·전자
403490,19음식료·담배
403850,15오락·문화
403870,27기계·장비
405000,29의료·정밀기기
405100,06일반서비스
405920,11유통
406820,23화학
407400,31기타제조
408470,14금융
408900,15오락·문화
408920,06일반서비스
411080,
412350,27기계·장비
412540,27기계·장비
413390,27기계·장비
413630,23화학
413640,
415380,11유통
416180,30운송장비·부품
417010,27기계·장비
417180,
417200,28전기·전자
417500,23화학
417790,28전기·전자
417840,27기계·장비
417860,
417970,27기계·장비
418250,
418420,28전기·전자
418470,
418550,06일반서비스
418620,
419050,30운송장비·부품
419080,27기계·장비
419120,
419530,15오락·문화
419540,29의료·정밀기기
420570,23화학
420770,27기계·장비
424760,
424870,06일반서비스
424960,29의료·정밀기기
424980,28전기·전자
425040,23화학
425420,28전기·전자
429270,28전기·전자
430690,
431190,
432430,15오락·문화
432470,27기계·장비
432720,28전기·전자
432980,24제약
434480,
435570,19음식료·담배
437730,30운송장비·부품
438700,
439090,23화학
439580,11유통
439960,29의료·정밀기기
440110,28전기·전자
440290,14금융
440320,
441270,28전기·전자
443250,06일반서비스
443670,
444530,
445090,28전기·전자
445180,23화학
445680,29의료·정밀기기
446540,28전기·전자
446840,29의료·정밀기기
448280,06일반서비스
448710,28전기·전자
448900,30운송장비·부품
450330,24제약
450520,
450950,29의료·정밀기기
451220,27기계·장비
451250,23화학
451760,
452160,27기계·장비
452190,27기계·장비
452200,29의료·정밀기기
452280,26금속
452300,14금융
452400,30운송장비·부품
452430,28전기·전자
452450,27기계·장비
453450,06일반서비스
453860,23화학
455180,27기계·장비
455900,27기계·장비
456010,28전기·전자
456070,24제약
456160,24제약
457370,23화학
457550,06일반서비스
457600,28전기·전자
458350,06일반서비스
458650,28전기·전자
458870,29의료·정밀기기
459100,28전기·전자
459510,27기계·장비
459550,28전기·전자
460470,29의료·정밀기기
460870,25비금속
460930,30운송장비·부품
460940,29의료·정밀기기
461030,06일반서비스
461300,
462310,20섬유·의류
462350,30운송장비·부품
462510,29의료·정밀기기
462860,
462980,
463020,
463480,28전기·전자
464080,29의료·정밀기기
464280,24제약
464490,24제약
464500,28전기·전자
464580,15오락·문화
465320,14금융
465480,
466100,
466410,
466690,14금융
467930,14금융
468530,06일반서비스
468760,14금융
469480,14금융
469610,27기계·장비
469750,27기계·장비
469880,14금융
469900,14금융
471050,14금융
471820,19음식료·담배
472220,14금융
472230,14금융
472850,11유통
473000,14금융
473050,14금융
473950,14금융
473980,15오락·문화
474170,30운송장비·부품
474490,14금융
474610,26금속
474650,27기계·장비
474660,14금융
474930,14금융
475040,
475230,26금속
475240,14금융
475250,14금융
475400,27기계·장비
475430,28전기·전자
475460,
475580,31기타제조
475660,23화학
475830,24제약
475960,29의료·정밀기기
476040,06일반서비스
476060,06일반서비스
476080,15오락·문화
476830,06일반서비스
477340,14금융
477380,14금융
477470,14금융
477760,14금융
477850,
478110,14금융
478340,30운송장비·부품
478390,14금융
478440,14금융
478560,20섬유·의류
479880,14금융
479960,28전기·전자
481070,11유통
481890,14금융
482520,14금융
482630,23화학
482680,14금융
482690,14금융
484120,28전기·전자
484130,14금융
484590,26금속
484810,27기계·장비
486630,14금융
486990,
487360,14금융
487580,28전기·전자
487720,14금융
487830,14금융
488060,14금융
488280,
488900,30운송장비·부품
489210,14금융
489460,23화학
489480,14금융
489500,23화학
489730,14금융
490470,06일반서비스
491000,29의료·정밀기기
492220,14금융
493280,06일반서비스
493330,27기계·장비
493790,14금융
494120,29의료·정밀기기
496070,14금융
498390,14금융
950190,
950170,
950250,
950130,
950140,
950160,
950220,
950200,
900120,
900250,
900070,
900100,
