종목코드,종목명,업종명,시장구분,대표자,현재가,등락률,PBR,PER,ROE,매출액성장률(%),영업이익성장률(%),부채비율(%),유동비율(%),3개월수익률(%),6개월수익률(%),12개월수익률(%),평균거래대금(억원),시가총액,매출액,영업이익,EPS,BPS,상장주수,결산월,설립일,주소,경상이익,3년연속흑자
017670,SK텔레콤,20통신,KOSPI,정재헌,100000,0.5,1.66,52.6,2.92,-5.66,-46.7,109.73,97.28,0.0,59.49,80.18,1483.0,182786,43923,5376,1901.0,60395.0,214790,12.0,19840420.0,서울특별시 중구  을지로 65 (을자로2가),4656,True
017800,현대엘리베이터,12기계·장비,KOSPI,조재천,69500,-1.28,1.86,10.37,24.3,-19.2,-10.08,114.59,125.56,-27.83,-25.75,-15.14,168.2,26191,5458,405,6703.0,37450.0,39092,12.0,19840523.0,충청북도 충주시 충주산단1로 128 현대엘리베이터 -,366,True
017810,풀무원,05음식료·담배,KOSPI,이우봉,8890,-1.11,1.06,18.72,8.47,-7.41,-40.59,43.69,19.77,-26.47,-31.98,-35.35,5.0,3343,8504,190,475.0,8405.0,38120,12.0,19840531.0,충청북도 음성군 대소면 삼양로 730-27,102,True
017860,DS단석,08화학,KOSPI,한승욱,11650,-3.24,0.76,-17.21,-7.24,-0.74,-44.97,157.52,82.93,-54.76,-39.04,-55.77,23.1,1980,2781,44,-677.0,15301.0,17759,12.0,19840806.0,경기도 시흥시 협력로 165,-21,True
017900,광전자,13전기·전자,KOSPI,최재완,5700,-5.94,1.19,78.08,2.51,1.74,-54.08,7.19,899.62,-43.95,202.39,199.84,469.5,3314,345,7,73.0,4784.0,57943,12.0,19840731.0,전라북도 익산시 약촌로8길 62-8 (어양동),53,False
017940,E1,16유통,KOSPI,"구자용, 한상훈 (각자 대표이사)",94600,3.05,0.27,6.19,6.05,-20.86,25.66,111.56,117.91,-7.53,10.13,8.86,11.9,5968,35853,-1562,15276.0,349725.0,6860,12.0,19840906.0,서울특별시 용산구 한강대로 92 LS용산타워,1082,True
017960,한국카본,11금속,KOSPI,"조문수, 조연호 (2인, 각자대표이사)",23700,0.85,2.06,12.09,17.85,22.21,151.98,76.69,135.64,-53.35,-32.19,-13.19,134.3,11394,2118,411,1960.0,11519.0,51676,12.0,19840917.0,경상남도 밀양시 부북면 춘화로 85,217,True
018250,애경산업,08화학,KOSPI,김상준,11470,0.53,0.72,19.91,5.96,-3.59,-45.31,22.01,339.84,-26.0,-11.29,-31.11,6.9,2989,1588,-16,576.0,15841.0,26409,12.0,19850425.0,서울특별시 마포구 양화로 188 -,177,True
018260,삼성에스디에스,29IT 서비스,KOSPI,이준희,209500,-3.9,1.63,21.34,6.65,0.32,2.56,17.27,525.65,23.38,20.06,31.27,1485.3,148178,33529,783,9816.0,128198.0,77377,12.0,19850501.0,서울특별시 송파구 올림픽로35길 125(신천동),1300,True
018470,조일알미늄,11금속,KOSPI,"이영호,성원모",914,-3.08,0.58,10.51,5.62,-2.35,-31.39,96.16,141.71,-48.56,-27.58,-40.22,23.2,1142,4984,201,87.0,1576.0,126631,12.0,19850919.0,경상북도 경산시  진량읍 공단6로 98,123,True
018500,동원모빌리티,15운송장비·부품,KOSPI,"이은우, 박승룡, 이승재(각자대표)",1384,0.8,0.36,1.66,24.98,8.31,-6.11,202.57,77.22,-20.78,-20.23,-6.17,3.6,621,6595,350,835.0,3844.0,46754,3.0,19851214.0,경상북도 경산시  진량읍 북리1길  69,327,True
018670,SK가스,16유통,KOSPI,윤병석,255500,-1.54,0.78,10.04,13.79,-13.31,14.45,117.63,121.45,-1.73,10.37,-4.84,43.7,21013,26353,2277,25453.0,325701.0,9257,12.0,19851220.0,경기도 성남시 분당구 판교로 332 ECO Hub,3581,True
018880,한온시스템,12기계·장비,KOSPI,대표이사 이수일,3535,-6.73,0.96,-13.75,-3.16,8.41,1631.03,87.33,96.78,-16.43,4.28,15.26,1174.4,34944,27482,972,-257.0,3671.0,1026262,12.0,19860311.0,대전광역시 대덕구  신일서로 95,1075,False
019170,신풍제약,09제약,KOSPI,유 제 만,7870,-0.38,1.49,49.19,3.83,5.28,145.21,31.33,280.86,-31.98,-38.08,-38.03,16.7,4030,545,-4,160.0,5267.0,52418,12.0,19860723.0,경기도 안산시 단원구 원시로 7,4,False
019175,신풍제약우,09제약,KOSPI,,12120,-0.9,0.0,0.0,0.0,,,,,-36.81,-36.94,-50.33,0.6,244,0,0,0.0,0.0,1991,12.0,,,0,
019180,티에이치엔,13전기·전자,KOSPI,"이광연, 채승훈",5740,-4.33,0.46,1.5,41.08,58.81,141.46,143.14,120.72,-21.8,-23.97,97.59,30.8,1009,2763,175,3815.0,12483.0,18000,12.0,19860723.0,대구광역시 달서구 성서로71길 43,201,True
019490,엑시큐어하이트론,13전기·전자,KOSPI,"김정수, 장윤식(공동대표이사)",541,0.0,3.34,-1.47,-131.71,-19.46,5.67,70.83,133.91,0.0,0.0,-13.58,0.0,413,7,-9,-369.0,162.0,76432,12.0,19861110.0,경기도 안성시 서운면 안성맞춤대로 16 나동 2층 202호,-9,False
019680,대교,26일반서비스,KOSPI,강호준,918,0.22,0.27,-2.62,-13.97,-4.4,-4.82,101.22,37.07,-41.34,-46.32,-61.59,1.1,797,1577,-36,-350.0,3375.0,84702,12.0,19861220.0,서울특별시 관악구 보라매로 3길 23 (보라매동 729-21) 대교타워,-40,False
019685,대교우B,26일반서비스,KOSPI,,712,1.42,0.0,0.0,0.0,,,,,-32.7,-39.76,-45.44,0.3,144,0,0,0.0,0.0,19426,12.0,,,0,
020000,한섬,06섬유·의류,KOSPI,김민덕,20600,-3.51,0.31,10.0,3.87,0.74,-23.41,20.8,326.35,-20.31,32.73,23.13,28.3,4649,4104,365,2061.0,66913.0,21476,12.0,19870525.0,서울특별시 강남구  도산대로 523 한섬빌딩,358,True
020120,키다리스튜디오,29IT 서비스,KOSPI,"허흥범, 박건원 (각자대표)",3535,-1.53,0.64,19.75,5.36,16.01,143.83,30.86,99.75,-9.59,9.95,-4.59,4.4,1328,583,34,179.0,5485.0,37063,12.0,19870729.0,서울특별시 성동구 연무장11길 8 성수2가 273-50,66,False
020150,롯데에너지머티리얼즈,13전기·전자,KOSPI,김연섭,30150,-9.05,0.95,-9.84,-6.32,-4.43,-82.29,23.26,154.44,-55.73,-22.49,19.64,176.3,15657,1598,-50,-3065.0,31623.0,52365,12.0,19870811.0,전라북도 익산시 석암로3길 63-25,109,False
020560,아시아나항공,19운송·창고,KOSPI,송보영,6850,-1.3,1.89,-4.99,-86.18,-12.22,-909.62,1114.53,32.4,-3.93,-11.27,-28.65,15.6,14233,16804,-524,-1374.0,3623.0,205990,12.0,19880217.0,서울특별시 강서구  오정로 443-83,-3296,False
020760,일진디스플,13전기·전자,KOSPI,김태완,902,0.0,1.63,-7.39,-16.49,25.29,-43.05,152.95,49.24,0.0,0.0,2.5,0.0,509,118,-6,-122.0,555.0,56523,12.0,19940401.0,충청북도 음성군  대소면 대금로 157,-5,False
021050,서원,11금속,KOSPI,"조경호, 박주황",1013,-2.6,0.33,-8.51,0.7,4.74,-67.0,136.12,79.83,-30.28,-17.24,-25.57,14.5,476,5030,274,-119.0,3073.0,47474,12.0,19880907.0,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",228,True
021240,코웨이,26일반서비스,KOSPI,서장원,91800,1.21,1.8,10.73,19.32,11.33,3.29,91.37,104.42,6.87,18.6,-14.45,232.0,66167,13297,2509,8558.0,51065.0,70767,12.0,19890502.0,충청남도 공주시 유구읍 유구마곡사로 136-23,2563,True
021820,세원정공,15운송장비·부품,KOSPI,장제상,10070,1.61,0.16,2.17,6.32,5.42,-9.18,9.04,1553.07,-33.71,-19.95,-7.02,2.0,961,1195,123,4646.0,63677.0,10000,6.0,19890729.0,대구광역시 달서구 달서대로 554,334,True
022100,포스코DX,26일반서비스,KOSPI,심민석,19210,-4.67,5.12,56.01,6.32,-27.34,-44.61,45.07,243.58,-44.8,-51.49,-25.54,196.6,26758,2415,37,343.0,3752.0,152034,12.0,19891118.0,경상북도 포항시 남구 호동로 68,58,True
023000,삼원강재,15운송장비·부품,KOSPI,"남상문, 박민희(각자대표)",2185,-0.68,0.0,0.0,0.0,4.58,-15.97,18.9,419.65,-8.77,-8.77,-14.65,0.8,868,0,0,0.0,0.0,39739,12.0,19920721.0,경상북도 포항시 남구  대송면 철강산단로66번길 40,0,True
023150,MH에탄올,05음식료·담배,KOSPI,"최동호, 김일환",4045,-3.23,0.43,-12.52,-4.84,-2.98,-17.13,71.64,47.83,-14.66,-11.58,-26.72,0.9,301,210,5,-323.0,9350.0,7378,12.0,19780704.0,경상남도 창원시 마산회원구 내서읍 광려천남로 25,21,True
023350,한국종합기술,26일반서비스,KOSPI,김한영,4100,0.0,0.25,5.26,0.0,3.68,574.27,147.88,89.0,-22.35,-11.45,-20.23,2.9,452,987,40,780.0,16398.0,10950,12.0,19630309.0,경기도 하남시 덕풍동로 111-21 (덕풍동),54,True
023450,동남합성,08화학,KOSPI,"김정돈, 박미령 (각자대표)",28700,0.7,0.0,0.0,0.0,4.22,4.82,74.47,163.82,-5.9,-10.31,-11.28,0.6,997,0,0,0.0,0.0,3500,12.0,19651001.0,충청남도 공주시 탄천면 탄천산업단지길 80-61 -,0,True
023530,롯데쇼핑,16유통,KOSPI,"신동빈, 정현석, 차우철, 임재철",125900,-1.79,0.23,69.1,1.07,-2.68,7.98,112.72,37.88,-5.34,59.57,74.14,275.9,36888,35816,2529,1822.0,537131.0,28288,12.0,19700702.0,서울특별시 중구  남대문로 81 (소공동),1801,True
023590,다우기술,29IT 서비스,KOSPI,김윤덕,39050,0.64,0.49,3.47,18.73,12.62,-6.84,68.64,113.57,-18.9,-6.47,8.32,26.3,15626,94826,6413,11260.0,79869.0,43287,12.0,19860109.0,경기도 성남시 수정구 금토로 69 4층,6830,True
023800,인지컨트롤스,15운송장비·부품,KOSPI,"정혜승, 강혁진(각자대표이사)",5480,0.18,0.37,5.39,4.31,2.68,216.21,108.47,79.3,-28.27,-23.99,-9.27,5.3,815,1785,98,1017.0,14627.0,15809,12.0,19780131.0,"경기도 시흥시  군자천로 171 (정왕동, 시화공단2다504)",87,True
023810,인팩,15운송장비·부품,KOSPI,"최웅선,최장돈",4825,0.0,0.36,4.03,6.49,-2.06,112.55,118.19,81.99,-43.43,-51.51,-22.05,3.0,475,1581,20,1196.0,13223.0,10000,12.0,19690625.0,서울특별시 송파구 백제고분로 450 -,18,True
023960,에쓰씨엔지니어링,18건설,KOSPI,송한규,1000,0.2,0.81,-7.69,-14.34,-6.22,-365.12,169.0,97.74,-28.52,-30.84,-21.88,2.0,378,193,-18,-130.0,1242.0,38035,12.0,19710114.0,"서울특별시 강서구 공항대로 396 7,8층",-31,False
024070,WISCOM,08화학,KOSPI,"구조웅, 구영일",1978,-1.1,0.34,22.48,1.35,7.33,103.84,14.04,477.36,-15.29,5.61,-1.0,2.5,280,280,-12,88.0,5754.0,15326,12.0,19780509.0,경기도 안산시 단원구  강촌로 237,-6,False
024090,디씨엠,11금속,KOSPI,"정연택, 정동우(각자 대표)",10950,0.0,0.0,0.0,0.0,-5.75,-43.65,12.67,452.74,-13.03,-9.95,-19.43,0.8,1230,0,0,0.0,0.0,11400,12.0,19870302.0,경상남도 양산시  웅상농공단지길 55,0,True
024110,기업은행,21금융,KOSPI,장민영,21350,1.43,0.47,6.28,7.49,,,1266.29,,-4.47,1.43,7.56,292.1,163871,100892,9325,3400.0,45716.0,797425,12.0,19610725.0,서울특별시 중구 을지로 79 중소기업은행본점,9735,
024720,콜마홀딩스,21금융,KOSPI,윤상현,8660,-0.92,0.48,12.68,8.27,2.56,-47.91,40.77,35.85,-13.23,-11.63,-39.1,5.7,2894,1519,92,683.0,17926.0,34296,12.0,19900515.0,세종특별자치시  전의면 덕고개길 12-11,523,True
024890,대원화성,08화학,KOSPI,강동엽,2920,-3.31,0.53,6.87,9.14,-17.62,180.78,186.12,51.9,-35.54,-33.49,-35.54,2.9,247,350,5,425.0,5461.0,8249,12.0,19740523.0,서울특별시 강남구 테헤란로2길 8 4층 13호,1,False
024900,디와이덕양,15운송장비·부품,KOSPI,"윤성희, 배운교",1817,-1.84,0.49,47.82,1.5,-8.27,-44.98,422.51,85.04,-22.18,-19.78,-29.02,3.0,606,4281,26,38.0,3682.0,32564,12.0,19770711.0,울산광역시 북구  효암로 366,53,True
025000,KPX케미칼,08화학,KOSPI,"양준영, 박승구, 이찬수(각자대표이사)",49550,-1.1,0.31,4.7,8.58,-5.34,-33.34,29.61,200.81,-4.89,5.76,-0.7,2.4,2160,1977,54,10548.0,158214.0,4378,12.0,19740701.0,서울특별시 마포구  마포대로 137  KPX빌딩,140,True
025530,SJM홀딩스,16유통,KOSPI,"김용호, 김휘중(각자대표이사)",3530,-0.7,0.28,6.26,5.6,-24.7,-24.58,8.55,70.32,-6.98,-5.61,-6.49,0.7,523,543,32,564.0,12785.0,14934,12.0,19750331.0,경기도 안산시 단원구 별망로459번길 20,104,True
025540,한국단자,13전기·전자,KOSPI,"이창원,이원준",63100,-2.77,0.55,6.08,10.06,-4.38,-25.73,33.09,281.69,-26.11,-16.2,-2.32,17.6,6220,3374,258,10383.0,114828.0,10115,12.0,19730420.0,인천광역시 연수구 갯벌로 38,457,True
025560,미래산업,14의료·정밀기기,KOSPI,이창재,41750,0.0,1.52,17.46,13.52,79.1,-26.21,24.37,257.06,150.45,226.17,316.25,88.4,2125,207,49,2391.0,27450.0,5090,12.0,19901226.0,충청남도 천안시 서북구 백석공단7로 65 (백석동),59,False
025620,차AI헬스케어,08화학,KOSPI,윤경욱,4320,-2.81,1.04,23.87,-1.86,-56.28,-45.0,40.79,160.65,-52.05,-59.7,-40.82,4.2,793,19,-24,181.0,4147.0,18203,12.0,19720630.0,서울특별시 강남구 선릉로146길 47 지하1층 - 4층,-46,False
025750,한솔홈데코,07종이·목재,KOSPI,김경록,1905,-1.24,0.31,-1.37,-17.35,-14.83,-72.68,105.48,167.58,-29.31,-37.44,-48.16,1.0,298,691,27,-1387.0,6182.0,16113,12.0,19911227.0,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩,46,True
025820,이구산업,11금속,KOSPI,"안월환, 김영길(각자 대표이사)",4015,0.12,0.98,10.65,9.61,7.51,-3.01,158.83,125.23,-25.51,-28.56,-23.52,51.0,1259,4723,252,377.0,4080.0,33442,12.0,19710116.0,경기도 평택시 포승읍 포승공단로 42 이구산업(주),160,True
025860,남해화학,08화학,KOSPI,김창수,5920,-1.5,0.52,10.09,2.36,5.16,5.48,39.75,226.88,-34.8,-12.56,-18.34,94.9,2861,4930,-1,587.0,11459.0,49678,12.0,19740508.0,서울특별시 강남구 테헤란로113길 15 (삼성동),-30,True
025890,한국주강,12기계·장비,KOSPI,하만규,2240,-0.44,0.72,33.43,2.27,-15.67,-116.44,15.1,222.82,7.69,23.96,18.39,0.7,247,473,11,67.0,3100.0,11144,12.0,19870826.0,경상남도 함안군 법수면 장백로 585 -,8,
026890,스틱인베스트먼트,21금융,KOSPI,"곽동걸, 강신우",7810,1.69,1.11,21.63,9.39,14.33,,21.42,371.95,-19.9,-29.32,-22.44,8.0,3167,168,46,361.0,7052.0,38770,12.0,19820624.0,서울특별시 강남구 테헤란로78길 12 MSA빌딩,45,
026940,부국철강,11금속,KOSPI,남상규/손일호,1955,-3.46,0.0,0.0,0.0,-1.05,174.36,15.72,513.74,-26.23,-4.4,-18.03,75.3,395,0,0,0.0,0.0,20000,12.0,19760823.0,광주광역시 광산구 하남산단9번로 90 (안청동),0,True
026960,동서,16유통,KOSPI,"윤세철, 김종희 (공동대표이사)",26100,0.97,1.5,17.96,8.66,10.31,3.9,3.11,2031.69,-1.69,-0.38,-15.53,24.9,24675,1353,104,1453.0,17452.0,99700,12.0,19750516.0,서울특별시 마포구 독막로 324 동서빌딩,476,True
027410,BGF,21금융,KOSPI,홍정국,3990,0.13,0.21,6.46,3.63,-11.87,-15.37,3.53,3643.71,-20.68,0.76,-2.44,8.6,3704,1049,85,618.0,18674.0,95716,12.0,19941201.0,서울특별시 강남구 테헤란로 405,108,True
027740,마니커,05음식료·담배,KOSPI,"안정원,엄영철(각자 대표이사)",982,-0.2,0.74,-982.0,0.5,10.85,127.88,253.91,64.18,-40.19,-34.97,-46.04,5.5,315,997,-31,-1.0,1328.0,31755,12.0,19850927.0,경기도 용인시 기흥구 구성로 278 -,-37,False
027970,한국제지,07종이·목재,KOSPI,강준석,536,3.08,0.25,-3.05,-20.95,-4.85,-84.34,63.69,144.44,-31.89,-32.15,-36.11,1.1,994,1990,46,-176.0,2136.0,190150,12.0,19840716.0,울산광역시 울주군 온산읍 원산로 40 한국제지 온산공장,-467,True
028050,삼성E&A,26일반서비스,KOSPI,남궁홍,47600,2.04,1.97,15.11,13.69,-30.17,-63.62,126.98,134.46,-9.33,76.3,96.29,1265.2,80948,22674,1882,3150.0,24187.0,196000,12.0,19781019.0,서울특별시 강동구 상일동 500 삼성 GEC,2088,True
028100,동아지질,18건설,KOSPI,"최정욱, 정경수",16210,2.86,0.87,11.6,8.86,18.86,87.81,99.18,150.35,-9.69,-5.15,-1.76,6.7,1916,1238,51,1398.0,18566.0,13389,12.0,19731130.0,부산광역시 금정구  금샘로 347 동아지질,58,True
028260,삼성물산,16유통,KOSPI,"오세철, 이재언, 송규종",342000,-5.0,1.12,24.14,5.41,-7.39,-42.11,45.24,127.83,9.79,11.95,102.85,3010.7,557045,104658,7204,14165.0,305019.0,162167,12.0,19631223.0,서울특별시 강동구 상일로6길 26 -,13450,True
02826K,삼성물산우B,16유통,KOSPI,,205000,-3.07,0.0,0.0,0.0,,,,,2.24,7.78,69.42,35.5,2894,0,0,0.0,0.0,1467,12.0,,,0,
028670,팬오션,19운송·창고,KOSPI,"김홍국, 안중호(각자 대표이사)",5280,-0.38,0.49,9.36,5.54,1.85,4.1,89.98,121.51,-6.22,19.05,22.93,149.8,26781,15089,1409,564.0,10707.0,534569,12.0,19660528.0,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),979,True
029460,케이씨,14의료·정밀기기,KOSPI,"고상걸, 권홍빈(각자대표이사)",27700,-3.48,0.36,8.38,5.13,-0.73,-12.91,8.07,1121.98,-30.23,-5.14,22.03,12.7,3140,2125,140,3305.0,77202.0,11020,12.0,19870216.0,경기도 안성시 미양면 제2공단3길 30 -,298,True
029530,신도리코,13전기·전자,KOSPI,서동규,40750,-1.69,0.33,20.47,2.46,-7.12,-50.37,6.74,724.19,-20.41,-13.11,-20.72,4.9,3998,852,29,1991.0,124856.0,9715,12.0,19600707.0,서울특별시 성동구  성수이로24길 3 (주)신도리코,260,True
029780,삼성카드,21금융,KOSPI,김이태,48800,1.35,0.59,8.75,7.21,,,255.61,,-9.29,-11.59,-7.22,78.8,54859,12858,2100,5575.0,83059.0,115858,12.0,19830324.0,서울특별시 중구  세종대로 67,2121,
030000,제일기획,26일반서비스,KOSPI,김종현,19110,1.7,1.23,10.59,14.28,2.0,0.91,133.57,125.29,-3.24,-9.0,-9.65,94.6,21317,10176,365,1804.0,15525.0,115041,12.0,19730117.0,서울특별시 용산구  이태원로 222 제일기획,409,True
030190,NICE평가정보,29IT 서비스,KOSPI,김종윤,14660,0.89,1.85,11.29,19.33,7.53,11.23,28.54,165.39,-8.89,-14.97,-12.11,14.2,8518,1560,294,1299.0,7931.0,58911,12.0,19850228.0,서울특별시 영등포구 은행로 17,315,True
030200,KT,20통신,KOSPI,박윤영,54100,2.66,0.74,7.88,8.87,4.01,276.63,94.91,105.1,-12.32,-0.18,-3.22,244.1,132815,67784,4827,6869.0,73231.0,252021,12.0,19811210.0,경기도 성남시 분당구 불정로 90 KT 본사,5125,True
030210,다올투자증권,24증권,KOSPI,"이병철, 황준호 (각자 대표이사)",3420,-0.87,0.35,5.9,7.02,25.1,,688.04,,-20.0,-7.32,-1.01,6.5,2034,7691,92,580.0,9654.0,60911,12.0,19810501.0,서울특별시 영등포구 여의나루로 60 여의도포스트타워,207,
030610,교보증권,24증권,KOSPI,"박봉권, 이석기 (각자대표)",9700,-0.61,0.52,7.74,7.61,40.9,,775.74,,-30.57,-14.69,6.59,15.3,10803,23957,959,1254.0,18773.0,113962,12.0,19491122.0,서울특별시 영등포구 의사당대로 97 교보증권빌딩,929,
030720,동원수산,,KOSPI,"WANG KI YONG JR, 왕인상",5680,-1.56,0.47,3.41,16.39,-4.45,451.99,116.19,133.63,-11.66,-3.57,-6.58,4.4,266,398,36,1664.0,12115.0,4653,12.0,19700505.0,서울특별시 마포구 독막로8길 38 동하빌딩 4층,39,False
031210,서울보증보험,25보험,KOSPI,이명순,42800,1.06,0.58,11.13,6.12,,,81.17,,-14.57,-14.06,3.76,23.4,29185,8343,935,3844.0,74331.0,69821,12.0,19690219.0,서울특별시 종로구 김상옥로 29,855,
031430,신세계인터내셔날,16유통,KOSPI,"김덕주, 서민성, 이승민 (각자 대표이사)",11110,-2.37,0.46,91.82,1.67,2.68,138.5,74.52,152.62,-24.88,-2.54,-7.57,20.0,3960,2956,148,121.0,24118.0,34986,12.0,19801025.0,서울특별시 강남구 도산대로 449 -,146,True
031440,신세계푸드,26일반서비스,KOSPI,임형섭,38150,0.0,0.39,1.91,23.22,-2.41,182.6,126.33,125.53,-25.92,-19.68,-2.43,4.6,1477,3094,34,19939.0,98997.0,3872,12.0,19791011.0,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",28,True
031820,아이티센씨티에스,29IT 서비스,KOSPI,한상욱,5510,-3.33,0.29,1.26,36.03,-10.15,-68.07,68.71,152.38,-26.83,-7.24,-15.36,7.2,611,2488,35,4364.0,18921.0,12105,12.0,19830818.0,"경기도 과천시 과천대로12길 117 제이동 801호,802호,901호(갈현동,과천펜타원)",395,True
032350,롯데관광개발,26일반서비스,KOSPI,"김기병, 백현, 김한준",11620,0.61,2.48,32.64,13.41,9.39,26.57,11641.63,56.48,-44.67,-49.15,-31.89,98.2,8809,1562,288,356.0,4677.0,79725,12.0,19710524.0,제주특별자치도 제주시 노연로 12 (노형동),-62,False
032560,황금에스티,11금속,KOSPI,김종현,5300,-0.38,0.23,5.0,5.42,8.93,41.96,20.53,319.09,-14.65,-8.62,-11.67,2.3,882,877,88,1060.0,22693.0,17000,12.0,19860825.0,경기도 안산시 단원구 엠티브이1로 25 (주)황금에스티,115,True
032640,LG유플러스,20통신,KOSPI,홍범식,14740,-0.34,0.71,12.2,6.15,5.25,3.39,109.46,114.26,-11.2,-3.91,0.48,199.6,61117,38037,2723,1208.0,20826.0,424427,12.0,19960711.0,서울특별시 용산구 한강대로 32 (한강로3가) LG유플러스 용산사옥,2225,True
032830,삼성생명,25보험,KOSPI,홍원학,318000,-3.49,0.91,27.62,5.44,,,449.39,,30.06,71.8,147.47,1825.5,632000,147194,13578,11514.0,349293.0,200000,12.0,19570404.0,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,15294,
033240,자화전자,13전기·전자,KOSPI,"김상면, 김찬용(각자대표)",24150,-6.03,1.11,11.23,17.26,21.73,34.78,54.62,129.72,-48.73,5.92,35.83,77.7,5163,2607,246,2150.0,21665.0,21605,12.0,19870201.0,충청북도 청원군  북이면 충청대로 1217,382,False
033250,체시스,15운송장비·부품,KOSPI,"이명곤, 김성광(각자대표이사)",3755,-3.59,0.53,3.81,13.75,-3.45,108.56,69.06,71.82,-24.82,-26.52,-33.07,2.6,239,246,14,985.0,7090.0,6400,12.0,19890803.0,경상북도 경산시 진량읍 일연로 528,22,True
033270,유나이티드제약,09제약,KOSPI,강덕영,17490,0.46,0.66,8.79,8.27,0.02,-11.9,14.27,562.66,-14.47,-7.02,-18.65,5.4,2706,2887,563,1989.0,26532.0,15910,12.0,19871203.0,세종특별자치시 전동면 노장리 404-10,461,True
033530,SJG세종,15운송장비·부품,KOSPI,"이동원, 옥현근 (각자 대표이사)",6210,-2.2,0.32,2.51,16.26,-10.26,-3.0,77.07,129.06,-21.89,-42.34,37.24,14.1,1672,4848,362,2471.0,19312.0,27820,12.0,19760610.0,울산광역시 북구 공단길 4 (효문동),477,True
033780,KT&G,05음식료·담배,KOSPI,방경만,182600,1.67,2.04,20.35,13.25,11.9,1.94,50.55,153.72,3.63,26.02,37.81,547.7,184990,17036,3645,8973.0,89409.0,103810,12.0,19870401.0,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,5083,True
033920,무학,05음식료·담배,KOSPI,"최낙준, 최재호(각자 대표이사)",7440,0.4,0.33,4.21,4.67,-5.54,-41.72,17.32,413.34,-17.06,-16.22,-6.18,4.7,2071,357,7,1766.0,22743.0,28500,12.0,19730919.0,경상남도 창원시 마산회원구  봉암공단2길 6,-145,True
034020,두산에너빌리티,12기계·장비,KOSPI,"박지원, 정연인, 박상현",72100,-1.5,5.93,546.21,1.98,12.61,26.07,139.77,76.8,-43.27,-22.72,9.41,3232.6,427894,42611,2335,132.0,12156.0,640561,12.0,19620920.0,경상남도 창원시 성산구  두산볼보로 22 두산중공업 주식회사,1195,True
034120,SBS,30오락·문화,KOSPI,방문신,11480,-0.69,0.16,26.51,0.11,-11.94,150.76,47.29,261.05,-25.7,-38.84,-46.6,2.7,2116,1904,-176,433.0,69877.0,18551,12.0,19901114.0,서울특별시 양천구  목동서로 161,-159,False
034220,LG디스플레이,13전기·전자,KOSPI,정철동,9800,-6.49,0.74,21.63,-1.28,-4.22,65.34,557.82,35.58,-23.26,-21.79,-2.49,1502.6,48750,55340,1467,453.0,13208.0,500000,12.0,19850228.0,서울특별시 영등포구 여의대로 128 LG트윈타워 (동관 12층),-5222,False
034230,파라다이스,30오락·문화,KOSPI,"최종환, 임준신 (각자대표)",10030,-1.47,0.51,9.78,4.71,4.17,-14.81,64.6,82.68,-36.76,-41.48,-45.7,102.5,8957,2940,373,1026.0,19694.0,92629,12.0,19720427.0,서울특별시 중구 퇴계로 299,249,True
034310,NICE,26일반서비스,KOSPI,조대민,12680,0.08,0.58,12.49,5.87,-9.3,-16.28,84.93,18.46,-7.78,-4.95,-9.69,6.6,4649,7888,424,1015.0,21761.0,36757,12.0,19860911.0,서울특별시 영등포구 은행로 17 (여의도동) NICE 그룹 1사옥,442,True
034590,인천도시가스,17전기·가스,KOSPI,정진서,26300,-0.57,0.5,5.97,8.85,2.05,-1.41,88.36,195.88,-2.05,2.53,-0.19,0.6,1148,9436,194,4405.0,52514.0,4374,12.0,19830307.0,인천광역시 서해구 백범로934번길 23 -,244,True
034730,SK,21금융,KOSPI,"최태원, 장용호",630000,-3.82,1.38,28.82,9.29,-2.55,-18.55,69.54,65.6,58.09,112.48,199.29,1865.0,432116,367513,35942,21863.0,457231.0,72502,12.0,19910413.0,서울특별시 종로구 종로 26 SK주식회사,116472,True
03473K,SK우,21금융,KOSPI,,356000,-1.66,0.0,0.0,0.0,,,,,26.69,64.06,111.9,19.9,1885,0,0,0.0,0.0,566,12.0,,,0,
034830,한국토지신탁,21금융,KOSPI,"최윤성, 김성진(각자 대표이사)",1133,0.44,0.24,13.65,2.25,-12.25,,93.87,,-28.61,-6.6,-7.81,7.9,2754,437,5,83.0,4754.0,252489,12.0,19960404.0,서울특별시 강남구 테헤란로 137 코레이트타워,141,
035000,HS애드,26일반서비스,KOSPI,박애리,5940,0.51,0.45,5.65,7.91,-8.34,32.8,138.41,149.1,-31.57,-28.52,-24.81,5.2,940,721,-121,1051.0,13081.0,16207,12.0,19840530.0,서울특별시 마포구  마포대로 155 LG마포B/D15F,-123,True
