종목코드,종목명,재무제표종류,유동자산_2025,유동자산_2024,유동자산_2023,유동부채_2025,유동부채_2024,유동부채_2023,부채총계_2025,부채총계_2024,부채총계_2023,자본총계_2025,자본총계_2024,자본총계_2023,매출액_2025,매출액_2024,매출액_2023,영업이익_2025,영업이익_2024,영업이익_2023,당기순이익_2025,당기순이익_2024,당기순이익_2023,ROE_2025,부채비율_2025,유동비율_2025,ROE_2024,부채비율_2024,유동비율_2024,ROE_2023,부채비율_2023,유동비율_2023,매출액성장률_2025,영업이익성장률_2025,매출액성장률_2024,영업이익성장률_2024,유동자산_2022,유동자산_2021,유동부채_2022,유동부채_2021,부채총계_2022,부채총계_2021,자본총계_2022,자본총계_2021,매출액_2022,매출액_2021,영업이익_2022,영업이익_2021,당기순이익_2022,당기순이익_2021,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
053350,이니텍,CFS,135418449508.0,107371056440.0,106898048440.0,6657979753.0,6903047083.0,6710907187.0,9206663666.0,7322345359.0,7263068785.0,138010252152.0,111099610408.0,112284330928.0,32805743548.0,38881694487.0,45650974077.0,-2393409573.0,230825748.0,-3543879108.0,2831771821.0,2339841500.0,-302406969.0,2.05,6.67,2033.93,2.11,6.59,1555.42,-0.27,6.47,1592.9,-15.63,-1136.89,-14.83,106.51,112486449089.0,128087252899.0,6666819330.0,17410420094.0,6261061224.0,18495356392.0,116716281694.0,120405329087.0,53834114790.0,50255619333.0,-2504137009.0,-271244500.0,201011359.0,5304427064.0,0.17,5.36,1687.26,4.41,15.36,735.69,-15.2,-41.52,7.12,-823.2
053450,세코닉스,CFS,172714765632.0,147983773125.0,144991026989.0,101641576624.0,95865590486.0,142465268570.0,163139713808.0,145355651539.0,162210920578.0,141745386933.0,137353782046.0,123265087134.0,434869078123.0,462708965937.0,502361137353.0,3006279897.0,14423020838.0,16166026744.0,4982219601.0,9978400264.0,11379208943.0,3.51,115.09,169.93,7.26,105.83,154.37,9.23,131.6,101.77,-6.02,-79.16,-7.89,-10.78,145234062850.0,149347797778.0,153279384093.0,165379613879.0,191944421581.0,213015382995.0,110402055165.0,99027477014.0,479616173505.0,442672147913.0,6155839009.0,10821080114.0,-2164115453.0,4133276906.0,-1.96,173.86,94.75,4.17,215.11,90.31,4.74,162.61,8.35,-43.11
053580,웹케시,CFS,33860356717.0,26618798801.0,36046723329.0,12293890698.0,15534608655.0,12008719865.0,20229235584.0,23554416041.0,18425499797.0,111220602941.0,102328906099.0,103320930843.0,74362089745.0,73613340823.0,73580456491.0,13473558612.0,13759558023.0,13716962105.0,12460935288.0,7185583126.0,5607155360.0,11.2,18.19,275.42,7.02,23.02,171.35,5.43,17.83,300.17,1.02,-2.08,0.04,0.31,33848580481.0,47756607019.0,18834951192.0,26415078129.0,25884963066.0,36865472719.0,103028046258.0,99229425259.0,87866522470.0,81898870314.0,20598237408.0,18675448229.0,11534003590.0,14865034902.0,11.2,25.12,179.71,14.98,37.15,180.79,-16.26,-33.41,7.29,10.3
053610,프로텍,CFS,283405484723.0,245158562306.0,228087557047.0,61457580058.0,45909524822.0,41060912339.0,88723394171.0,53957967475.0,47924003839.0,354099701627.0,322807636128.0,314401685932.0,230542705719.0,170289499168.0,156071199156.0,46306851990.0,13443340756.0,17432961864.0,35376620336.0,12748104615.0,17091144488.0,9.99,25.06,461.14,3.95,16.72,534.0,5.44,15.24,555.49,35.38,244.46,9.11,-22.89,214362534288.0,176526036580.0,40355832072.0,33107776478.0,42957403204.0,34564151711.0,303200976749.0,251065003737.0,198772415105.0,173996810089.0,60067389685.0,50332600007.0,42288774910.0,47074768147.0,13.95,14.17,531.18,18.75,13.77,533.19,-21.48,-70.98,14.24,19.34
053620,태양,CFS,120574605832.0,114119136526.0,101196102863.0,21127338712.0,30585964231.0,28267693984.0,27986996452.0,36291093347.0,34844682126.0,194225613837.0,184080999897.0,178639851898.0,140352455497.0,152238218507.0,157015527356.0,2393104820.0,2166789978.0,6539290228.0,11852137502.0,8262165663.0,7311246954.0,6.1,14.41,570.7,4.49,19.71,373.11,4.09,19.51,357.99,-7.81,10.44,-3.04,-66.87,93487570340.0,91527900544.0,30208065852.0,34427285502.0,37542114356.0,43022665015.0,173641263979.0,168443730124.0,174237674427.0,150034798924.0,7433521597.0,2524636728.0,6584321728.0,4805710297.0,3.79,21.62,309.48,2.85,25.54,265.86,-9.88,-12.03,16.13,194.44
053690,한미글로벌,CFS,222426001026.0,262561392432.0,219266361301.0,94918846322.0,211298830283.0,108140102142.0,200796376437.0,243265452886.0,196050464261.0,245837091085.0,227618501981.0,202820591121.0,448833661148.0,424771849486.0,412914975164.0,30613575138.0,33916675016.0,29630959031.0,19601449926.0,22876486142.0,16670160431.0,7.97,81.68,234.33,10.05,106.87,124.26,8.22,96.66,202.76,5.66,-9.74,2.87,14.46,200297138533.0,137523406868.0,133279908060.0,101584298554.0,178412243082.0,141130569432.0,194647416439.0,144123771823.0,374414323849.0,270091694797.0,30651133401.0,19637903345.0,26923928291.0,16010649906.0,13.83,91.66,150.28,11.11,97.92,135.38,10.28,-3.33,38.62,56.08
053700,삼보모터스,CFS,660766650041.0,565512668560.0,504005206269.0,736501977540.0,666899517247.0,535881210750.0,918498055805.0,827595481304.0,718621177575.0,419356617050.0,381447737508.0,318844674836.0,1684582152379.0,1570625502210.0,1440557265080.0,61729555951.0,54271873657.0,51648116490.0,20266061263.0,43826664737.0,29804014257.0,4.83,219.03,89.72,11.49,216.96,84.8,9.35,225.38,94.05,7.26,13.74,9.03,5.08,428149697548.0,404097530201.0,522065826776.0,437216948329.0,600725465231.0,554635472429.0,263794203632.0,235065946610.0,1199512963508.0,1029815041427.0,24045241099.0,16607755088.0,21354908783.0,12151046457.0,8.1,227.73,82.01,5.17,235.95,92.42,20.1,114.8,16.48,44.78
053800,안랩,CFS,330089208302.0,220101602381.0,198493975471.0,93265921957.0,86491356483.0,82386040201.0,111306586418.0,95894548248.0,90668208851.0,376267704694.0,368769582836.0,284716086934.0,267656916942.0,260569413451.0,239201057076.0,33276653034.0,27682476881.0,26422531585.0,51495359406.0,32395312129.0,34702787067.0,13.69,29.58,353.92,8.78,26.0,254.48,12.19,31.85,240.93,2.72,20.21,8.93,4.77,243723256373.0,226944722266.0,75121156415.0,76382580791.0,85667243409.0,83518898391.0,259345208908.0,254689438434.0,227975280500.0,207272160249.0,26987237453.0,22930036754.0,14174781497.0,42037337329.0,5.47,33.03,324.44,16.51,32.79,297.12,4.92,-2.09,9.99,17.69
053950,경남제약,CFS,79454666282.0,77824770835.0,71197684940.0,46235923932.0,46279000276.0,66932701211.0,47330631548.0,51360765294.0,76776858469.0,108299757887.0,115223111871.0,89832324827.0,55944199110.0,60792073200.0,59303484058.0,-1731949461.0,-942820720.0,-3586713557.0,-9006666812.0,8642493242.0,-22227795040.0,-8.32,43.7,171.85,7.5,44.58,168.16,-24.74,85.47,106.37,-7.97,-83.7,2.51,73.71,77328948756.0,54920272566.0,43886547898.0,25411118355.0,44497957960.0,52777595457.0,93770775129.0,72528940396.0,59000422763.0,64623469015.0,-3391107888.0,-7725189635.0,-7828206407.0,-3413095694.0,-8.35,47.45,176.2,-4.71,72.77,216.13,16.01,-98.9,-8.7,56.1
053980,오상자이엘,CFS,66939190868.0,71404806487.0,59014846409.0,35211332398.0,29839757902.0,34723109962.0,37919176325.0,32184715064.0,37542175295.0,109086671345.0,104064859018.0,95845375038.0,136351809586.0,116919394819.0,103285811808.0,11001351015.0,7970359555.0,6343563755.0,10369359295.0,6356780945.0,23869358371.0,9.51,34.76,190.11,6.11,30.93,239.29,24.9,39.17,169.96,16.62,38.03,13.2,25.64,48831833430.0,46365613395.0,27521602258.0,30287033753.0,27719421286.0,30314916290.0,71965631492.0,64509183614.0,95845829750.0,90479359542.0,3670865696.0,5439420356.0,8438510335.0,4572448123.0,11.73,38.52,177.43,7.09,46.99,153.09,7.76,72.81,5.93,-32.51
054040,한국컴퓨터,CFS,106060137665.0,113399919566.0,106554703127.0,80329157241.0,29691404621.0,29849866146.0,132581967749.0,31692086340.0,31439032151.0,164487981737.0,150727500186.0,142254353178.0,417773004030.0,421024908274.0,371742901465.0,22860563344.0,12158093987.0,23801779319.0,20548001570.0,13592680354.0,21694707920.0,12.49,80.6,132.03,9.02,21.03,381.93,15.25,22.1,356.97,-0.77,88.03,13.26,-48.92,91567093358.0,85296298108.0,28190338804.0,27272699960.0,29560043020.0,28681136453.0,126879882538.0,115205541973.0,423660370243.0,194528869906.0,18824801736.0,13767292472.0,16767790628.0,15185069257.0,13.22,23.3,324.82,13.18,24.9,312.75,-12.25,26.44,117.79,36.74
054050,NH농우바이오,CFS,226468657980.0,214386837403.0,201719594082.0,67731633064.0,55741935916.0,61794505889.0,74511601720.0,71743947078.0,65817257974.0,278413024734.0,271565404591.0,257991299621.0,158789058609.0,144680224580.0,135843611785.0,13641451850.0,11103130280.0,8944808701.0,12283185067.0,10908921044.0,10321401300.0,4.41,26.76,334.36,4.02,26.42,384.61,4.0,25.51,326.44,9.75,22.86,6.5,24.13,201066327633.0,179397638388.0,72910220292.0,61468663962.0,,,,,133399761839.0,132842717112.0,11130852379.0,6823572896.0,9821132155.0,6953223342.0,,,275.77,,,291.85,1.83,-19.64,0.42,63.12
054090,삼진엘앤디,CFS,64171635394.0,83502102759.0,99893552139.0,75162362229.0,90630637879.0,93832014156.0,82262024129.0,99996839683.0,110423934149.0,37855420555.0,47280425046.0,70983045811.0,136342510480.0,148006060698.0,189023403147.0,-1973808837.0,-3742841087.0,-12927586523.0,-10554485745.0,-21700083425.0,-22942983065.0,-27.88,217.31,85.38,-45.9,211.5,92.13,-32.32,155.56,106.46,-7.88,47.26,-21.7,71.05,122004836036.0,118863253972.0,91563951788.0,84366665733.0,110665430532.0,101945231350.0,92940649319.0,95227508696.0,256482274502.0,,-1520787922.0,,-1612685986.0,,-1.74,119.07,133.25,,107.05,140.89,-17.06,-849.94,,
054180,메디콕스,CFS,7493696892.0,13255667979.0,30036830360.0,15978570923.0,23801495277.0,30638940785.0,21145884700.0,28973776103.0,34455094631.0,47108747591.0,52445389249.0,63304443950.0,28160961888.0,30611173608.0,26875194687.0,-5746736518.0,-10045784844.0,-10658205039.0,-11895346336.0,-21434919775.0,-34426666729.0,-25.25,44.89,46.9,-40.87,55.25,55.69,-54.38,54.43,98.03,-8.0,42.79,13.9,5.75,43389201271.0,26272504814.0,44154044309.0,33417434238.0,47194368974.0,36278583912.0,63239760094.0,66200665748.0,20295920949.0,17449008689.0,-11520600908.0,-9346566522.0,-42618622800.0,-23937681036.0,-67.39,74.63,98.27,-36.16,54.8,78.62,32.42,7.49,16.32,-23.26
054210,이랜텍,CFS,289132466021.0,239928216156.0,248166128411.0,332999114363.0,266639264683.0,249683079905.0,366845145325.0,293597492872.0,287344238448.0,309313145166.0,285964663799.0,273780996901.0,753160333079.0,556013945520.0,751165179019.0,43166434159.0,16100992106.0,30443364028.0,26654315861.0,354711509.0,16695940666.0,8.62,118.6,86.83,0.12,102.67,89.98,6.1,104.95,99.39,35.46,168.1,-25.98,-47.11,335326099444.0,322980363807.0,306366715525.0,289121332853.0,346996119813.0,313692740637.0,260052397313.0,215591409887.0,997936950212.0,761905991604.0,79787499608.0,35487502869.0,54713638358.0,33929176692.0,21.04,133.43,109.45,15.74,145.5,111.71,-24.73,-61.84,30.98,124.83
054220,비츠로시스,CFS,29771266317.0,23055659124.0,13920361965.0,30965359299.0,29233172600.0,22449851406.0,34586721001.0,33741859013.0,23387746496.0,19142149231.0,17578682254.0,17322488778.0,44811475268.0,25652898941.0,19552896164.0,57731185.0,-6143381048.0,-7056918833.0,1520972564.0,-10292890167.0,-6342052544.0,7.95,180.68,96.14,-58.55,191.95,78.87,-36.61,135.01,62.01,74.68,100.94,31.2,12.95,22364357383.0,15751692382.0,16215356253.0,7088468759.0,16353501999.0,7368100124.0,11847855123.0,14076735952.0,8988875448.0,16797820397.0,-2359243704.0,356557803.0,-2381209822.0,5322941726.0,-20.1,138.03,137.92,37.81,52.34,222.22,117.52,-199.12,-46.49,-761.67
054300,팬스타엔터프라이즈,CFS,56036708621.0,42016403501.0,34603400490.0,47928412346.0,30160001468.0,31492328691.0,60610781763.0,43308471970.0,43040623088.0,88338513386.0,56580631903.0,52635301329.0,67161013598.0,62890324809.0,69113153048.0,-2792354525.0,285290046.0,1627809942.0,-1574633226.0,3641343497.0,275201691.0,-1.78,68.61,116.92,6.44,76.54,139.31,0.52,81.77,109.88,6.79,-1078.78,-9.0,-82.47,35112344014.0,27777296650.0,31174920156.0,16945245129.0,44081574895.0,34920397125.0,47521189497.0,46280337637.0,66992658446.0,53330417417.0,1949019175.0,1050960045.0,536922363.0,2246714072.0,1.13,92.76,112.63,4.85,75.45,163.92,3.17,-16.48,25.62,85.45
054410,케이피티유,CFS,14655588916.0,14895255769.0,19845066476.0,31626382965.0,27655378104.0,37961504405.0,40972444980.0,39600197035.0,45041667624.0,54794777947.0,52747059315.0,47295906497.0,39929099198.0,33301535591.0,34871199766.0,1388163794.0,757222993.0,846737754.0,2209954098.0,3162005697.0,2859808434.0,4.03,74.77,46.34,5.99,75.08,53.86,6.05,95.23,52.28,19.9,83.32,-4.5,-10.57,21854998736.0,15668399908.0,35657256331.0,20690765839.0,42429593835.0,35827429439.0,40002981055.0,37839296076.0,36870058888.0,31487005476.0,1387679090.0,1159428077.0,2019877448.0,6067632132.0,5.05,106.07,61.29,16.04,94.68,75.73,-5.42,-38.98,17.1,19.69
054450,텔레칩스,CFS,136229346453.0,139782155852.0,162366894669.0,139782142410.0,112426732340.0,66418108694.0,224563422453.0,176140255487.0,128593931575.0,142975616881.0,201741800960.0,246197060651.0,192802105423.0,186615513099.0,191094718185.0,-6189468061.0,4874251656.0,16777001456.0,-61632672813.0,-38559807022.0,62638246233.0,-43.11,157.06,97.46,-19.11,87.31,124.33,25.44,52.23,244.46,3.32,-226.98,-2.34,-70.95,119729294352.0,89544157443.0,101987544373.0,41944684703.0,140502519150.0,100981979393.0,169669935915.0,106276727465.0,150404311782.0,136412498512.0,9180253639.0,8077364494.0,45897422695.0,7031402158.0,27.05,82.81,117.4,6.62,95.02,213.48,27.05,82.75,10.26,13.65
054540,삼영엠텍,CFS,261304086369.0,70562192575.0,67455225942.0,226467654002.0,41132791159.0,42256955559.0,301285812697.0,41663916063.0,43217179669.0,248730878123.0,74221637248.0,68364154816.0,118462119821.0,118020767105.0,95749467252.0,10218600402.0,10296876318.0,5993640463.0,8370558609.0,6041985878.0,6211629419.0,3.37,121.13,115.38,8.14,56.13,171.55,9.09,63.22,159.63,0.37,-0.76,23.26,71.8,61900876884.0,66115275943.0,36855524149.0,35307107991.0,37873184476.0,37348556277.0,63428434498.0,73033468515.0,90676947922.0,69812139404.0,-3181086714.0,821438396.0,-8723170466.0,-7734487117.0,-13.75,59.71,167.96,-10.59,51.14,187.26,5.59,288.41,29.89,-487.26
054620,APS,CFS,111637055384.0,99096320293.0,51228375558.0,122186911380.0,152901380289.0,92469779056.0,158666294535.0,187494650134.0,141705881287.0,218524484186.0,225714445727.0,224655106911.0,84866669022.0,93965013528.0,41047387923.0,-6849442482.0,-22637555084.0,-18603977383.0,-8682466159.0,-3446806024.0,14042768425.0,-3.97,72.61,91.37,-1.53,83.07,64.81,6.25,63.08,55.4,-9.68,69.74,128.92,-21.68,97455971979.0,100483770397.0,102125322783.0,68972709797.0,155030448682.0,149823302982.0,212607149715.0,187269274364.0,40821934034.0,39415521257.0,-15269627833.0,-3963571695.0,6392559695.0,23585855545.0,3.01,72.92,95.43,12.59,80.0,145.69,0.55,-21.84,3.57,-285.25
054670,대한뉴팜,CFS,113893219332.0,115354344259.0,98484803258.0,73370505028.0,71880926064.0,61757919131.0,131235213123.0,95846326423.0,67571299904.0,139948883795.0,125438916498.0,109355896475.0,202401496497.0,202186716840.0,204222610934.0,11724632183.0,18665072068.0,18809277041.0,15257576095.0,15467990700.0,12541893733.0,10.9,93.77,155.23,12.33,76.41,160.48,11.47,61.79,159.47,0.11,-37.18,-1.0,-0.77,102641392573.0,76033022769.0,58583501274.0,45048608600.0,66399748497.0,75177942162.0,102958904892.0,82465301820.0,197957348852.0,166586408636.0,27577625403.0,26707242974.0,24317205060.0,15693779753.0,23.62,64.49,175.21,19.03,91.16,168.78,3.16,-31.8,18.83,3.26
054780,키이스트,CFS,27905408311.0,39153490923.0,37119155442.0,17099562353.0,27475944950.0,24507895786.0,19163918281.0,29395792643.0,24552156363.0,39190602937.0,42052904531.0,58600776236.0,15701782037.0,75844854928.0,52023895531.0,-3940417878.0,654372103.0,-1475031245.0,-2636286278.0,-10977869999.0,-5389544597.0,-6.73,48.9,163.19,-26.1,69.9,142.5,-9.2,41.9,151.46,-79.3,-702.17,45.79,144.36,34329785105.0,39091772288.0,26095104214.0,17501340976.0,26550396417.0,17919908912.0,59072974317.0,45648104237.0,62044179229.0,46525413577.0,-2403490312.0,1015064003.0,-1666743650.0,-236417931.0,-2.82,44.95,131.56,-0.52,39.26,223.36,-16.15,38.63,33.36,-336.78
054800,아이디스홀딩스,CFS,837028284664.0,803256044811.0,785246094358.0,226464718364.0,297333672624.0,259715481930.0,328442435616.0,319321011322.0,352125045027.0,890398354545.0,853188760354.0,832464392556.0,908094139658.0,781350849775.0,748555977151.0,89736520339.0,63135548774.0,44718268391.0,77964928908.0,62449152834.0,51045377389.0,8.76,36.89,369.61,7.32,37.43,270.15,6.13,42.3,302.35,16.22,42.13,4.38,41.19,756455370977.0,591100478663.0,249294397898.0,236404042931.0,341694922250.0,253813211438.0,748338478867.0,683701058740.0,874051270582.0,544386775822.0,94274859182.0,19337282762.0,89402968448.0,3446398976.0,11.95,45.66,303.44,0.5,37.12,250.04,-14.36,-52.57,60.56,387.53
054920,한컴위드,CFS,29340817591.0,33572894462.0,28540132982.0,85702736279.0,69085449933.0,68109755100.0,100342125423.0,76013137904.0,69302268969.0,149154034114.0,140204421595.0,144513289579.0,771217330234.0,448181149581.0,404980335214.0,6086860721.0,1278567903.0,720202656.0,9371783002.0,-4702115583.0,-546111830.0,6.28,67.27,34.24,-3.35,54.22,48.6,-0.38,47.96,41.9,72.08,376.07,10.67,77.53,45603255009.0,45714311917.0,78865888139.0,64333021359.0,81009553554.0,82625260736.0,143937533246.0,139391646316.0,28706102052.0,26233452047.0,-689473310.0,-155142128.0,6078289712.0,5462481812.0,4.22,56.28,57.82,3.92,59.28,71.06,1328.77,-257.2,9.43,-344.41
054930,유신,CFS,190971039678.0,158024004707.0,188288611877.0,171880795587.0,133281006362.0,104837195613.0,184067916525.0,145806561042.0,109980709501.0,155133439685.0,147724393781.0,126955852855.0,385502385861.0,339578152680.0,341055308847.0,9243765481.0,5813013246.0,18309702869.0,10520353724.0,24422836243.0,20095002637.0,6.78,118.65,111.11,16.53,98.7,118.56,15.83,86.63,179.6,13.52,59.02,-0.43,-68.25,158154260639.0,157956426354.0,99809446414.0,113833564046.0,108557420585.0,126165645174.0,109737587728.0,94300841415.0,303961301436.0,262235681971.0,20901452578.0,7991487391.0,18323521091.0,12105576518.0,16.7,98.92,158.46,12.84,133.79,138.76,12.2,-12.4,15.91,161.55
054940,엑사이엔씨,CFS,104106305738.0,108775284317.0,89845881199.0,63172298230.0,81969320546.0,58883215350.0,74434997650.0,85701986760.0,65186005718.0,83861866740.0,83665269807.0,72775556467.0,177002828337.0,203087664310.0,174256086540.0,2505252969.0,8512659131.0,3410067035.0,1157004125.0,7717020616.0,-892219336.0,1.38,88.76,164.8,9.22,102.43,132.7,-1.23,89.57,152.58,-12.84,-70.57,16.55,149.63,97471621639.0,125217139828.0,67835701104.0,99190582914.0,77851174067.0,112117536658.0,73426522230.0,66699199901.0,226759501862.0,218516911093.0,9316731733.0,-3049789227.0,7924188182.0,-3699012265.0,10.79,106.03,143.69,-5.55,168.09,126.24,-20.66,-60.45,3.77,405.49
054950,제이브이엠,CFS,206193036720.0,176537137910.0,147604953486.0,77748849098.0,79284846765.0,74642078718.0,85180325791.0,82463755191.0,78030231968.0,233947355120.0,202336022424.0,179492261206.0,173129219712.0,159434150636.0,157085342969.0,33276260919.0,30675011499.0,29770728060.0,28350804537.0,28844340035.0,26243571574.0,12.12,36.41,265.2,14.26,40.76,222.66,14.62,43.47,197.75,8.59,8.48,1.5,3.04,119483111378.0,99451943422.0,70303179287.0,63905705921.0,73591962361.0,67550257673.0,158121467743.0,143490002714.0,141977630092.0,115826299716.0,21991342719.0,12494617124.0,15756495119.0,8950514043.0,9.96,46.54,169.95,6.24,47.08,155.62,10.64,35.37,22.58,76.01
055490,테이팩스,CFS,49067084171.0,44092146173.0,65834239121.0,35427797659.0,28008481856.0,40337061859.0,45320097627.0,35342683206.0,47191194203.0,155706925948.0,154616300756.0,152690727628.0,141138746609.0,135954866237.0,145840123985.0,2508409995.0,1428414924.0,6620536446.0,2016632275.0,3581005918.0,8104139246.0,1.3,29.11,138.5,2.32,22.86,157.42,5.31,30.91,163.21,3.81,75.61,-6.78,-78.42,85225877638.0,74930070770.0,24887249293.0,25968058565.0,49617919916.0,49504455644.0,147966941115.0,131309276423.0,182261020089.0,154922980346.0,25451378469.0,21254329685.0,18933072271.0,18911148514.0,12.8,33.53,342.45,14.4,37.7,288.55,-19.98,-73.99,17.65,19.75
055550,신한지주,CFS,,,,,,,725641161000000.0,680943223000000.0,635473468000000.0,60372324000000.0,58821033000000.0,56321865000000.0,,,,,,,5084519000000.0,4558170000000.0,4478000000000.0,8.42,1201.94,,7.75,1157.65,,7.95,1128.29,,,,,,,,,,611009672000000.0,598613763000000.0,53423558000000.0,49538422000000.0,,,,,4755514000000.0,4112628000000.0,8.9,1143.71,,8.3,1208.38,,,,,
056080,유진로봇,CFS,34202315006.0,34473675316.0,38104201296.0,20297893560.0,15198624672.0,15128622590.0,25071879936.0,19023980404.0,19954805760.0,28718220360.0,35703756043.0,38895172445.0,28189374133.0,24207874021.0,19270797682.0,-5033460702.0,-2666581077.0,-5341233557.0,-6983789859.0,-3191416402.0,-5176352500.0,-24.32,87.3,168.5,-8.94,53.28,226.82,-13.31,51.3,251.87,16.45,-88.76,25.62,50.08,39778365855.0,30489724019.0,11391356662.0,7246467355.0,17102756662.0,13954456620.0,44071524945.0,39130850543.0,44501666554.0,27646299082.0,4453702357.0,-6412514245.0,4877087012.0,-1434545813.0,11.07,38.81,349.2,-3.67,35.66,420.75,-31.65,-204.99,60.97,169.45
056090,시지메드텍,CFS,35082998793.0,54079305810.0,33555819251.0,16527558154.0,11867242239.0,8736750002.0,20773986758.0,20434374286.0,19198148466.0,94147650165.0,86765892360.0,59899715023.0,47234945024.0,34622756083.0,34968541350.0,3814388241.0,-1116337752.0,-1622255971.0,6507511658.0,-124935834.0,1305628012.0,6.91,22.07,212.27,-0.14,23.55,455.7,2.18,32.05,384.08,36.43,441.69,-0.99,31.19,94820886974.0,39693879209.0,72689556325.0,22261056116.0,83760164043.0,46284365225.0,57679008438.0,28777539586.0,41168961921.0,38055373522.0,424014690.0,-815921140.0,-18808361871.0,-5214867008.0,-32.61,145.22,130.45,-18.12,160.84,178.31,-15.06,-482.59,8.18,151.97
