종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월
126560,현대퓨처넷,KOSPI,709,43,68,1.36,3194,109201,12.0
126720,수산인더스트리,KOSPI,857,136,291,11.61,2914,14286,12.0
128820,대성산업,KOSPI,4126,218,161,-9.74,1822,45235,12.0
128940,한미약품,KOSPI,3929,536,554,14.29,47720,12810,12.0
129260,인터지스,KOSPI,1945,35,37,2.39,574,29747,12.0
130660,한전산업,KOSPI,1074,63,66,3.48,3383,32600,12.0
133820,화인베스틸,KOSPI,506,14,1,3.56,437,37114,12.0
134380,미원화학,KOSPI,0,0,0,0.0,2188,21992,12.0
134790,시디즈,KOSPI,545,15,27,-0.14,387,2000,12.0
136490,선진,KOSPI,5330,614,459,20.59,2323,23779,12.0
137310,에스디바이오센서,KOSPI,1935,-116,199,-17.97,7232,120749,12.0
138040,메리츠금융지주,KOSPI,78534,8548,9209,23.06,189102,167347,12.0
138930,BNK금융지주,KOSPI,33927,2831,2831,8.07,56169,310327,12.0
139130,iM금융지주,KOSPI,33571,1939,2012,7.3,28727,158363,12.0
139480,이마트,KOSPI,71234,1783,1155,1.15,22049,27595,12.0
139990,아주스틸,KOSPI,2638,-9,-100,-23.15,794,38755,12.0
143210,핸즈코퍼레이션,KOSPI,1806,-91,-293,-99.28,335,27999,12.0
145210,다이나믹디자인,KOSPI,270,11,7,-14.01,94,42236,12.0
145720,덴티움,KOSPI,714,159,210,3.64,3259,8623,12.0
145990,삼양사,KOSPI,6083,211,407,-18.19,4465,10313,12.0
145995,삼양사우,KOSPI,0,0,0,0.0,122,370,12.0
155660,DSR,KOSPI,763,67,123,8.42,732,16000,12.0
161000,애경케미칼,KOSPI,3706,58,-3,-0.43,4208,48648,12.0
161390,한국타이어앤테크놀로지,KOSPI,53139,5070,5288,9.35,87827,123875,12.0
161890,한국콜마,KOSPI,7280,789,778,18.19,24006,23605,12.0
163560,동일고무벨트,KOSPI,954,78,131,8.03,779,13900,12.0
170900,동아에스티,KOSPI,2036,78,99,-1.8,3360,9727,12.0
175330,JB금융지주,KOSPI,12150,2213,2253,12.37,48945,188253,12.0
178920,PI첨단소재,KOSPI,2513,349,301,7.16,5142,29366,12.0
180640,한진칼,KOSPI,696,130,900,5.03,68631,66762,12.0
18064K,한진칼우,KOSPI,0,0,0,0.0,149,536,12.0
181710,NHN,KOSPI,6714,263,506,4.02,11398,32753,12.0
183190,아세아시멘트,KOSPI,2406,114,38,1.93,3220,35978,12.0
185750,종근당,KOSPI,4478,141,137,8.2,9109,13802,12.0
192080,더블유게임즈,KOSPI,2050,685,919,12.71,12534,21173,12.0
192400,쿠쿠홀딩스,KOSPI,2327,220,498,12.07,9103,35562,12.0
192650,드림텍,KOSPI,2607,4,-20,-2.04,2816,65886,12.0
192820,코스맥스,KOSPI,6820,530,554,30.59,19543,11349,12.0
194370,제이에스코퍼레이션,KOSPI,3080,308,164,15.45,3293,29016,12.0
195870,해성디에스,KOSPI,1887,110,142,6.18,8925,17000,12.0
200880,서연이화,KOSPI,11887,486,677,7.69,2827,27028,12.0
204320,HL만도,KOSPI,23117,936,860,4.58,20285,46957,12.0
207940,삼성바이오로직스,KOSPI,12571,5808,6406,19.56,645758,46290,12.0
210540,디와이파워,KOSPI,1029,118,136,8.41,1180,11041,12.0
210980,SK디앤디,KOSPI,703,-93,-281,-3.7,1044,18617,12.0
213500,한솔제지,KOSPI,5598,112,33,0.09,1637,23800,12.0
214320,이노션,KOSPI,5238,398,472,11.07,7444,40000,12.0
214330,금호에이치티,KOSPI,853,16,53,-7.07,531,10456,12.0
214390,경보제약,KOSPI,2386,105,49,3.19,1240,23906,12.0
214420,토니모리,KOSPI,520,42,45,10.99,1183,24054,12.0
217590,티엠씨,KOSPI,939,10,28,0.0,3204,24094,12.0
226320,잇츠한불,KOSPI,427,68,166,6.19,2063,21929,12.0
227840,현대코퍼레이션홀딩스,KOSPI,806,62,106,11.36,1092,9100,12.0
229640,LS에코에너지,KOSPI,2855,201,195,20.67,13061,30624,12.0
234080,JW생명과학,KOSPI,635,93,90,13.98,1746,15834,12.0
241560,두산밥캣,KOSPI,22473,2070,1837,5.88,58184,95856,12.0
241590,화승엔터프라이즈,KOSPI,3509,-48,-69,-8.05,1863,60589,12.0
244920,에이플러스에셋,KOSPI,1866,159,170,17.5,2570,22607,12.0
248070,솔루엠,KOSPI,4782,217,238,2.83,6856,47816,12.0
248170,샘표식품,KOSPI,1037,68,96,10.62,1027,4568,12.0
249420,일동제약,KOSPI,1420,92,92,17.06,4302,31638,12.0
251270,넷마블,KOSPI,6517,531,2772,6.43,28677,81934,12.0
259960,크래프톤,KOSPI,13714,5616,7191,12.1,108193,46137,12.0
264900,크라운제과,KOSPI,0,0,0,0.0,1005,12523,12.0
26490K,크라운제과우,KOSPI,0,0,0,0.0,55,773,12.0
267250,HD현대,KOSPI,196019,28348,28284,15.11,156406,78993,12.0
267260,HD현대일렉트릭,KOSPI,10365,2583,2842,43.9,280446,36047,12.0
267270,HD건설기계,KOSPI,23049,1907,2244,7.66,58560,47921,12.0
267290,경동도시가스,KOSPI,5418,196,224,7.25,1124,5895,12.0
267850,아시아나IDT,KOSPI,1940,92,134,7.06,1032,11100,12.0
268280,미원에스씨,KOSPI,1413,193,270,15.27,5705,5000,12.0
271560,오리온,KOSPI,9304,1655,1766,10.85,50596,39528,12.0
271940,일진하이솔루스,KOSPI,271,-20,-1,0.0,3540,36313,12.0
271980,제일약품,KOSPI,1303,4,32,10.08,1424,14704,12.0
272210,한화시스템,KOSPI,8071,343,-1157,3.6,114485,188919,12.0
272450,진에어,KOSPI,14613,1631,1227,51.15,2599,52200,12.0
272550,삼양패키징,KOSPI,933,5,-8,5.48,1300,15068,12.0
278470,에이피알,KOSPI,5934,1456,1571,83.79,136649,37438,12.0
279570,케이뱅크,KOSPI,0,0,0,0.0,25071,405695,12.0
280360,롯데웰푸드,KOSPI,10273,358,240,3.02,9250,9204,12.0
281820,케이씨텍,KOSPI,1561,348,405,0.0,19858,19798,12.0
282330,BGF리테일,KOSPI,21204,381,383,17.62,21380,17283,12.0
284740,쿠쿠홈시스,KOSPI,2730,413,507,12.19,4745,22437,12.0
285130,SK케미칼,KOSPI,6559,-189,-273,0.56,6435,17298,12.0
28513K,SK케미칼우,KOSPI,0,0,0,0.0,438,2115,12.0
286940,롯데이노베이트,KOSPI,2812,97,85,2.71,2453,15129,12.0
293480,하나제약,KOSPI,2253,252,254,7.24,1500,17772,12.0
294870,IPARK현대산업개발,KOSPI,6739,801,710,4.84,13056,65907,12.0
298000,효성화학,KOSPI,5870,3,-166,3.97,2248,3791,12.0
298020,효성티앤씨,KOSPI,20942,862,685,1.91,13632,4327,12.0
298040,효성중공업,KOSPI,13582,1523,1291,23.16,240386,9324,12.0
298050,HS효성첨단소재,KOSPI,8290,344,90,-1.85,6469,4479,12.0
298690,에어부산,KOSPI,10068,1463,35,1.48,2329,162914,12.0
300720,한일시멘트,KOSPI,2930,170,135,4.26,10083,73545,12.0
302440,SK바이오사이언스,KOSPI,1686,-445,-478,-4.65,25890,78456,12.0
306200,세아제강,KOSPI,4486,241,308,2.87,3551,2836,12.0
307950,현대오토에버,KOSPI,9357,212,250,10.32,103251,27423,12.0
308170,씨티알모빌리티,KOSPI,1095,3,-19,-5.2,297,8610,12.0
316140,우리금융지주,KOSPI,152433,8082,8482,8.68,222067,728089,12.0
317400,자이에스앤디,KOSPI,2703,113,135,7.67,2326,38782,12.0
317450,명인제약,KOSPI,721,251,300,0.0,5986,14600,12.0
322000,HD현대에너지솔루션,KOSPI,1599,290,292,16.07,14560,11200,12.0
323410,카카오뱅크,KOSPI,0,0,0,0.0,105920,477120,12.0
326030,SK바이오팜,KOSPI,2279,898,1000,46.52,60771,78313,12.0
329180,HD현대중공업,KOSPI,59163,9054,10565,24.55,473899,104961,12.0
336260,두산퓨얼셀,KOSPI,1448,-13,-91,-32.18,25149,65493,12.0
33626K,두산퓨얼셀1우,KOSPI,0,0,0,0.0,732,13364,12.0
33626L,두산퓨얼셀2우B,KOSPI,0,0,0,0.0,202,2986,12.0
336370,솔루스첨단소재,KOSPI,1926,-220,-12,-5.9,4795,70217,12.0
33637K,솔루스첨단소재1우,KOSPI,0,0,0,0.0,257,16908,12.0
33637L,솔루스첨단소재2우B,KOSPI,0,0,0,0.0,76,3778,12.0
339770,교촌에프앤비,KOSPI,1234,53,48,8.02,1763,49965,12.0
344820,KCC글라스,KOSPI,4666,-101,-24,-5.64,3593,15970,12.0
352820,하이브,KOSPI,6983,-1966,-1326,-13.82,85514,43102,12.0
353200,대덕전자,KOSPI,3463,513,596,11.18,59547,49416,12.0
35320K,대덕전자1우,KOSPI,0,0,0,0.0,476,2095,12.0
361610,SK아이이테크놀로지,KOSPI,359,-732,-906,-10.92,10844,81787,12.0
363280,티와이홀딩스,KOSPI,132,-24,-125,-10.74,764,45497,12.0
36328K,티와이홀딩스우,KOSPI,0,0,0,0.0,27,1174,12.0
372910,한컴라이프케어,KOSPI,60,-38,-27,-5.58,463,27674,12.0
373220,LG에너지솔루션,KOSPI,65550,-2078,-8586,-7.4,741780,234000,12.0
375500,DL이앤씨,KOSPI,17252,1574,2123,9.73,22829,38693,12.0
37550K,DL이앤씨우,KOSPI,0,0,0,0.0,449,2113,12.0
37550L,DL이앤씨2우(전환),KOSPI,0,0,0,0.0,806,2111,12.0
377300,카카오페이,KOSPI,3003,322,415,3.18,55190,135270,12.0
377740,바이오노트,KOSPI,326,63,416,-3.18,4518,101886,12.0
378850,화승알앤에이,KOSPI,1847,91,142,14.58,528,18993,12.0
381970,케이카,KOSPI,0,0,0,0.0,3534,48820,12.0
383220,F&F,KOSPI,5609,1535,2686,28.82,28883,38307,12.0
383800,LX홀딩스,KOSPI,521,416,398,5.18,5774,76280,12.0
38380K,LX홀딩스1우,KOSPI,0,0,0,0.0,104,1465,12.0
402340,SK스퀘어,KOSPI,86314,82783,89297,55.09,1653438,131958,12.0
403550,쏘카,KOSPI,971,14,-88,-14.14,3627,37939,12.0
439260,대한조선,KOSPI,3083,826,1020,32.23,16625,38088,12.0
443060,HD현대마린솔루션,KOSPI,5746,934,1196,38.96,82628,44833,12.0
446070,유니드비티플러스,KOSPI,1949,31,82,3.31,332,10611,12.0
450080,에코프로머티,KOSPI,1665,157,265,0.0,23651,70813,12.0
452260,한화갤러리아,KOSPI,1261,123,5,0.85,3745,193859,12.0
45226K,한화갤러리아우,KOSPI,0,0,0,0.0,110,2904,12.0
453340,현대그린푸드,KOSPI,6215,464,479,13.61,5851,32471,12.0
454910,두산로보틱스,KOSPI,153,-121,-92,-15.04,41419,64819,12.0
456040,OCI,KOSPI,5066,278,304,-1.9,7573,8952,12.0
457190,이수스페셜티케미컬,KOSPI,1086,35,30,0.0,16559,30218,12.0
460850,동국씨엠,KOSPI,6870,80,17,-4.71,1393,29898,12.0
460860,동국제강,KOSPI,0,0,0,0.0,4162,49608,12.0
462520,조선내화,KOSPI,1319,90,100,5.21,1605,11855,12.0
462870,시프트업,KOSPI,473,215,464,0.0,18415,58741,12.0
465770,STX그린로지스,KOSPI,159,-14,-21,-69.04,286,7171,12.0
475150,SK이터닉스,KOSPI,275,49,-59,9.6,19043,34067,12.0
475560,더본코리아,KOSPI,796,-42,-26,-10.22,2041,14827,12.0
480370,씨케이솔루션,KOSPI,543,-162,-125,-52.61,356,32481,12.0
483650,달바글로벌,KOSPI,1712,451,489,0.0,29463,12484,12.0
484870,엠앤씨솔루션,KOSPI,2828,348,344,21.82,1899,9153,12.0
487570,HS효성,KOSPI,3670,125,83,5.1,1609,3725,12.0
489790,한화비전,KOSPI,4414,221,-326,4.02,22719,50488,12.0
499790,GS피앤엘,KOSPI,1304,242,190,2.76,7674,19830,12.0
0001A0,덕양에너젠,KOSDAQ,370,14,12,0.0,2006,25468,12.0
000250,삼천당제약,KOSDAQ,649,54,84,4.0,39361,23457,12.0
000440,중앙에너비스,KOSDAQ,112,-2,-2,-2.0,843,6227,12.0
0004V0,엔비알모션,KOSDAQ,151,-12,-20,0.0,565,11010,12.0
0004Y0,디비금융제14호스팩,KOSDAQ,0,0,0,0.0,106,5315,12.0
0007C0,아크릴,KOSDAQ,66,-8,-7,0.0,1272,8030,12.0
0007J0,인벤테라,KOSDAQ,0,0,0,0.0,555,7865,12.0
0008Z0,에스엔시스,KOSDAQ,343,38,48,13.0,1991,9436,12.0
0009K0,에임드바이오,KOSDAQ,85,-40,-20,0.0,12585,64671,12.0
001000,신라섬유,KOSDAQ,37,4,-3,-2.0,195,24277,12.0
0010F0,보원케미칼,KOSDAQ,0,0,0,0.0,234,11143,12.0
0010V0,제이피아이헬스케어,KOSDAQ,108,5,17,10.0,423,5105,12.0
0011A0,액스비스,KOSDAQ,111,8,12,0.0,815,9333,12.0
0011T0,채비,KOSDAQ,207,-97,-110,0.0,2361,46949,12.0
0013V0,삼진식품,KOSDAQ,333,39,37,0.0,476,9918,12.0
001540,안국약품,KOSDAQ,989,160,158,10.0,1507,13042,12.0
0015G0,그린광학,KOSDAQ,109,6,9,0.0,1843,11702,12.0
0015N0,아로마티카,KOSDAQ,140,13,15,0.0,628,12576,12.0
0015S0,페스카로,KOSDAQ,66,6,10,0.0,672,9866,12.0
0017J0,세미티에스,KOSDAQ,127,45,54,0.0,899,30136,12.0
001810,무림SP,KOSDAQ,576,2,-34,-2.0,260,22137,12.0
001840,이화공영,KOSDAQ,0,0,0,0.0,625,28256,12.0
002230,피에스텍,KOSDAQ,176,4,88,11.0,847,18421,12.0
002290,삼일기업공사,KOSDAQ,1127,57,70,9.0,403,12400,12.0
002680,한탑,KOSDAQ,198,-9,-27,-3.0,142,6463,12.0
002800,신신제약,KOSDAQ,302,32,32,16.0,644,15170,12.0
003100,선광,KOSDAQ,443,106,112,10.0,1339,6600,12.0
003310,대주산업,KOSDAQ,250,20,20,6.0,581,35392,12.0
003380,하림지주,KOSDAQ,35541,2583,1455,8.0,10629,112005,12.0
0037T0,KB제32호스팩,KOSDAQ,0,0,0,0.0,126,6330,12.0
003800,에이스침대,KOSDAQ,850,128,196,9.0,3543,11090,12.0
0039P0,매드업,KOSDAQ,138,3,5,0.0,1072,18807,12.0
0041B0,교보18호스팩,KOSDAQ,0,0,0,0.0,101,5040,12.0
0041J0,엘에스스팩1호,KOSDAQ,0,0,0,0.0,81,4110,12.0
0041L0,하나35호스팩,KOSDAQ,0,0,0,0.0,120,6030,12.0
0044K0,삼성스팩10호,KOSDAQ,0,0,0,0.0,149,7520,12.0
004590,한국가구,KOSDAQ,443,60,61,7.0,757,15000,12.0
004650,창해에탄올,KOSDAQ,283,43,44,10.0,846,9190,12.0
004780,대륙제관,KOSDAQ,2747,158,157,8.0,627,15903,12.0
005160,동국산업,KOSDAQ,1670,-46,-119,-6.0,1236,54244,12.0
005290,동진쎄미켐,KOSDAQ,3281,666,956,12.0,21483,50970,12.0
0054V0,엔에이치스팩32호,KOSDAQ,0,0,0,0.0,124,6216,12.0
005670,푸드웰,KOSDAQ,851,58,55,12.0,638,10000,12.0
005710,대원산업,KOSDAQ,2358,111,211,13.0,2162,20037,12.0
005860,한일사료,KOSDAQ,1255,15,21,5.0,1012,39403,12.0
005990,매일홀딩스,KOSDAQ,5576,180,263,9.0,1420,13298,12.0
006050,국영지앤엠,KOSDAQ,0,0,0,0.0,195,34895,12.0
006140,피제이전자,KOSDAQ,0,0,0,0.0,668,14865,12.0
006620,동구바이오제약,KOSDAQ,581,18,-6,40.0,1007,28464,12.0
006730,서부T&D,KOSDAQ,661,178,88,8.0,6099,64276,12.0
0068Y0,비엔케이제3호스팩,KOSDAQ,0,0,0,0.0,85,4310,12.0
006910,보성파워텍,KOSDAQ,771,48,57,7.0,3050,49129,12.0
006920,모헨즈,KOSDAQ,178,-7,-7,-8.0,341,10920,12.0
0071M0,삼성스팩11호,KOSDAQ,0,0,0,0.0,115,5760,12.0
0072Z0,KB제33호스팩,KOSDAQ,0,0,0,0.0,156,7885,12.0
007330,푸른저축은행,KOSDAQ,0,0,0,0.0,1518,15082,12.0
007370,진양제약,KOSDAQ,1133,117,371,28.0,539,14134,12.0
007390,네이처셀,KOSDAQ,41,-13,-11,-4.0,15947,64435,12.0
007530,와이엠,KOSDAQ,427,14,13,5.0,393,22254,12.0
007680,대원,KOSDAQ,290,0,20,-2.0,456,13222,12.0
007720,소노스퀘어,KOSDAQ,342,-8,-6,-2.0,255,20160,12.0
007770,한일화학,KOSDAQ,352,-8,0,-18.0,227,3510,12.0
007820,엠엑스로보틱스,KOSDAQ,258,-11,2,-17.0,544,20033,12.0
008290,원풍물산,KOSDAQ,227,-47,-78,-13.0,115,20346,12.0
0082N0,카나프테라퓨틱스,KOSDAQ,0,0,0,0.0,1489,13265,12.0
008370,원풍,KOSDAQ,0,0,0,0.0,598,12000,12.0
008470,부스타,KOSDAQ,253,-10,-1,1.0,282,8404,12.0
008830,대동기어,KOSDAQ,2571,45,3,1.0,767,8987,12.0
0088D0,메리츠제1호스팩,KOSDAQ,0,0,0,0.0,122,5795,12.0
0088M0,메쥬,KOSDAQ,0,0,0,0.0,1267,9881,12.0
0091W0,신영스팩11호,KOSDAQ,0,0,0,0.0,121,6068,12.0
009300,삼아제약,KOSDAQ,176,21,30,4.0,788,6370,12.0
0093G0,미래에셋비전스팩8호,KOSDAQ,0,0,0,0.0,127,6400,12.0
009520,포스코엠텍,KOSDAQ,3466,14,27,0.0,4251,41642,12.0
009620,삼보산업,KOSDAQ,773,54,3,-123.0,138,17473,12.0
0096B0,삼성스팩12호,KOSDAQ,0,0,0,0.0,130,6580,12.0
0096D0,미래에셋비전스팩9호,KOSDAQ,0,0,0,0.0,109,5500,12.0
009730,이렘,KOSDAQ,0,0,0,0.0,118,7975,12.0
009780,엠에스씨,KOSDAQ,482,80,85,13.0,1063,17600,12.0
0097F0,미래에셋비전스팩10호,KOSDAQ,0,0,0,0.0,129,6500,12.0
0098T0,교보19호스팩,KOSDAQ,0,0,0,0.0,107,5400,12.0
0099W0,미래에셋비전스팩11호,KOSDAQ,0,0,0,0.0,140,7000,12.0
0099X0,IBKS제25호스팩,KOSDAQ,0,0,0,0.0,130,5980,12.0
010170,대한광통신,KOSDAQ,342,-40,-37,-29.0,15330,155485,12.0
0101C0,하나36호스팩,KOSDAQ,0,0,0,0.0,154,7740,12.0
010240,흥국,KOSDAQ,390,49,61,12.0,629,11706,12.0
010280,아이티센엔텍,KOSDAQ,1359,70,120,35.0,585,13024,12.0
010470,오리콤,KOSDAQ,503,15,14,7.0,573,11975,12.0
0105P0,유진스팩12호,KOSDAQ,0,0,0,0.0,113,5660,12.0
011040,경동제약,KOSDAQ,478,24,58,5.0,1529,30768,12.0
011080,형지I&C,KOSDAQ,121,-13,-35,-36.0,87,4296,12.0
011320,유니크,KOSDAQ,1121,51,56,10.0,694,19320,12.0
011370,서한,KOSDAQ,1053,62,-9,4.0,797,100894,12.0
011560,세보엠이씨,KOSDAQ,2459,158,181,15.0,2213,10084,12.0
0115H0,삼성스팩13호,KOSDAQ,0,0,0,0.0,146,7350,12.0
0117P0,피스피스스튜디오,KOSDAQ,234,20,33,0.0,789,14168,12.0
012210,삼미금속,KOSDAQ,0,0,0,0.0,1403,23051,12.0
012340,뉴인텍,KOSDAQ,231,0,-2,-57.0,149,18700,12.0
012620,원일특강,KOSDAQ,1003,24,13,4.0,296,4400,12.0
012700,리드코프,KOSDAQ,1071,18,26,5.0,757,26194,12.0
012790,신일제약,KOSDAQ,894,152,165,10.0,623,11986,12.0
012860,모베이스전자,KOSDAQ,2653,74,78,9.0,1611,73233,12.0
0129K0,신한제18호스팩,KOSDAQ,0,0,0,0.0,111,5620,12.0
013030,하이록코리아,KOSDAQ,541,157,200,12.0,3589,11768,12.0
0130D0,신한제17호스팩,KOSDAQ,0,0,0,0.0,105,5340,12.0
0130H0,엔에이치스팩33호,KOSDAQ,0,0,0,0.0,154,7700,12.0
013120,동원개발,KOSDAQ,745,54,87,3.0,1916,90808,12.0
0131D0,키움히어로제2호스팩,KOSDAQ,0,0,0,0.0,124,6310,12.0
0132G0,교보20호스팩,KOSDAQ,0,0,0,0.0,118,5970,12.0
013310,아진산업,KOSDAQ,2133,176,210,11.0,964,38806,12.0
0134X0,대신밸런스제20호스팩,KOSDAQ,0,0,0,0.0,132,6740,12.0
013720,청보,KOSDAQ,66,-5,-7,-20.0,262,60828,12.0
013810,스페코,KOSDAQ,63,-1,4,1.0,250,14655,12.0
013990,아가방컴퍼니,KOSDAQ,485,21,21,8.0,1305,32887,12.0
014100,메디앙스,KOSDAQ,119,13,21,2.0,222,11800,12.0
014190,원익큐브,KOSDAQ,714,25,23,4.0,399,35395,12.0
014470,부방,KOSDAQ,810,9,9,2.0,548,60052,12.0
014570,고려제약,KOSDAQ,730,91,50,4.0,372,11000,12.0
014620,성광벤드,KOSDAQ,591,66,111,6.0,6387,26557,12.0
014940,오리엔탈정공,KOSDAQ,564,80,88,15.0,1911,45573,12.0
014950,삼익제약,KOSDAQ,155,9,13,0.0,576,10007,12.0
014970,삼륭물산,KOSDAQ,239,7,5,10.0,624,14825,12.0
015710,코콤,KOSDAQ,1050,37,25,2.0,455,17530,12.0
015750,성우하이텍,KOSDAQ,10696,545,467,10.0,4472,80000,12.0
016100,리더스코스메틱,KOSDAQ,172,-23,-20,-17.0,203,19100,12.0
016250,SGC E&C,KOSDAQ,3179,179,97,-16.0,553,5036,12.0
0164H0,한국제16호스팩,KOSDAQ,0,0,0,0.0,131,6750,12.0
0165X0,메리츠제2호스팩,KOSDAQ,0,0,0,0.0,141,7240,12.0
016600,큐캐피탈,KOSDAQ,187,28,29,1.0,316,13961,12.0
016670,디모아,KOSDAQ,82,37,43,0.0,236,10194,12.0
016790,현대사료,KOSDAQ,301,4,11,0.0,1873,188471,12.0
016920,카스,KOSDAQ,377,0,-7,-3.0,267,26493,12.0
017000,신원종합개발,KOSDAQ,2598,150,28,5.0,262,11668,12.0
017250,인터엠,KOSDAQ,307,5,0,7.0,213,21045,9.0
017480,삼현철강,KOSDAQ,2237,36,69,3.0,723,15442,12.0
017510,세명전기,KOSDAQ,144,30,56,6.0,980,15246,12.0
017650,대림제지,KOSDAQ,419,6,11,1.0,802,8785,12.0
017890,한국알콜,KOSDAQ,1090,107,170,6.0,2722,20673,12.0
018000,유니슨,KOSDAQ,38,-26,-46,-27.0,2208,259498,12.0
018120,진로발효,KOSDAQ,217,31,39,13.0,1089,6621,12.0
018290,브이티,KOSDAQ,1143,173,232,22.0,3909,34941,12.0
018310,삼목에스폼,KOSDAQ,733,-61,21,1.0,2047,14700,12.0
018620,우진비앤지,KOSDAQ,143,7,3,-7.0,171,6932,12.0
018680,서울제약,KOSDAQ,536,15,18,4.0,239,11659,12.0
018700,졸스,KOSDAQ,112,-14,-9,-20.0,134,11706,12.0
019010,베뉴지,KOSDAQ,104,19,754,37.0,2029,48200,12.0
019210,와이지-원,KOSDAQ,2078,388,338,11.0,7680,37193,12.0
019540,일지테크,KOSDAQ,2222,137,195,30.0,829,13513,12.0
019550,SBI인베스트먼트,KOSDAQ,287,117,118,9.0,780,81033,12.0
019570,플루토스,KOSDAQ,33,-31,-31,0.0,229,47725,12.0
019660,글로본,KOSDAQ,173,2,6,5.0,253,13944,12.0
019770,서연탑메탈,KOSDAQ,1824,93,102,11.0,358,11650,12.0
019990,에너토크,KOSDAQ,53,1,1,-10.0,448,9756,12.0
020180,대신정보통신,KOSDAQ,2029,91,73,16.0,333,38428,3.0
020400,대동금속,KOSDAQ,995,-65,-73,-12.0,183,6378,12.0
020710,시공테크,KOSDAQ,246,-23,-32,16.0,699,20047,12.0
021040,대호특수강,KOSDAQ,667,0,-6,-4.0,198,21704,12.0
021045,대호특수강우,KOSDAQ,0,0,0,0.0,21,848,12.0
021080,에이티넘인베스트,KOSDAQ,0,0,0,0.0,1008,48000,12.0
021320,KCC건설,KOSDAQ,0,0,0,0.0,1138,21400,12.0
021650,한국큐빅,KOSDAQ,541,17,26,4.0,358,16350,12.0
021880,메이슨캐피탈,KOSDAQ,220,-22,-41,-5.0,241,21218,12.0
022220,티케이지애강,KOSDAQ,170,-32,-34,-14.0,283,51794,12.0
023160,태광,KOSDAQ,823,93,375,13.0,5302,25867,12.0
023410,유진기업,KOSDAQ,3355,118,740,5.0,2520,77310,12.0
023440,제이스코홀딩스,KOSDAQ,150,-18,-49,-58.0,469,90142,12.0
023600,삼보판지,KOSDAQ,1311,53,79,4.0,1328,16008,12.0
023760,한국캐피탈,KOSDAQ,1344,291,301,14.0,2202,315609,12.0
023770,플레이위드,KOSDAQ,323,-85,-68,-31.0,207,8946,12.0
023790,동일스틸럭스,KOSDAQ,0,0,0,0.0,290,13069,12.0
023900,풍국주정,KOSDAQ,376,30,35,6.0,902,12600,12.0
023910,대한약품,KOSDAQ,0,0,0,0.0,1530,6000,12.0
024060,흥구석유,KOSDAQ,1169,-3,8,1.0,1864,15000,12.0
024120,KB오토시스,KOSDAQ,574,15,31,5.0,363,11500,12.0
024740,한일단조,KOSDAQ,356,26,32,2.0,689,32897,12.0
024800,유성티엔에스,KOSDAQ,132,9,82,10.0,1556,37051,12.0
024830,세원물산,KOSDAQ,2309,13,251,6.0,732,8350,12.0
024840,KBI메탈,KOSDAQ,2106,155,83,6.0,1894,43159,12.0
024850,HLB이노베이션,KOSDAQ,94,-104,-105,-15.0,2778,31753,12.0
024880,케이피에프,KOSDAQ,1942,78,123,7.0,736,20162,12.0
024910,경창산업,KOSDAQ,1716,45,41,-16.0,524,35819,12.0
024940,PN풍년,KOSDAQ,145,7,9,6.0,213,10000,12.0
024950,삼천리자전거,KOSDAQ,425,23,44,7.0,415,12400,12.0
025320,시노펙스,KOSDAQ,572,13,38,3.0,3276,92162,12.0
025440,DH오토웨어,KOSDAQ,1354,32,47,-29.0,336,9756,12.0
025550,한국선재,KOSDAQ,661,82,-42,0.0,537,25514,12.0
025770,한국정보통신,KOSDAQ,2162,110,113,11.0,2909,37444,12.0
025870,신라에스지,KOSDAQ,176,-6,-3,-19.0,86,4000,12.0
025880,케이씨피드,KOSDAQ,277,16,28,14.0,436,16715,12.0
025900,동화기업,KOSDAQ,2181,-49,-78,-4.0,2760,50557,12.0
025950,동신건설,KOSDAQ,0,0,0,0.0,874,8400,12.0
025980,아난티,KOSDAQ,467,-95,-217,-7.0,3585,97300,12.0
026040,제이에스티나,KOSDAQ,0,0,0,0.0,301,16503,12.0
026150,특수건설,KOSDAQ,532,26,20,-30.0,633,17546,12.0
026910,광진실업,KOSDAQ,145,-3,-10,-20.0,427,7928,12.0
027040,서울전자통신,KOSDAQ,59,-7,-6,-19.0,254,13917,12.0
027050,코리아나,KOSDAQ,186,-5,-1,-8.0,545,40000,12.0
027360,아주IB투자,KOSDAQ,200,81,79,5.0,3864,121145,12.0
027580,상보,KOSDAQ,89,-34,-27,-30.0,167,11836,12.0
027710,팜스토리,KOSDAQ,3471,87,-20,9.0,1186,111416,12.0
027830,대성창투,KOSDAQ,201,102,149,15.0,512,54000,12.0
028080,휴맥스홀딩스,KOSDAQ,939,23,345,-21.0,139,2532,12.0
028300,HLB,KOSDAQ,187,-232,-409,-42.0,40492,133198,12.0
029480,광무,KOSDAQ,12,-9,241,14.0,770,59719,12.0
030350,드래곤플라이,KOSDAQ,29,-5,-5,-98.0,151,15592,12.0
030520,한글과컴퓨터,KOSDAQ,636,86,95,9.0,3822,24179,12.0
030530,원익홀딩스,KOSDAQ,1171,-23,77,2.0,12535,77237,12.0
030960,양지사,KOSDAQ,559,-61,-21,-1.0,738,15980,6.0
031310,아이즈비전,KOSDAQ,467,0,9,7.0,265,29746,12.0
031330,에스에이엠티,KOSDAQ,17954,3273,3091,53.0,10499,99995,12.0
