종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,고유번호,재무제표종류,매출액_당기,매출액_전기,영업이익_당기,영업이익_전기,영업이익_전전기,부채총계,자본총계,유동자산,유동부채,매출액성장률(%),영업이익성장률(%),부채비율(%),유동비율(%),3년연속흑자
079810,APS이노베이션,KOSDAQ,196,30,65,3.0,585,21528,12.0,00445160,CFS,73668045803.0,145784475241.0,2410565157.0,5798729689.0,1838627593.0,54673861811.0,165800194780.0,147853942610.0,42357808240.0,-49.47,-58.43,32.98,349.06,True
079940,가비아,KOSDAQ,850,107,109,10.0,6374,13420,12.0,00506294,CFS,106746872443.0,92117897229.0,10792221179.0,7814539494.0,10374381418.0,127913912611.0,89898520635.0,21683622239.0,64470016847.0,15.88,38.1,142.29,33.63,True
079950,인베니아,KOSDAQ,140,2,22,-31.0,146,13799,12.0,00409371,CFS,17999382342.0,21460691917.0,-8494411256.0,-10993082415.0,-14484289843.0,51215484358.0,15110200544.0,34878122606.0,46928273216.0,-16.13,22.73,338.95,74.32,False
079960,동양이엔피,KOSDAQ,1228,65,171,11.0,1516,7860,12.0,00178790,CFS,540648656071.0,497697509964.0,47714050132.0,46045048603.0,30100958776.0,95931410974.0,395153506737.0,272319140570.0,78882607984.0,8.63,3.62,24.28,345.22,True
079970,투비소프트,KOSDAQ,58,0,0,9.0,76,12829,12.0,00596260,CFS,24266688282.0,24892504457.0,971949918.0,-2757192925.0,351899983.0,11090569712.0,24367045056.0,11632002473.0,9735940405.0,-2.51,135.25,45.51,119.47,False
080010,이상네트웍스,KOSDAQ,247,58,65,10.0,734,9835,12.0,00454399,CFS,30370197608.0,29861074263.0,3910276448.0,3836000381.0,4265387275.0,10565045546.0,93960578455.0,24397024986.0,7298177818.0,1.7,1.94,11.24,334.29,True
080160,모두투어,KOSDAQ,613,28,62,15.0,1540,18900,12.0,00456218,CFS,201507776187.0,242959198806.0,5497987052.0,3468143498.0,8725505623.0,137645170162.0,86658015634.0,158999755598.0,112187113072.0,-17.06,58.53,158.84,141.73,True
080220,제주반도체,KOSDAQ,1805,671,781,46.0,26968,34442,12.0,00447487,CFS,299245042095.0,159227945455.0,33439208142.0,9572079919.0,17511970460.0,108696251789.0,217979689390.0,280994957661.0,98799237006.0,87.94,249.34,49.87,284.41,True
080420,모다이노칩,KOSDAQ,876,31,-50,-3.0,1091,79721,12.0,00480048,CFS,148004498039.0,159936091913.0,18899288975.0,29993078071.0,21174641657.0,475292112918.0,365720448217.0,56114516820.0,353298561214.0,-7.46,-36.99,129.96,15.88,True
080470,성창오토텍,KOSDAQ,564,20,40,14.0,213,7300,12.0,00486370,CFS,138711086442.0,109941202591.0,6873701679.0,2297212073.0,1224289144.0,77647087861.0,59200707837.0,66222785921.0,58905938796.0,26.17,199.22,131.16,112.42,True
080520,오디텍,KOSDAQ,111,-23,-14,0.0,329,11322,12.0,00529815,CFS,37959545863.0,37001931925.0,-2263556745.0,-6393161300.0,-4239691097.0,5195840576.0,128944277689.0,71167460282.0,4347141381.0,2.59,64.59,4.03,1637.11,False
080530,코디,KOSDAQ,200,11,10,9.0,272,11071,12.0,00308559,CFS,62801172800.0,60819298441.0,4019484529.0,3012899652.0,1072025176.0,20032441985.0,59244725217.0,45746591830.0,17660095242.0,3.26,33.41,33.81,259.04,True
080580,오킨스전자,KOSDAQ,256,36,40,24.0,2676,21090,12.0,00543107,CFS,92681789252.0,64955978477.0,11116834133.0,1872125116.0,203193444.0,43989229297.0,50674306750.0,38650514729.0,31458388817.0,42.68,493.81,86.81,122.86,True
080720,한국유니온제약,KOSDAQ,59,-16,-23,-36100000.0,215,7912,12.0,00532855,CFS,36378273562.0,51279935387.0,-17188059304.0,-13000740302.0,-4990875158.0,68573198718.0,-22622517197.0,21199821702.0,63769704991.0,-29.06,-32.21,-303.12,33.24,False
081150,티플랙스,KOSDAQ,0,0,0,0.0,644,24268,12.0,00497631,CFS,209235195605.0,207497762012.0,5237447536.0,4794518806.0,-1532496395.0,77704003095.0,157413558818.0,110279703727.0,61078375872.0,0.84,9.24,49.36,180.55,False
081180,쎄크,KOSDAQ,365,-41,-45,-15.0,492,8825,12.0,00406222,CFS,59205964528.0,53931372723.0,-3064318083.0,1335945972.0,240189665.0,48626031963.0,35370638620.0,53059378678.0,34194255277.0,9.78,-329.37,137.48,155.17,False
081580,성우전자,KOSDAQ,472,17,28,11.0,359,15508,12.0,00364306,CFS,18728349666.0,14711654903.0,-1254321787.0,-2791775291.0,-1735635643.0,18436276229.0,79628340054.0,34960898246.0,12275924309.0,27.3,55.07,23.15,284.79,False
082210,옵트론텍,KOSDAQ,593,44,-5,-29.0,728,34963,12.0,00327396,CFS,70734374561.0,65072070784.0,-4999032363.0,205011141.0,9509317364.0,117101331487.0,50808437412.0,17166737895.0,107617860103.0,8.7,-2538.42,230.48,15.95,False
082270,젬백스,KOSDAQ,183,-8,-15,-6.0,4316,44269,12.0,00492894,CFS,81530820294.0,62691712030.0,5485570456.0,-37026368464.0,-6796291743.0,101653389354.0,62356551112.0,40299116049.0,65424436705.0,30.05,114.82,163.02,61.6,False
082660,코스나인,KOSDAQ,49,-55,-174,-139.0,478,99640,12.0,00442455,,,,,,,,,,,,,,,
082800,비보존 제약,KOSDAQ,141,-30,-56,-34.0,1469,60719,12.0,00533191,CFS,59343216714.0,87601347762.0,-19165591492.0,2853372564.0,2585441663.0,92604452995.0,84715907253.0,34527113929.0,77500157155.0,-32.26,-771.68,109.31,44.55,False
082850,우리바이오,KOSDAQ,2692,-43,13,-3.0,508,48456,12.0,00369107,CFS,41168057743.0,49964508601.0,-1681435072.0,513262899.0,-1664782187.0,11097944029.0,88168911265.0,27331646282.0,11050228757.0,-17.61,-427.6,12.59,247.34,False
082920,비츠로셀,KOSDAQ,683,203,263,21.0,13148,45339,12.0,00154718,CFS,235760794598.0,210779361832.0,67259151067.0,51542996558.0,37582481660.0,34973341914.0,325914509035.0,229370966193.0,32672474251.0,11.85,30.49,10.73,702.03,True
083310,엘오티베큠,KOSDAQ,626,-54,-26,-2.0,1447,17810,12.0,00484682,CFS,174616472570.0,177515671065.0,-11937027877.0,-11874257206.0,61878754384.0,49692146134.0,239493041650.0,123412033902.0,38371360441.0,-1.63,-0.53,20.75,321.63,False
083450,GST,KOSDAQ,1159,202,218,19.0,7980,18430,12.0,00540863,CFS,337312845528.0,323618309740.0,53068714293.0,51531051388.0,42064538022.0,66541788461.0,279315323733.0,219755556333.0,60086801556.0,4.23,2.98,23.82,365.73,True
083470,이엠앤아이,KOSDAQ,17,-13,-12,0.0,149,21340,12.0,00475718,CFS,18380261067.0,29699055105.0,-1536080446.0,339606971.0,-458094007.0,2911590607.0,10484483561.0,6836713625.0,2282126919.0,-38.11,-552.31,27.77,299.58,False
083500,에프엔에스테크,KOSDAQ,129,35,36,12.0,1115,8306,12.0,00476036,CFS,66184651090.0,79614274114.0,8793233511.0,6312143587.0,3194981317.0,28036296029.0,81750264781.0,47105064560.0,22572904063.0,-16.87,39.31,34.3,208.68,True
083550,케이엠,KOSDAQ,338,-9,-1,4.0,342,13556,12.0,00242934,CFS,106437219086.0,106010043979.0,1337872098.0,302776072.0,-4833099536.0,42866871349.0,103654956847.0,51638103733.0,38445571306.0,0.4,341.87,41.36,134.31,False
083640,인콘,KOSDAQ,491,16,-29,-4.0,257,22958,12.0,00475976,CFS,50820522158.0,49117720655.0,1695469511.0,1609665101.0,2556841276.0,7201459185.0,74558631524.0,55656103314.0,7106550861.0,3.47,5.33,9.66,783.17,True
083650,비에이치아이,KOSDAQ,2808,353,68,40.0,12547,30944,12.0,00409788,CFS,764486190884.0,399169197496.0,77368466072.0,26630172185.0,17624488964.0,646492078516.0,180766140364.0,524193071851.0,609888231713.0,91.52,190.53,357.64,85.95,True
083660,CSA 코스믹,KOSDAQ,71,-16,-21,-40.0,245,106638,12.0,00406037,CFS,20674170875.0,25496037918.0,-4802785266.0,-3851146342.0,-5496502457.0,8624859916.0,14907742638.0,15969330257.0,8543166642.0,-18.91,-24.71,57.85,186.93,False
083790,CG인바이츠,KOSDAQ,43,-61,-58,-3.0,650,76894,12.0,00407814,CFS,11759801662.0,4196477442.0,-9712391686.0,-25004700678.0,-31475447215.0,86483395190.0,105216654661.0,26541776403.0,76750988889.0,180.23,61.16,82.2,34.58,False
083930,아바코,KOSDAQ,148,-40,22,15.0,1444,14677,12.0,00442145,CFS,390585424274.0,304053344562.0,36095539663.0,19700902397.0,5806231147.0,101808010909.0,220293577430.0,155544003978.0,95748095105.0,28.46,83.22,46.21,162.45,True
084110,휴온스글로벌,KOSDAQ,1970,92,187,4.0,3051,12659,12.0,00228059,CFS,41912593352.0,40035181185.0,16396411221.0,14615754112.0,11065901599.0,125504260620.0,363925645690.0,37711363708.0,102299937855.0,4.69,12.18,34.49,36.86,True
084180,수성웹툰,KOSDAQ,226,5,-1,-43.0,90,18074,12.0,00243979,CFS,21738007688.0,34680193970.0,-2256283241.0,-1497008701.0,-520061386.0,28836424680.0,58243185956.0,12051377812.0,27140973855.0,-37.32,-50.72,49.51,44.4,False
084370,유진테크,KOSDAQ,1019,188,281,13.0,28828,22916,12.0,00531014,CFS,258868481204.0,244098991962.0,52728786611.0,54631597394.0,39136031862.0,71364633328.0,530065390773.0,397505785905.0,53878876357.0,6.05,-3.48,13.46,737.78,True
084440,유비온,KOSDAQ,209,10,10,6.0,186,19132,9.0,00531078,CFS,33347411590.0,33205817014.0,1495469934.0,-1966164433.0,512266300.0,14934548098.0,7888830280.0,13579254685.0,14246343394.0,0.43,176.06,189.31,95.32,False
084650,랩지노믹스,KOSDAQ,179,-42,-49,-35.0,481,74239,12.0,00545114,CFS,35558651535.0,35076028301.0,-43657307812.0,-11639571224.0,-2365254316.0,64337460870.0,156373083335.0,59736074905.0,50162132519.0,1.38,-275.08,41.14,119.09,False
084730,팅크웨어,KOSDAQ,1197,-46,-33,-14.0,738,11109,12.0,00438036,CFS,188582252198.0,169574158275.0,4606299408.0,2372499640.0,-2909687760.0,129384122461.0,146601974389.0,157915219325.0,123331740183.0,11.21,94.15,88.26,128.04,False
084850,아이티엠반도체,KOSDAQ,1322,-49,-36,-63.0,1830,22682,12.0,00579980,CFS,512406126111.0,588182655917.0,5746272366.0,12759838064.0,8767737944.0,367535990511.0,94576268620.0,291886169400.0,361494908825.0,-12.88,-54.97,388.61,80.74,True
084990,헬릭스미스,KOSDAQ,6,-22,-14,0.0,1539,46092,12.0,00359395,CFS,2598149668.0,4973971890.0,-9776277789.0,-18106751823.0,-33236220408.0,4489189158.0,141422411024.0,83479309053.0,3615417209.0,-47.77,46.01,3.17,2308.98,False
085660,차바이오텍,KOSDAQ,3297,-307,1,-18.0,8079,92972,12.0,00525679,CFS,62225154102.0,54008591958.0,-4735814666.0,-339175340.0,17806191010.0,454165244146.0,475108871231.0,209016764367.0,406006156143.0,15.21,-1296.27,95.59,51.48,False
085670,뉴프렉스,KOSDAQ,350,3,16,9.0,742,24500,12.0,00493510,CFS,89425751059.0,125881879163.0,2552378969.0,3495502729.0,448902414.0,27901603034.0,81873149167.0,43995155838.0,18272968102.0,-28.96,-26.98,34.08,240.77,True
085810,알티캐스트,KOSDAQ,175,-11,-17,-5.0,243,14136,12.0,00364254,CFS,5468908763.0,5684462694.0,-2607147191.0,-4255157962.0,-3643376316.0,1597812013.0,46285896229.0,8793554749.0,1316231973.0,-3.79,38.73,3.45,668.09,False
085910,네오티스,KOSDAQ,179,23,38,10.0,2452,13794,12.0,00447928,CFS,48830850608.0,42353642864.0,3228977214.0,2184353230.0,-1296919985.0,44187000845.0,53534083490.0,35645430018.0,29786217252.0,15.29,47.82,82.54,119.67,False
086040,바이오톡스텍,KOSDAQ,119,-18,-29,2.0,328,15958,12.0,00447502,CFS,33023466389.0,33386225380.0,-1512264461.0,-3183326944.0,-1365107250.0,41100635545.0,53899406749.0,33315845127.0,38348492248.0,-1.09,52.49,76.25,86.88,False
086060,진바이오텍,KOSDAQ,215,8,7,7.0,443,8610,12.0,00491053,CFS,46889596845.0,46532847193.0,1762328634.0,2068013801.0,1606369898.0,11317201522.0,39612500162.0,27540692567.0,6653259226.0,0.77,-14.78,28.57,413.94,True
086390,유니테스트,KOSDAQ,224,-25,-2,-16.0,1986,21134,12.0,00540447,CFS,100675688116.0,82725218193.0,-16749786893.0,-18389474628.0,7463052364.0,65705124294.0,81202141090.0,80101388447.0,61153289982.0,21.7,8.92,80.92,130.98,False
086450,동국제약,KOSDAQ,2510,273,302,12.0,8512,45230,12.0,00114808,CFS,766904458040.0,682907417552.0,77986647706.0,69329543345.0,57824020083.0,198862004977.0,638269628960.0,405876982887.0,175972773679.0,12.3,12.49,31.16,230.65,True
086520,에코프로,KOSDAQ,8183,564,2891,3.0,102103,135776,12.0,00536541,CFS,253280195475.0,115003732207.0,213763514884.0,-293038698088.0,298172334242.0,1292684617165.0,1229784092214.0,930796944636.0,647932993829.0,120.24,172.95,105.11,143.66,False
086670,비엠티,KOSDAQ,356,18,42,14.0,1435,9925,12.0,00524786,CFS,146079952274.0,132138323499.0,17155400014.0,6947729013.0,18656591444.0,112791581211.0,150859607302.0,142384395877.0,107162248752.0,10.55,146.92,74.77,132.87,True
086710,선진뷰티사이언스,KOSDAQ,227,15,23,6.0,824,12203,12.0,00132202,CFS,68805862444.0,72592297354.0,3171429313.0,9272281634.0,6598042328.0,82916195662.0,83105692483.0,41163101439.0,36008026291.0,-5.22,-65.8,99.77,114.32,True
086820,바이오솔루션,KOSDAQ,38,-13,-20,0.0,1511,25924,12.0,00560982,CFS,15209634550.0,12888526978.0,-4318226390.0,-5069222611.0,-5142015726.0,36469045262.0,32003384947.0,17846004239.0,34201790856.0,18.01,14.81,113.95,52.18,False
086890,이수앱지스,KOSDAQ,0,0,0,0.0,1264,40774,12.0,00526872,CFS,56672366046.0,60258326174.0,1634413733.0,13401623331.0,3886085129.0,44436947485.0,114458693183.0,70443643828.0,36472121214.0,-5.95,-87.8,38.82,193.14,True
086900,메디톡스,KOSDAQ,607,74,97,5.0,5035,7298,12.0,00580199,CFS,222046566421.0,208149476160.0,13434066885.0,19143379758.0,23247254469.0,122516444790.0,440937549992.0,147024929277.0,101117670135.0,6.68,-29.82,27.79,145.4,True
086960,MDS테크,KOSDAQ,509,45,27,7.0,769,42528,12.0,00445841,CFS,125608530650.0,109254578103.0,6595169630.0,4569689694.0,5185679316.0,53587362466.0,131063373203.0,88531051550.0,52189372176.0,14.97,44.32,40.89,169.63,True
086980,쇼박스,KOSDAQ,789,217,218,3.0,1234,62438,12.0,00303794,CFS,62496287850.0,92608814293.0,-11432763728.0,24446209489.0,-28107788689.0,25438291226.0,107181476285.0,82257370248.0,24627047064.0,-32.52,-146.77,23.73,334.01,False
087010,펩트론,KOSDAQ,32,-165,-216,-23.0,24786,23317,12.0,00415868,CFS,5634817675.0,3152181439.0,-21257383888.0,-16527819080.0,-15883908215.0,36970942097.0,142008658725.0,115324356432.0,7011543301.0,78.76,-28.62,26.03,1644.78,False
087260,모바일어플라이언스,KOSDAQ,45,-29,-30,-8.0,80,32552,12.0,00556615,CFS,33625036629.0,38418631229.0,-603763153.0,1698974614.0,598596419.0,11540833643.0,50025290715.0,40532617923.0,10619600814.0,-12.48,-135.54,23.07,381.68,False
087600,픽셀플러스,KOSDAQ,535,8,36,4.0,335,8166,12.0,00495086,CFS,42707711339.0,53481912534.0,-5629969304.0,846348242.0,-6280835584.0,22286170747.0,84702175180.0,36247831636.0,12033785543.0,-20.15,-765.21,26.31,301.22,False
088130,동아엘텍,KOSDAQ,409,40,-170,29.0,874,17485,12.0,00489243,CFS,62932693138.0,60372110161.0,1237201396.0,6617463871.0,6500961002.0,39638948947.0,102657748206.0,72622909947.0,38665159567.0,4.24,-81.3,38.61,187.83,True
088280,쏘닉스,KOSDAQ,170,-45,-22,-5.0,443,17306,12.0,00561723,CFS,18205980616.0,16978336210.0,-6660877218.0,-4539450342.0,-5165198707.0,17632019502.0,34926456265.0,19966794267.0,9984972980.0,7.23,-46.73,50.48,199.97,False
088290,이원컴포텍,KOSDAQ,85,-9,-15,0.0,186,7976,12.0,00409140,CFS,56577030456.0,52494186671.0,1612599759.0,2471726103.0,879838240.0,14013053625.0,9563921091.0,7613232502.0,12620677151.0,7.78,-34.76,146.52,60.32,True
088340,유라클,KOSDAQ,87,-8,-8,-31.0,270,4364,12.0,00407294,CFS,35058674031.0,38085541380.0,-6420689827.0,2237759090.0,3422490432.0,16542745357.0,19643542083.0,22714189716.0,7910984397.0,-7.95,-386.92,84.21,287.12,False
088390,이녹스,KOSDAQ,144,8,11,12.0,646,9385,12.0,00494476,CFS,22879032512.0,24640354249.0,14765428596.0,18415628076.0,5341656282.0,87654019872.0,180348929918.0,19518849142.0,45945905081.0,-7.15,-19.82,48.6,42.48,True
088800,에이스테크,KOSDAQ,332,-41,-37,-36.0,1228,75506,12.0,00556907,CFS,159338105605.0,125495541833.0,-7375083715.0,-4047279728.0,-28656631031.0,125534546305.0,54571789466.0,88622534649.0,118836496247.0,26.97,-82.22,230.04,74.58,False
088910,동우팜투테이블,KOSDAQ,760,42,83,14.0,553,25721,12.0,00228712,CFS,321960746800.0,299385211204.0,13550451213.0,-3699544501.0,21333975314.0,40469172591.0,238845871950.0,126658018814.0,34854091981.0,7.54,466.27,16.94,363.39,False
089010,켐트로닉스,KOSDAQ,1745,74,50,2.0,3479,16770,12.0,00371485,CFS,356736942242.0,337382240595.0,13539056604.0,15566112057.0,-5332090732.0,342237012288.0,177763276936.0,156337125384.0,222493928113.0,5.74,-13.02,192.52,70.27,False
089030,테크윙,KOSDAQ,524,97,-78,2.0,17341,37053,12.0,00535676,CFS,148152535512.0,163904291688.0,15697303942.0,22776785907.0,5668934452.0,415604999029.0,214182639453.0,254141521457.0,148617672247.0,-9.61,-31.08,194.04,171.0,True
089140,넥스턴앤롤코리아,KOSDAQ,255,36,53,-5.0,329,15316,12.0,00416414,CFS,11808637507.0,13741156276.0,-5548893764.0,885985867.0,3086358014.0,86386550887.0,123567136364.0,29017744143.0,85164561471.0,-14.06,-726.3,69.91,34.07,False
089150,케이씨티,KOSDAQ,0,0,0,0.0,303,17150,12.0,00441447,CFS,23089563975.0,11668311681.0,4034569150.0,1607430147.0,2169315930.0,19826140647.0,35937295251.0,4758648124.0,15135255665.0,97.88,150.99,55.17,31.44,True
089230,THE E&M,KOSDAQ,62,-21,-176,-130.0,515,38421,12.0,00519252,CFS,8539489733.0,12704987625.0,-8515978046.0,-7042962378.0,-6902014834.0,49389986541.0,18577770386.0,10583133430.0,44237286219.0,-32.79,-20.91,265.86,23.92,False
089600,KT나스미디어,KOSDAQ,0,0,0,0.0,1148,11568,12.0,00486097,CFS,117892709347.0,103825467382.0,12318190519.0,17467426179.0,20516812349.0,238575531491.0,201690323413.0,376595345975.0,227143322040.0,13.55,-29.48,118.29,165.8,True
089790,제이티,KOSDAQ,232,17,41,6.0,411,10315,12.0,00365457,CFS,37911576008.0,49171846376.0,-1866018125.0,505256369.0,2947726137.0,35137840485.0,63727538359.0,71768521902.0,34853272443.0,-22.9,-469.32,55.14,205.92,False
089850,유비벨록스,KOSDAQ,1534,-24,-14,-4.0,614,14730,12.0,00592653,CFS,111526219149.0,115448707106.0,3788861938.0,5236851798.0,11920036151.0,104957241875.0,102076063800.0,55037927669.0,91076225417.0,-3.4,-27.65,102.82,60.43,True
089890,코세스,KOSDAQ,126,15,25,16.0,3565,16584,12.0,00365934,CFS,82361273951.0,69184238320.0,17469075401.0,-5568932901.0,8017318466.0,18237426965.0,74118936378.0,55019672077.0,14667522502.0,19.05,413.69,24.61,375.11,False
089970,브이엠,KOSDAQ,889,301,340,30.0,23509,26326,12.0,00544577,CFS,144411787537.0,70277411560.0,28050503181.0,-6243610993.0,-9292385182.0,71604166179.0,176925694012.0,207172108873.0,68285014425.0,105.49,549.27,40.47,303.39,False
089980,상아프론테크,KOSDAQ,485,12,8,4.0,2089,15989,12.0,00181299,CFS,171288954591.0,142399506352.0,9951260491.0,9784042467.0,9530166102.0,129714303300.0,203492523359.0,138175721027.0,116226212404.0,20.29,1.71,63.74,118.89,True
090150,아이윈,KOSDAQ,275,16,22,22.0,208,41875,12.0,00365624,CFS,105588807690.0,114684978824.0,3320826079.0,3647713961.0,4545561413.0,73980839126.0,40221101392.0,76782218561.0,70363208063.0,-7.93,-8.96,183.94,109.12,True
090360,로보스타,KOSDAQ,251,1,9,-2.0,5742,9750,12.0,00536523,CFS,74678831313.0,88243502158.0,-5811472013.0,-138212495.0,1901530179.0,22225997082.0,86390178344.0,75366768145.0,22026433531.0,-15.37,-4104.74,25.73,342.17,False
090410,덕신이피씨,KOSDAQ,257,0,2,-1.0,319,46084,12.0,00454937,CFS,105277518468.0,144534794383.0,1327298982.0,10596956430.0,28595309822.0,78204576986.0,124499142941.0,62432616254.0,47823855106.0,-27.16,-87.47,62.82,130.55,True
090470,제이스로보틱스,KOSDAQ,64,-69,-64,-18.0,677,17476,12.0,00493185,CFS,28687230801.0,60579196915.0,-21742788334.0,-4824797482.0,164923429.0,40169221484.0,136465611688.0,54158607808.0,39450771260.0,-52.65,-350.65,29.44,137.28,False
090710,휴림로봇,KOSDAQ,300,-46,-8,-13.0,7520,119559,12.0,00540429,CFS,11984560325.0,14186119286.0,-4689280806.0,-7087840644.0,-4920062030.0,4349189092.0,122119522641.0,16090062160.0,4173661605.0,-15.52,33.84,3.56,385.51,False
090850,현대이지웰,KOSDAQ,463,74,81,21.0,1362,22477,12.0,00656951,CFS,137874570982.0,126780692917.0,24183805396.0,20576302289.0,19747413719.0,110135359744.0,110554501419.0,149215948168.0,103416055764.0,8.75,17.53,99.62,144.29,True
091120,이엠텍,KOSDAQ,486,-48,-39,-6.0,658,17132,12.0,00541163,CFS,106591492908.0,95216172520.0,-11204235597.0,-31267804238.0,-19825945234.0,81659234883.0,175033709322.0,61990836076.0,61294377713.0,11.95,64.17,46.65,101.14,False
091340,S&K폴리텍,KOSDAQ,705,67,83,6.0,249,11703,12.0,00580667,CFS,9795832228.0,13432285347.0,-11284849412.0,-3168085567.0,-4450187154.0,32501393325.0,35553472205.0,24848387559.0,27306151311.0,-27.07,-256.2,91.42,91.0,False
091440,한울소재과학,KOSDAQ,15,-36,-50,-77.0,974,33425,12.0,00560122,CFS,11361941357.0,15589413342.0,-15496569506.0,-10748014078.0,-2404655094.0,54051831968.0,44075125379.0,21624887670.0,18980978184.0,-27.12,-44.18,122.64,113.93,False
091580,상신이디피,KOSDAQ,722,49,60,5.0,1877,13328,12.0,00480783,CFS,101514143495.0,103642053449.0,4696111811.0,862175458.0,11616629839.0,124361240209.0,123618693850.0,64129730496.0,110464088845.0,-2.05,444.68,100.6,58.05,True
091590,남화토건,KOSDAQ,176,4,11,7.0,632,11740,12.0,00108001,CFS,69637608293.0,55475927241.0,4091134325.0,-1371315888.0,-3726535932.0,17783892657.0,128497929749.0,24876689936.0,16362193977.0,25.53,398.34,13.84,152.04,False
091700,파트론,KOSDAQ,4510,122,138,7.0,2835,50000,12.0,00490151,CFS,1281439139367.0,1385125518470.0,36649859169.0,41826813560.0,29177733713.0,198408318100.0,511162910622.0,384208646531.0,195925322983.0,-7.49,-12.38,38.82,196.1,True
091970,LSK아이로봇,KOSDAQ,86,-14,-16,-35.0,294,7534,12.0,00542074,CFS,13128693219.0,14303162584.0,1490106603.0,981085709.0,-480692019.0,37011402051.0,21322040999.0,15616227775.0,24101816336.0,-8.21,51.88,173.58,64.79,False
092040,아미코젠,KOSDAQ,123,-32,194,-4.0,811,70655,12.0,00545734,CFS,40521947937.0,40858630618.0,-10028583161.0,-7663425807.0,-4420309803.0,86335551188.0,111135688616.0,39204340255.0,49238808314.0,-0.82,-30.86,77.68,79.62,False
092070,디엔에프,KOSDAQ,0,0,0,0.0,1365,11571,12.0,00569691,CFS,79133452883.0,73948566785.0,-673697018.0,-1018922570.0,-2862629573.0,10790662175.0,149412625334.0,56098274458.0,9919346230.0,7.01,33.88,7.22,565.54,False
092130,이크레더블,KOSDAQ,88,7,9,41.0,1693,12043,12.0,00634728,CFS,48435933977.0,43704771480.0,14938933142.0,14327233703.0,11915089722.0,9066803016.0,41314989019.0,39366688927.0,8965918364.0,10.83,4.27,21.95,439.07,True
092190,서울바이오시스,KOSDAQ,1878,104,108,10.0,2568,45868,12.0,00488402,CFS,257076779691.0,209975523033.0,-11135385448.0,-33722975941.0,-62679348798.0,207246950478.0,74353064313.0,106608438284.0,190946409892.0,22.43,66.98,278.73,55.83,False
092300,현우산업,KOSDAQ,607,34,44,10.0,455,20149,12.0,00367455,CFS,213418593354.0,187604571296.0,4937820345.0,720619714.0,7728626019.0,86807167909.0,109267921702.0,94997457531.0,83113428099.0,13.76,585.22,79.44,114.3,True
092460,한라IMS,KOSDAQ,394,55,79,14.0,2532,17109,12.0,00528515,CFS,131636821680.0,102593108938.0,22370460777.0,15609348833.0,5176189706.0,40601452792.0,196676219736.0,125390943367.0,39102938210.0,28.31,43.31,20.64,320.67,True
092600,앤씨앤,KOSDAQ,162,-4,-14,52.0,119,5016,12.0,00537337,CFS,63012514521.0,57475518787.0,-2265856574.0,-3899329210.0,-8975453842.0,20077724382.0,30115760910.0,20420544395.0,17647287604.0,9.63,41.89,66.67,115.71,False
092730,네오팜,KOSDAQ,1322,288,323,15.0,3083,16027,12.0,00551920,CFS,132104934470.0,119191350145.0,28847998082.0,24827494507.0,25597476639.0,22469369008.0,195213381057.0,176333592353.0,21034602774.0,10.83,16.19,11.51,838.3,True
092870,엑시콘,KOSDAQ,98,-20,12,6.0,1998,13050,12.0,00611736,CFS,66026746277.0,31611346967.0,80134205.0,-15897323466.0,1464673880.0,28807510855.0,167044282264.0,83926584653.0,26236165629.0,108.87,100.5,17.25,319.89,False
093190,빅솔론,KOSDAQ,375,56,76,12.0,1558,19238,12.0,00478900,CFS,104012291137.0,93193298449.0,15242481336.0,9452980205.0,9570529675.0,21338436512.0,192525959366.0,114303166522.0,16924663026.0,11.61,61.25,11.08,675.36,True
093320,케이아이엔엑스,KOSDAQ,425,89,95,11.0,6173,4880,12.0,00603348,CFS,105556074125.0,94386401532.0,20234737560.0,19962649468.0,21821798429.0,80199499420.0,180346413328.0,35286102094.0,17192927198.0,11.83,1.36,44.47,205.24,True
093380,풍강,KOSDAQ,661,36,63,7.0,263,9879,8.0,00155373,CFS,90080578110.0,92604728451.0,817103024.0,1017078973.0,5124925884.0,21341725873.0,70013240005.0,34883065921.0,15381452863.0,-2.73,-19.66,30.48,226.79,True
093520,매커스,KOSDAQ,553,91,94,20.0,2167,11901,12.0,00596677,CFS,218739440940.0,181346271084.0,31083325544.0,24796504466.0,28467382532.0,107664579742.0,126117325734.0,207886910444.0,107590283490.0,20.62,25.35,85.37,193.22,True
093640,케이알엠,KOSDAQ,16,-18,-15,-18.0,1024,32843,12.0,00536888,CFS,9009232070.0,11178384093.0,-9660234157.0,-9267036260.0,-21930773250.0,10652626502.0,70507387213.0,42751608875.0,10546163030.0,-19.4,-4.24,15.11,405.38,False
093920,서원인텍,KOSDAQ,365,10,44,4.0,888,18600,12.0,00445799,CFS,55070183869.0,60327274972.0,265749086.0,129012687.0,3141881745.0,6961378194.0,217500531350.0,184765316765.0,6734378194.0,-8.71,105.99,3.2,2743.61,True
094170,동운아나텍,KOSDAQ,0,0,0,0.0,6074,20909,12.0,00695969,CFS,127630547202.0,138261288524.0,2418553415.0,17468001192.0,25107570805.0,40706390440.0,69220827676.0,95099578813.0,16972174442.0,-7.69,-86.15,58.81,560.33,True
