종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,고유번호,재무제표종류,매출액_당기,매출액_전기,영업이익_당기,영업이익_전기,영업이익_전전기,부채총계,자본총계,유동자산,유동부채,매출액성장률(%),영업이익성장률(%),부채비율(%),유동비율(%),3년연속흑자
094360,칩스앤미디어,KOSDAQ,58,2,14,10.0,2148,21355,12.0,00579971,CFS,,,6940587442.0,5296892448.0,7758055850.0,21774632428.0,88276827435.0,74017143591.0,7224491699.0,,31.03,24.67,1024.53,True
094480,갤럭시아머니트리,KOSDAQ,351,46,30,7.0,1804,39229,12.0,00587457,CFS,129714527826.0,128757007078.0,19892577502.0,14859102481.0,12693513368.0,276536370306.0,129186199804.0,343860521607.0,266859833400.0,0.74,33.87,214.06,128.85,True
094820,일진파워,KOSDAQ,638,70,85,17.0,1598,15078,12.0,00485177,CFS,152677376436.0,119231924961.0,11258088262.0,8525837049.0,6867358721.0,63064764846.0,144843997946.0,68114815918.0,37015082834.0,28.05,32.05,43.54,184.02,True
094840,슈프리마에이치큐,KOSDAQ,73,10,22,5.0,1265,9806,12.0,00599957,CFS,21155758606.0,20085889494.0,3989850432.0,2624898906.0,-2413050199.0,5741653244.0,195206295959.0,66852758854.0,3912648156.0,5.33,52.0,2.94,1708.63,False
094850,참좋은여행,KOSDAQ,0,0,0,0.0,589,14000,12.0,00606770,CFS,,,9782339403.0,1996021746.0,6419133670.0,71810392156.0,99111448279.0,126059885836.0,70836134064.0,,390.09,72.45,177.96,True
094860,네오리진,KOSDAQ,67,-11,55,-22.0,754,53110,12.0,00599106,CFS,10074347684.0,16040654272.0,-8188798526.0,-5044786177.0,145567804.0,9672485300.0,27728982010.0,17461386220.0,9599950541.0,-37.19,-62.32,34.88,181.89,False
094940,푸른로보틱스,KOSDAQ,43,-5,-8,-3.0,466,8361,12.0,00537832,CFS,23347881590.0,34628126715.0,-393488293.0,2892088649.0,2119553838.0,8139445575.0,36915244989.0,23578551953.0,7820567966.0,-32.58,-113.61,22.05,301.49,False
094970,제이엠티,KOSDAQ,680,34,63,14.0,437,16748,12.0,00533508,CFS,63229688173.0,58163984678.0,1256684164.0,1766108234.0,-788743926.0,21073987986.0,65477056485.0,57826527059.0,21033987986.0,8.71,-28.84,32.19,274.92,False
095190,신화프리텍,KOSDAQ,1208,22,-43,-5.0,1341,65260,12.0,00526951,CFS,92505989386.0,85434971594.0,-4776540963.0,3904643573.0,2979845014.0,125365607573.0,108410281400.0,92986466552.0,77635086591.0,8.28,-222.33,115.64,119.77,False
095270,웨이브일렉트로,KOSDAQ,158,-11,-12,2.0,528,14372,12.0,00526696,CFS,46235063752.0,48472115881.0,-1409055653.0,446609708.0,1978958742.0,29602129533.0,51266611696.0,55286656878.0,20045350295.0,-4.62,-415.5,57.74,275.81,False
095340,ISC,KOSDAQ,683,236,266,13.0,29506,21197,12.0,00572905,CFS,182200360754.0,166424149633.0,47657151920.0,39041823931.0,13104256018.0,72077699240.0,544233434115.0,408771099410.0,71024204859.0,9.48,22.07,13.24,575.54,True
095500,미래나노텍,KOSDAQ,1243,85,135,5.0,2127,31009,12.0,00526836,CFS,322914786223.0,288985463168.0,19720985515.0,14080197684.0,-1163276743.0,166710766129.0,263390579251.0,183197734992.0,165849870128.0,11.74,40.06,63.29,110.46,False
095610,테스,KOSDAQ,972,222,288,18.0,32079,19360,12.0,00524421,CFS,347392290853.0,237287236903.0,58307417473.0,38438798186.0,-6125258499.0,95360534335.0,395361995031.0,204284906296.0,47378098053.0,46.4,51.69,24.12,431.18,False
095660,네오위즈,KOSDAQ,1014,70,202,11.0,3710,21636,12.0,00628860,CFS,367739050341.0,284239264549.0,71651311067.0,52676747671.0,44500521650.0,95276025695.0,536242104490.0,278265977998.0,88816442054.0,29.38,36.02,17.77,313.3,True
095700,제넥신,KOSDAQ,0,0,0,0.0,1072,45540,12.0,00545929,CFS,4573913204.0,2932735736.0,-36172268141.0,-37245760360.0,-41240886624.0,124510721817.0,246755395910.0,45851004746.0,116858926663.0,55.96,2.88,50.46,39.24,False
095910,에스에너지,KOSDAQ,264,-60,-75,-35.0,280,37296,12.0,00585538,CFS,64014816974.0,89184843222.0,3275243982.0,894558689.0,7413682573.0,71693388210.0,34928222462.0,33715908991.0,67842482685.0,-28.22,266.13,205.26,49.7,True
096240,크레버스,KOSDAQ,584,26,20,12.0,870,10238,12.0,00525882,CFS,200976573618.0,204151291822.0,7528098013.0,14267352206.0,26232124245.0,111687319121.0,43530487464.0,49621500309.0,82582437812.0,-1.56,-47.24,256.57,60.09,True
096250,와이즈넛,KOSDAQ,72,-14,-10,7.0,786,13106,12.0,00351427,CFS,34753891834.0,34943097325.0,101862548.0,1672667859.0,3454053691.0,6257131409.0,67709501190.0,58551705914.0,5224121721.0,-0.54,-93.91,9.24,1120.8,True
096350,대창솔루션,KOSDAQ,212,15,10,-15.0,596,36854,12.0,00177870,CFS,43617668790.0,41269402318.0,731594045.0,-1761280109.0,3408758891.0,68234265502.0,31531915603.0,29473648169.0,35931762686.0,5.69,141.54,216.4,82.03,False
096530,씨젠,KOSDAQ,1291,236,393,5.0,14205,52225,12.0,00788773,CFS,345322484874.0,299122016239.0,35686295082.0,-17822623720.0,-31509221671.0,163320005873.0,877522267284.0,684481720722.0,130200497505.0,15.45,300.23,18.61,525.71,False
096610,알에프세미,KOSDAQ,54,2,13,10.0,515,17386,12.0,00516246,CFS,21364708748.0,23472685057.0,1338158376.0,-3645173103.0,-15913930749.0,7373180696.0,12860190972.0,10878470759.0,4932227899.0,-8.98,136.71,57.33,220.56,False
096630,에스코넥,KOSDAQ,581,3,-10,24.0,287,15876,12.0,00573269,CFS,45794250346.0,57501772446.0,1533630834.0,394979065.0,2643143772.0,40116225171.0,57850579998.0,23860370242.0,35282612658.0,-20.36,288.28,69.34,67.63,True
096690,에이루트,KOSDAQ,135,-30,-30,-15.0,205,4022,12.0,00608839,CFS,36209165357.0,48129673657.0,-3755223244.0,-18119670821.0,-5109894443.0,36675581749.0,112494494969.0,29926186324.0,26458107159.0,-24.77,79.28,32.6,113.11,False
096870,엘디티,KOSDAQ,100,-8,-3,-2.0,186,8347,12.0,00540571,CFS,11045810425.0,10028868219.0,305927068.0,-835658027.0,-348855996.0,2264617473.0,20253757741.0,17301750628.0,1839627904.0,10.14,136.61,11.18,940.5,False
097780,에코볼트,KOSDAQ,280,-7,9,-8.0,267,20293,12.0,00562360,CFS,186521190772.0,138886819687.0,2240916468.0,-11304538344.0,1221198292.0,29313823698.0,208235162178.0,119019904702.0,29229552814.0,34.3,119.82,14.08,407.19,False
097800,윈팩,KOSDAQ,741,-233,-303,-53.0,508,27290,12.0,00536286,CFS,75547662067.0,74141469775.0,-14289046752.0,-23272387288.0,-22857360132.0,67784183679.0,62880479225.0,25851012822.0,59374441965.0,1.9,38.6,107.8,43.54,False
097870,효성오앤비,KOSDAQ,179,31,15,1.0,431,8490,6.0,00367385,CFS,23417818578.0,27241518339.0,3386109818.0,4204084321.0,1214726698.0,9425280021.0,75991529725.0,46527479343.0,9038415348.0,-14.04,-19.46,12.4,514.77,True
098070,한텍,KOSDAQ,470,76,104,25.0,2518,11121,12.0,00404941,CFS,171902906776.0,155843764900.0,38146841853.0,16756834420.0,15155516832.0,66799456455.0,162566077947.0,121738393245.0,61321845072.0,10.3,127.65,41.09,198.52,True
098120,마이크로컨텍솔,KOSDAQ,276,54,67,23.0,1895,8312,12.0,00568188,CFS,89184878363.0,66841927277.0,13031574463.0,10256214494.0,8343210125.0,15030960415.0,81306871568.0,50990114735.0,10563196585.0,33.43,27.06,18.49,482.71,True
098460,고영,KOSDAQ,727,99,204,8.0,17460,68204,12.0,00579999,CFS,204204518136.0,172874781139.0,17006595646.0,2469611006.0,21426781352.0,64769874675.0,337562129832.0,314086834363.0,56171796324.0,18.12,588.63,19.19,559.15,True
098660,에스티오,KOSDAQ,159,-7,-12,-21.0,185,12500,12.0,00612188,CFS,71506466024.0,70232657753.0,-1554751618.0,285339350.0,3511604817.0,49577344411.0,22400646551.0,33416498785.0,34426316931.0,1.81,-644.88,221.32,97.07,False
099190,아이센스,KOSDAQ,751,9,19,-2.0,4359,28757,12.0,00550994,CFS,239058916304.0,214023112269.0,6801408427.0,12656558814.0,15602341339.0,211031953537.0,324238816366.0,196068699205.0,141691163059.0,11.7,-46.26,65.09,138.38,True
099220,SDN,KOSDAQ,172,2,-9,-3.0,423,62944,12.0,00574611,CFS,86251707624.0,83454645439.0,461538785.0,-7821198414.0,-8012073870.0,65629679269.0,59284110666.0,63337756404.0,53806080086.0,3.35,105.9,110.7,117.71,False
099320,쎄트렉아이,KOSDAQ,372,-20,-20,5.0,8125,10951,12.0,00449254,CFS,197895121110.0,161730960890.0,16628403105.0,10221314681.0,8682571218.0,146763164580.0,273639944286.0,218659875435.0,143766420903.0,22.36,62.68,53.63,152.09,True
099390,브레인즈컴퍼니,KOSDAQ,41,-12,-2,13.0,256,8208,12.0,00642897,CFS,21189338858.0,21860822379.0,4111475956.0,4422412661.0,3272180058.0,4092357836.0,55122172163.0,49336786062.0,3217935189.0,-3.07,-7.03,7.42,1533.18,True
099410,동방선기,KOSDAQ,357,41,45,16.0,401,14000,12.0,00526678,CFS,41878629483.0,35715981658.0,9289358838.0,4081910540.0,3414161413.0,17091025912.0,49838946052.0,24546460178.0,5433485780.0,17.25,127.57,34.29,451.76,True
099430,바이오플러스,KOSDAQ,265,57,72,9.0,2222,61640,12.0,00636656,CFS,53375453332.0,48183617893.0,6216819190.0,19627343717.0,25464166378.0,78548597360.0,175120980847.0,42460752689.0,70629211805.0,10.78,-68.33,44.85,60.12,True
099440,스맥,KOSDAQ,292,-48,-50,-27.0,2040,68243,12.0,00580056,CFS,139944204458.0,165357640087.0,-10641475172.0,15392040252.0,20813028522.0,143558748383.0,170967749026.0,164652809406.0,109289747216.0,-15.37,-169.14,83.97,150.66,False
099520,DGI,KOSDAQ,74,-5,-2,-9.0,581,45281,12.0,00627029,CFS,25080258475.0,21106907911.0,-3232443681.0,559204091.0,-4988320239.0,6447047526.0,23150739648.0,18060939908.0,5453868645.0,18.82,-678.04,27.85,331.16,False
099750,이지케어텍,KOSDAQ,789,50,64,15.0,882,13659,3.0,00490090,CFS,71690852479.0,68110490039.0,3755935466.0,2491881146.0,-5271208286.0,9702658764.0,35678546833.0,19285086930.0,7702866963.0,5.26,50.73,27.19,250.36,False
100030,인지소프트,KOSDAQ,46,9,137,45.0,563,3283,12.0,00641171,CFS,18922277464.0,18889773419.0,2363998472.0,1181279838.0,3930645842.0,13734378262.0,69533310943.0,58374102049.0,10751483567.0,0.17,100.12,19.75,542.94,True
100120,뷰웍스,KOSDAQ,582,88,109,12.0,2054,8971,12.0,00609324,CFS,227344613633.0,210570063966.0,26198403675.0,24331285780.0,19268795032.0,88706194421.0,256686551455.0,175155647137.0,84140969391.0,7.97,7.67,34.56,208.17,True
100130,동국S&C,KOSDAQ,158,-10,-41,-5.0,844,57143,12.0,00415594,CFS,119089577038.0,165067122429.0,7233399645.0,-5301957614.0,-35473796690.0,70085912539.0,182305746623.0,78495416627.0,69827619066.0,-27.85,236.43,38.44,112.41,False
100590,머큐리,KOSDAQ,260,-12,9,1.0,529,17139,12.0,00364740,CFS,109270861494.0,131624245893.0,672531361.0,271903761.0,6338844222.0,30762668932.0,143075661861.0,61263653766.0,18178571169.0,-16.98,147.34,21.5,337.01,True
100660,서암기계공업,KOSDAQ,110,-4,0,0.0,363,12600,12.0,00166528,CFS,42142074274.0,42371013550.0,-721843288.0,-1293990084.0,613607689.0,11742438218.0,66293993257.0,49404816235.0,11706417583.0,-0.54,44.22,17.71,422.03,False
100700,세운메디칼,KOSDAQ,154,34,45,8.0,1011,43800,12.0,00362201,CFS,61941122993.0,58816225506.0,10158684559.0,9486518354.0,14505043238.0,14961006148.0,151172188070.0,116537883869.0,14961006148.0,5.31,7.09,9.9,778.94,True
100790,미래에셋벤처투자,KOSDAQ,537,151,151,12.0,7080,53120,12.0,00340096,CFS,79760241742.0,68452052040.0,,,,36832135392.0,345432638366.0,,,16.52,,10.66,,
101000,KS인더스트리,KOSDAQ,104,-8,-10,-15.0,143,39641,12.0,00618410,CFS,30893809082.0,23531372713.0,-5338808167.0,-847666804.0,-1196554520.0,23639535073.0,34567346062.0,14439053890.0,11454536638.0,31.29,-529.82,68.39,126.06,False
101160,월덱스,KOSDAQ,691,143,243,14.0,4862,16510,12.0,00580065,CFS,249341711418.0,279173711620.0,59809821904.0,72022893852.0,66491309479.0,52622712962.0,340631118997.0,302174639429.0,44008261027.0,-10.69,-16.96,15.45,686.63,True
101170,우림피티에스,KOSDAQ,103,-4,4,3.0,939,13500,12.0,00567222,CFS,57112791211.0,71766793137.0,1195996304.0,-1592816788.0,2516789854.0,10216386301.0,82769796265.0,36009091484.0,9927649358.0,-20.42,175.09,12.34,362.72,False
101240,씨큐브,KOSDAQ,601,102,110,11.0,337,11357,12.0,00520610,CFS,56519406165.0,60146725509.0,10172022142.0,10214678160.0,5030755309.0,26057704948.0,115503165591.0,51527301985.0,22633572115.0,-6.03,-0.42,22.56,227.66,True
101330,모베이스,KOSDAQ,3311,100,197,6.0,759,23147,12.0,00498001,CFS,14161768922.0,13548208752.0,7057983129.0,6238688915.0,7085288433.0,1122154041.0,217134442344.0,60934587822.0,1083614242.0,4.53,13.13,0.52,5623.27,True
101360,에코앤드림,KOSDAQ,162,-8,-2,-4.0,1157,17786,12.0,00619640,CFS,135550606124.0,101691326104.0,-507590902.0,475018062.0,-3273376335.0,250376225242.0,213655906178.0,83262325820.0,106902928568.0,33.3,-206.86,117.19,77.89,False
101400,엔시트론,KOSDAQ,85,-14,-12,-5.0,196,11741,12.0,00641393,CFS,15581394276.0,25341237312.0,-1787264735.0,-948443568.0,758784112.0,2875496330.0,41068099074.0,23156440184.0,2005327744.0,-38.51,-88.44,7.0,1154.75,False
101490,에스앤에스텍,KOSDAQ,617,114,134,21.0,8608,21334,12.0,00411048,CFS,234810218725.0,166609723104.0,48923833646.0,29456444176.0,21885286207.0,88039670566.0,303046860554.0,176323483158.0,51364802146.0,40.93,66.09,29.05,343.28,True
101670,하이드로리튬,KOSDAQ,10,-34,-342,0.0,505,56777,12.0,00527491,CFS,3368949713.0,2150142872.0,-15057541849.0,-6785556250.0,-35826848486.0,19548866959.0,62380210119.0,7308507606.0,17100610951.0,56.68,-121.91,31.34,42.74,False
101680,한국정밀기계,KOSDAQ,637,21,15,4.0,188,8404,12.0,00257732,CFS,30571562943.0,63700982506.0,-7526560759.0,2072658584.0,-7015040631.0,37054567593.0,33974563760.0,59830748581.0,33071494793.0,-52.01,-463.14,109.07,180.91,False
101730,위메이드맥스,KOSDAQ,327,-153,-127,-10.0,3230,83803,12.0,00643656,CFS,14337983364.0,10967809127.0,7051900048.0,4812105834.0,2837409828.0,4989413809.0,520366880127.0,38069923251.0,3922699369.0,30.73,46.54,0.96,970.5,True
101930,인화정공,KOSDAQ,260,42,78,11.0,3015,45694,12.0,00482426,CFS,92353371754.0,80173980936.0,15383800844.0,11330328804.0,5192014785.0,97338745042.0,359940767995.0,210447270668.0,86337675065.0,15.19,35.78,27.04,243.75,True
101970,우양에이치씨,KOSDAQ,312,30,58,0.0,1405,14790,12.0,00450931,CFS,100854566106.0,183248928232.0,706458866.0,31088289307.0,25271416847.0,66350547408.0,184304709683.0,103244742001.0,41875305103.0,-44.96,-97.73,36.0,246.55,True
102120,어보브반도체,KOSDAQ,625,32,51,8.0,1207,17780,12.0,00591441,CFS,172077418193.0,158073145826.0,24242318231.0,19681138129.0,12606576898.0,69907907282.0,135896979872.0,103327714529.0,55276261729.0,8.86,23.18,51.44,186.93,True
102370,케이옥션,KOSDAQ,28,-3,-5,-4.0,781,25888,12.0,00668600,CFS,11406245281.0,14055411265.0,-1665266574.0,-2399128933.0,-1505418948.0,89411306213.0,108321545957.0,49856653213.0,32173491891.0,-18.85,30.59,82.54,154.96,False
102710,이엔에프테크놀로지,KOSDAQ,1709,249,270,13.0,5572,14287,12.0,00530185,CFS,598981663495.0,519173187119.0,78539134037.0,59332963492.0,25692453875.0,153406620667.0,437980642731.0,182994117992.0,85464743216.0,15.37,32.37,35.03,214.12,True
102940,코오롱생명과학,KOSDAQ,497,29,208,7.0,2762,13090,12.0,00525642,CFS,205547750006.0,159670672472.0,24923859854.0,-13997660963.0,-14935229752.0,323725643700.0,582689933747.0,99437524670.0,163870256302.0,28.73,278.06,55.56,60.68,False
103230,에스앤더블류,KOSDAQ,471,35,36,10.0,174,7200,12.0,00137012,CFS,48804282274.0,47130238829.0,900988892.0,3455878656.0,3232674061.0,31799138602.0,53478456916.0,23330809780.0,9546239700.0,3.55,-73.93,59.46,244.4,True
103840,우양,KOSDAQ,1763,5,-59,-3.0,314,16366,12.0,00486875,CFS,183775849010.0,176260400982.0,4665621991.0,453831839.0,1300007010.0,106958061433.0,46414583410.0,72295282867.0,94115772949.0,4.26,928.05,230.44,76.82,True
104040,디에스엠,KOSDAQ,125,-33,-40,0.0,772,26813,12.0,00442905,CFS,15374917336.0,3754090710.0,-9301647345.0,-7134851018.0,-7995281979.0,57622651355.0,128954798759.0,26476925925.0,31331692142.0,309.55,-30.37,44.68,84.51,False
104200,NHN벅스,KOSDAQ,521,4,-124,-20.0,369,14827,12.0,00645089,CFS,44899287200.0,52070939126.0,-734987723.0,357425932.0,803513553.0,16120788290.0,50686615310.0,28886944585.0,14480871460.0,-13.77,-305.63,31.8,199.48,False
104460,디와이피엔에프,KOSDAQ,607,36,51,13.0,922,10518,12.0,00602136,CFS,365502243845.0,284531395337.0,21095974395.0,27633645226.0,11946769606.0,94872943806.0,150478607597.0,95839859467.0,84666967081.0,28.46,-23.66,63.05,113.2,True
104480,티케이케미칼,KOSDAQ,3396,-16,-1128,-11.0,1342,90895,12.0,00693554,CFS,345756223802.0,339574686712.0,2403179067.0,-1585026335.0,-4297257985.0,248019018194.0,1227524315490.0,198629308218.0,181328087492.0,1.82,251.62,20.2,109.54,False
104540,코렌텍,KOSDAQ,246,9,15,6.0,532,13407,12.0,00541437,CFS,76480454574.0,64752417582.0,8046612964.0,2203564989.0,4169281351.0,46389446947.0,75347121151.0,75826812349.0,39656711043.0,18.11,265.16,61.57,191.21,True
104620,노랑풍선,KOSDAQ,296,24,27,-2.0,514,16810,12.0,00632845,CFS,112983172013.0,129778292440.0,2057350129.0,-6722758854.0,6387732769.0,83310362389.0,38808746589.0,71542444364.0,79781679975.0,-12.94,130.6,214.67,89.67,False
104830,원익머트리얼즈,KOSDAQ,882,157,173,10.0,4280,12608,12.0,00623661,CFS,302890865997.0,289406076486.0,53519524170.0,52468704209.0,22938275701.0,82490185481.0,513898983965.0,117688488163.0,44953985372.0,4.66,2.0,16.05,261.8,True
105330,케이엔더블유,KOSDAQ,166,-11,-13,-5.0,983,16019,12.0,00606664,CFS,24727466322.0,24766945196.0,2628535148.0,3088615023.0,1474806145.0,55896685792.0,95857805493.0,12623353389.0,54928730742.0,-0.16,-14.9,58.31,22.98,True
105550,엣지파운드리,KOSDAQ,89,-49,9,2.0,310,78307,12.0,00766106,CFS,36390814582.0,37297599228.0,-15375124602.0,-4974911670.0,-4757998282.0,48248434024.0,128844399558.0,44340986489.0,44574910033.0,-2.43,-209.05,37.45,99.48,False
105740,디케이락,KOSDAQ,328,2,26,6.0,643,10168,12.0,00533003,CFS,111616724169.0,95175025805.0,10835499084.0,1386192740.0,11526751264.0,73670564277.0,139788183136.0,114797653975.0,63588680846.0,17.28,681.67,52.7,180.53,True
105760,포스뱅크,KOSDAQ,265,20,32,7.0,350,10190,12.0,00862312,CFS,88847406481.0,72510877487.0,3678132166.0,3454424620.0,9379023920.0,18544357936.0,78344011356.0,63786037351.0,18136407400.0,22.53,6.48,23.67,351.7,True
106080,케이이엠텍,KOSDAQ,8,-32,-40,-47.0,95,5761,12.0,00542898,CFS,5925203454.0,13518508601.0,-5997053892.0,-4152790707.0,-4383586501.0,21795751550.0,36653427690.0,13803352590.0,21669398613.0,-56.17,-44.41,59.46,63.7,False
106190,하이텍팜,KOSDAQ,0,0,0,0.0,1099,10633,12.0,00409964,CFS,70183145366.0,77513117378.0,12856017087.0,15557754205.0,10088910954.0,13025176732.0,130671423747.0,70991174382.0,12519381021.0,-9.46,-17.37,9.97,567.05,True
106240,파인테크닉스,KOSDAQ,90,-12,-20,-30.0,312,23877,12.0,00755739,CFS,40843846825.0,58457938786.0,-6683059693.0,-789762855.0,1446082021.0,51687097956.0,45423766048.0,29913824223.0,43539599332.0,-30.13,-746.21,113.79,68.7,False
107600,새빗켐,KOSDAQ,303,-62,-123,-18.0,679,5650,12.0,00862880,CFS,38390648152.0,30336503327.0,-9419303009.0,-6157119470.0,-4902529763.0,37372645859.0,45355405610.0,28458861830.0,7631606911.0,26.55,-52.98,82.4,372.91,False
107640,한중엔시에스,KOSDAQ,547,14,14,6.0,2606,9064,12.0,00474588,CFS,174695744951.0,177144653031.0,5560099402.0,11856782434.0,-7955426135.0,138270679280.0,105713468651.0,95319281332.0,109518674911.0,-1.38,-53.11,130.8,87.03,False
108230,톱텍,KOSDAQ,326,60,137,-1.0,1060,38023,12.0,00531917,CFS,155500667844.0,457884694366.0,4476746473.0,20274989974.0,80247831278.0,145782037136.0,383714919271.0,364360289434.0,144782037136.0,-66.04,-77.92,37.99,251.66,True
108380,대양전기공업,KOSDAQ,509,63,92,10.0,1558,9567,12.0,00111193,CFS,208573413088.0,179614017353.0,25384163402.0,15231278415.0,2800795067.0,42780219928.0,257369365679.0,186662150306.0,41767885778.0,16.12,66.66,16.62,446.9,True
108490,로보티즈,KOSDAQ,118,-118,-97,-3.0,28882,14661,12.0,00946030,CFS,34712760842.0,26935702202.0,5144189763.0,-3889096324.0,-5732830281.0,4411226743.0,312902416504.0,239991352142.0,4194065300.0,28.87,232.27,1.41,5722.17,False
108860,셀바스AI,KOSDAQ,266,-4,15,-4.0,1698,26914,12.0,00666064,CFS,21598065579.0,24377480860.0,237427134.0,2108184671.0,1284989903.0,20886188005.0,113840701330.0,16710355346.0,19756242400.0,-11.4,-88.74,18.35,84.58,True
109080,옵티시스,KOSDAQ,0,0,0,0.0,446,5636,12.0,00660291,CFS,25727162593.0,23757537224.0,4514146425.0,2705388303.0,831109475.0,6053042209.0,59182595685.0,38103017559.0,5708965179.0,8.29,66.86,10.23,667.42,True
109610,에스와이,KOSDAQ,1263,-12,-33,-8.0,925,48907,12.0,00535481,CFS,342919596684.0,381104244720.0,-8595355392.0,12451660739.0,17804499942.0,160910636142.0,161363648280.0,147232942932.0,142439502587.0,-10.02,-169.03,99.72,103.37,False
109670,씨싸이트,KOSDAQ,387,-15,-4,-3.0,219,5836,12.0,00492706,CFS,164264516208.0,164105763441.0,1232306170.0,-1260172303.0,2327792687.0,29415851591.0,55641022027.0,69788534662.0,29148131014.0,0.1,197.79,52.87,239.43,False
109740,디에스케이,KOSDAQ,49,-57,-35,-13.0,1210,25710,12.0,00530121,CFS,41120304030.0,16964989842.0,-7665169840.0,-6403703350.0,1529677867.0,11627057125.0,144354619394.0,46994280430.0,11088421265.0,142.38,-19.7,8.05,423.81,False
109820,진매트릭스,KOSDAQ,100,-16,-37,-18.0,285,20393,12.0,00552992,CFS,10643335004.0,10018845652.0,-679131166.0,-1641652319.0,-2548038790.0,9800184248.0,17471146528.0,20201043686.0,4676848223.0,6.23,58.63,56.09,431.94,False
