종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,현재가,PER,PBR,EPS,BPS,등락률
040910,아이씨디,KOSDAQ,224,-50,-35,2.0,738,18174,12.0,4025,-39.46,0.67,-102.00,6034.00,-1.11
041020,폴라리스오피스,KOSDAQ,755,24,105,7.0,1301,49683,12.0,2845,29.03,1.58,98.00,1798.00,-7.78
041190,우리기술투자,KOSDAQ,184,154,154,15.0,3666,84000,12.0,4475,3.40,0.45,1316.00,9971.00,-2.93
041440,현대에버다임,KOSDAQ,820,6,22,4.0,1072,17841,12.0,6150,23.75,0.57,259.00,10745.00,-3.45
041460,한국전자인증,KOSDAQ,110,25,25,9.0,645,19000,12.0,3400,13.82,0.97,246.00,3523.00,-1.59
041510,에스엠,KOSDAQ,2791,386,574,14.0,15362,22894,12.0,69800,4.61,1.59,15126.00,43793.00,-2.38
041520,이엘씨,KOSDAQ,103,-3,33,6.0,1081,12188,12.0,8770,12.94,0.59,678.00,14791.00,-4.67
041590,플래스크,KOSDAQ,26,-8,2,10.0,1160,48972,12.0,2370,395.00,2.80,6.00,845.00,0.00
041830,인바디,KOSDAQ,684,130,179,13.0,7198,13480,12.0,47500,20.96,1.99,2266.00,23830.00,-3.26
041910,폴라리스AI파마,KOSDAQ,596,2,42,3.0,710,13283,12.0,5260,16.75,0.54,314.00,9663.00,-6.24
041920,메디아나,KOSDAQ,161,16,30,5.0,1671,18598,12.0,9490,33.42,1.29,284.00,7340.00,-1.04
041930,SY동아,KOSDAQ,949,44,41,12.0,664,15200,12.0,4460,2.56,0.35,1743.00,12809.00,-3.57
041960,코미팜,KOSDAQ,119,3,7,-10.0,5231,73886,12.0,7000,-70.00,7.24,-100.00,967.00,-0.71
042000,카페24,KOSDAQ,755,62,78,17.0,3774,24178,12.0,16570,10.29,1.51,1611.00,10998.00,-4.88
042040,케이피엠테크,KOSDAQ,198,-37,-100,-21.0,100,2470,12.0,4265,-0.57,0.15,-7541.00,28500.00,-0.81
042110,에스씨디,KOSDAQ,510,5,10,3.0,562,48329,12.0,1209,9.16,0.43,132.00,2824.00,5.22
042370,비츠로테크,KOSDAQ,1056,133,204,2.0,1993,26200,12.0,7930,31.34,0.80,253.00,9877.00,-4.46
042420,네오위즈홀딩스,KOSDAQ,1016,56,121,10.0,1840,8142,12.0,23050,5.84,0.41,3946.00,56817.00,-1.07
042500,링네트,KOSDAQ,375,28,31,10.0,894,22291,12.0,4125,8.44,0.71,489.00,5843.00,-0.96
042510,라온시큐어,KOSDAQ,94,-21,-21,8.0,800,11105,12.0,7470,24.74,1.50,302.00,4975.00,-3.98
042520,한스바이오메드,KOSDAQ,648,65,64,-36.0,3037,14261,9.0,19700,-8.50,7.59,-2317.00,2595.00,-5.74
042600,새로닉스,KOSDAQ,454,-6,-29,-18.0,1038,12423,12.0,8800,-3.46,1.21,-2540.00,7276.00,-4.35
042940,상지건설,KOSDAQ,36,-17,-18,-14.0,407,6828,12.0,5870,-2.59,0.40,-2263.00,14581.00,-4.71
043090,더테크놀로지,KOSDAQ,44,-6,3,-54.0,47,4139,12.0,1140,-0.33,0.29,-3427.00,3951.00,0.00
043100,알파AI,KOSDAQ,38,-17,-19,-25.0,104,20110,12.0,520,-1.52,0.34,-343.00,1540.00,0.00
043150,바텍,KOSDAQ,1052,110,202,9.0,2492,14854,12.0,17230,6.38,0.52,2701.00,33371.00,-0.98
043200,파루,KOSDAQ,69,2,1,-10.0,228,41804,12.0,595,-6.07,1.04,-98.00,574.00,-5.41
043220,티에스넥스젠,KOSDAQ,38,-3,-2,-83.0,281,16486,12.0,1710,-0.71,1.55,-2424.00,1101.00,0.00
043260,성호전자,KOSDAQ,660,32,4107,113.0,12164,71556,12.0,17450,13.01,4.93,1341.00,3536.00,-9.44
043340,에쎈테크,KOSDAQ,544,-4,-29,-11.0,370,47500,12.0,810,-26.13,3.01,-31.00,269.00,-0.74
043360,디지아이,KOSDAQ,204,-27,-19,-5.0,189,9000,12.0,2165,-10.26,0.47,-211.00,4603.00,-2.48
043370,피에이치에이,KOSDAQ,3052,133,230,6.0,2259,21000,12.0,10640,4.83,0.25,2204.00,43257.00,-2.21
043590,웰킵스하이텍,KOSDAQ,45,-4,-3,-11.0,191,13568,12.0,1242,-5.20,0.48,-239.00,2610.00,-0.64
043610,KT지니뮤직,KOSDAQ,752,50,45,-17.0,799,58115,12.0,1403,-2.96,0.57,-474.00,2474.00,0.36
043650,국순당,KOSDAQ,175,0,13,2.0,639,17858,12.0,3580,10.23,0.24,350.00,15068.00,-0.14
043710,코스리거글로벌,KOSDAQ,395,15,-29,-19.0,518,17312,12.0,2970,-5.82,1.44,-510.00,2064.00,-8.05
043910,자연과환경,KOSDAQ,81,2,2,-7.0,353,11339,12.0,3140,-5.40,0.43,-582.00,7303.00,0.32
044180,KD,KOSDAQ,459,60,50,-63.0,54,26717,12.0,205,-0.21,0.39,-958.00,528.00,0.00
044340,위닉스,KOSDAQ,1232,-217,-311,-60.0,739,17873,12.0,4905,-4.78,0.53,-1026.00,9241.00,29.93
044480,빌리언스,KOSDAQ,253,-8,-74,-31.0,286,33250,12.0,793,-1.21,0.52,-654.00,1520.00,-5.93
044490,태웅,KOSDAQ,3863,228,241,4.0,4931,20007,12.0,27200,22.04,0.90,1234.00,30212.00,-5.23
044780,에이치케이,KOSDAQ,51,-22,12,10.0,225,18505,12.0,1298,5.26,0.38,247.00,3438.00,3.43
044960,이글벳,KOSDAQ,0,0,0,0.0,381,12641,12.0,3025,0.00,0.00,0.00,0.00,0.17
044990,에이치엔에스하이텍,KOSDAQ,222,31,40,9.0,816,7685,12.0,10740,9.65,0.75,1113.00,14317.00,-1.92
045060,오공,KOSDAQ,425,16,18,5.0,372,16941,12.0,2205,6.70,0.31,329.00,7198.00,0.68
045100,한양이엔지,KOSDAQ,3414,223,308,9.0,5285,17500,12.0,30800,13.28,0.80,2320.00,38303.00,-2.38
045300,성우테크론,KOSDAQ,118,14,17,7.0,255,10547,12.0,2445,5.45,0.33,449.00,7300.00,-2.40
045340,토탈소프트,KOSDAQ,207,52,74,25.0,516,8558,12.0,6460,9.06,2.01,713.00,3207.00,-0.92
045390,대아티아이,KOSDAQ,286,6,22,12.0,1737,70473,12.0,2480,8.55,1.13,290.00,2189.00,-2.55
045510,정원엔시스,KOSDAQ,753,13,10,4.0,282,32209,12.0,952,27.20,0.66,35.00,1433.00,1.17
045520,크린앤사이언스,KOSDAQ,249,8,15,-16.0,176,6500,12.0,2650,-5.11,0.96,-519.00,2757.00,0.38
045660,에이텍,KOSDAQ,415,42,49,-12.0,619,8260,12.0,8090,141.93,0.60,57.00,13373.00,0.12
045970,코아시아,KOSDAQ,1218,-20,-2,-13.0,673,26314,12.0,2520,-4.73,0.81,-533.00,3119.00,-5.26
046070,코다코,KOSDAQ,586,6,10,-19.0,1591,15486,12.0,10280,-25.01,11.62,-411.00,885.00,0.00
046120,오르비텍,KOSDAQ,224,-31,190,17.0,1474,33855,12.0,4540,156.55,1.99,29.00,2282.00,-4.72
046210,HLB파나진,KOSDAQ,31,-7,-3,-5.0,484,45527,12.0,1057,-15.10,0.66,-70.00,1591.00,-0.38
046310,백금T&A,KOSDAQ,297,-3,6,4.0,372,16418,12.0,2240,8.68,0.49,258.00,4544.00,-1.54
046390,삼화네트웍스,KOSDAQ,4,-14,-13,-2.0,326,17269,12.0,1928,-37.80,0.52,-51.00,3722.00,0.10
046440,KG파이낸셜,KOSDAQ,625,70,70,6.0,1480,38010,12.0,3870,6.35,0.39,609.00,9858.00,-2.76
046890,서울반도체,KOSDAQ,2382,18,85,-4.0,5119,58305,12.0,8760,-9.93,0.80,-882.00,10993.00,-4.78
046940,우원개발,KOSDAQ,609,16,26,37.0,525,18074,12.0,2905,1.09,0.33,2654.00,8672.00,-4.75
046970,우리로,KOSDAQ,145,15,15,7.0,1823,43824,12.0,4150,-230.56,4.60,-18.00,903.00,-5.25
047080,한빛소프트,KOSDAQ,86,22,29,46.0,258,24822,12.0,981,4.67,1.41,210.00,696.00,-3.06
047310,파워로직스,KOSDAQ,2413,78,88,-1.0,1043,36610,12.0,2915,-8.65,0.54,-337.00,5394.00,-2.83
047560,이스트소프트,KOSDAQ,310,-17,-14,-24.0,869,11753,12.0,7730,-5.09,1.60,-1520.00,4825.00,-5.15
047770,코데즈컴바인,KOSDAQ,98,8,11,6.0,966,37842,12.0,2550,21.79,1.37,117.00,1855.00,-3.59
047820,초록뱀미디어,KOSDAQ,246,-8,-18,0.0,780,24453,12.0,3280,28.52,0.30,115.00,11069.00,0.00
047920,HLB제약,KOSDAQ,657,10,7,0.0,2843,32799,12.0,9020,63.97,2.36,141.00,3816.00,11.77
048410,현대바이오,KOSDAQ,3,-47,-53,-19.0,5799,96505,12.0,6210,-26.43,5.39,-235.00,1153.00,-5.19
048430,유라테크,KOSDAQ,488,-18,4,6.0,640,11520,12.0,5560,5.80,0.41,958.00,13417.00,-2.80
048470,대동스틸,KOSDAQ,1397,-20,4,1.0,242,9650,12.0,2500,55.56,0.34,45.00,7292.00,-3.85
048530,인트론바이오,KOSDAQ,57,-79,-90,-12.0,752,30891,12.0,2460,-9.39,1.11,-262.00,2210.00,-1.99
048550,SM C&C,KOSDAQ,215,-22,-16,-2.0,1460,96714,12.0,1558,-70.82,1.85,-22.00,843.00,-1.02
048770,TPC로보틱스,KOSDAQ,239,0,-3,-3.0,454,15697,12.0,2800,-17.18,1.21,-163.00,2317.00,-11.95
048830,엔피케이,KOSDAQ,222,-3,-1,2.0,185,18723,12.0,1002,16.70,0.41,60.00,2473.00,-3.19
048870,시너지이노베이션,KOSDAQ,270,38,55,3.0,1378,88106,12.0,1529,43.69,0.64,35.00,2401.00,-0.84
048910,대원미디어,KOSDAQ,1025,19,18,7.0,564,12578,12.0,4640,10.62,0.55,437.00,8448.00,-1.07
049070,인탑스,KOSDAQ,1631,64,153,3.0,3036,16464,12.0,19140,20.32,0.45,942.00,42138.00,2.13
049080,기가레인,KOSDAQ,78,-47,-40,-26.0,800,8488,12.0,7810,-6.25,1.60,-1249.00,4871.00,-9.71
049120,파인디앤씨,KOSDAQ,138,-10,-11,-53.0,201,10601,12.0,1925,-0.91,0.39,-2114.00,4907.00,-0.67
049180,셀루메드,KOSDAQ,234,-16,-17,-14.0,839,83226,12.0,1009,-24.61,6.59,-41.00,153.00,0.00
049430,코메론,KOSDAQ,178,39,64,10.0,1695,9048,12.0,19070,7.65,0.68,2493.00,28066.00,-2.15
049470,비트플래닛,KOSDAQ,361,3,-1,-3.0,344,23544,12.0,1395,-73.42,2.21,-19.00,631.00,-7.62
049480,오픈베이스,KOSDAQ,582,3,21,12.0,550,31422,12.0,1795,7.77,0.57,231.00,3142.00,-2.02
049520,유아이엘,KOSDAQ,1055,61,89,11.0,1124,30842,12.0,3725,5.35,0.58,696.00,6453.00,1.50
049550,잉크테크,KOSDAQ,219,20,16,6.0,587,19606,12.0,3200,25.00,0.80,128.00,3991.00,5.09
049630,재영솔루텍,KOSDAQ,581,91,118,20.0,1344,23379,12.0,6020,13.65,1.38,441.00,4372.00,-4.90
049720,고려신용정보,KOSDAQ,438,37,39,23.0,1375,14300,12.0,9790,10.56,2.22,927.00,4407.00,1.24
049830,승일,KOSDAQ,1444,23,43,2.0,389,6132,12.0,6310,10.57,0.26,597.00,24472.00,0.48
049950,미래컴퍼니,KOSDAQ,212,13,41,-14.0,841,8817,12.0,9610,-3.39,0.75,-2835.00,12792.00,-4.38
049960,쎌바이오텍,KOSDAQ,146,32,66,10.0,1413,9400,12.0,15250,14.16,0.79,1077.00,19234.00,-1.29
050090,비케이홀딩스,KOSDAQ,127,-20,-20,-12.0,87,23534,12.0,386,-3.78,0.47,-102.00,817.00,-22.80
050110,캠시스,KOSDAQ,1735,60,50,-22.0,275,29224,12.0,939,-0.76,0.25,-1237.00,3751.00,-6.01
050120,ES큐브,KOSDAQ,58,0,-2,-1.0,389,13564,12.0,2865,-18.97,0.42,-151.00,6819.00,-2.22
050760,에스폴리텍,KOSDAQ,176,3,18,-9.0,172,16334,12.0,1125,-2.09,0.31,-538.00,3653.00,5.04
050860,아세아텍,KOSDAQ,1133,40,33,2.0,382,22500,6.0,1689,13.73,0.27,123.00,6179.00,-0.47
050890,쏠리드,KOSDAQ,637,-21,241,16.0,5462,60756,12.0,9100,15.24,1.55,597.00,5886.00,-5.31
050960,수산아이앤티,KOSDAQ,0,0,0,0.0,539,6751,12.0,8240,0.00,0.00,0.00,0.00,0.61
051160,지어소프트,KOSDAQ,1458,103,122,9.0,1120,15474,12.0,7460,9.14,0.69,816.00,10737.00,0.13
051360,토비스,KOSDAQ,1698,155,213,19.0,2400,14917,12.0,16090,5.98,0.86,2691.00,18607.00,0.00
051370,인터플렉스,KOSDAQ,1290,53,121,11.0,1502,23327,12.0,6600,4.68,0.50,1410.00,13306.00,-2.37
051380,피씨디렉트,KOSDAQ,3338,19,-9,-2.0,231,15340,12.0,1561,-36.30,0.59,-43.00,2653.00,-8.07
051390,YW,KOSDAQ,35,10,10,6.0,431,11355,12.0,3820,8.55,0.36,447.00,10506.00,0.00
051490,나라엠앤디,KOSDAQ,383,-28,-33,1.0,367,14200,12.0,2700,7.28,0.34,371.00,7899.00,0.56
051500,CJ프레시웨이,KOSDAQ,8339,110,43,12.0,2582,11871,12.0,22300,5.28,0.58,4221.00,38342.00,0.22
051780,큐로홀딩스,KOSDAQ,151,2,-16,-36.0,172,6335,12.0,2690,-1.27,0.74,-2123.00,3622.00,-3.06
051980,중앙첨단소재,KOSDAQ,23,-23,-1,-4.0,1059,111091,12.0,951,-17.94,1.02,-53.00,936.00,-4.71
052020,에스티큐브,KOSDAQ,14,-73,-67,-31.0,4915,67983,12.0,7430,-23.15,7.00,-321.00,1062.00,0.00
052220,iMBC,KOSDAQ,96,0,6,-8.0,420,23000,12.0,1808,-7.76,0.75,-233.00,2413.00,-1.04
052260,현대바이오랜드,KOSDAQ,382,52,54,9.0,990,30000,12.0,3380,422.50,0.74,8.00,4538.00,0.75
052300,오션인더블유,KOSDAQ,69,-13,191,-1.0,243,16244,12.0,1533,-1.35,0.09,-1132.00,16246.00,-3.22
052330,코텍,KOSDAQ,1168,154,200,10.0,2133,17761,12.0,11900,7.19,0.43,1655.00,27942.00,-1.41
052400,코나아이,KOSDAQ,770,248,304,39.0,5854,14563,12.0,40050,7.84,2.23,5110.00,17996.00,-3.14
052420,오성첨단소재,KOSDAQ,115,34,188,17.0,868,9742,12.0,9100,2.55,0.29,3562.00,30908.00,0.00
052460,아이크래프트,KOSDAQ,163,-25,-24,24.0,468,14607,12.0,3400,4.89,0.89,695.00,3826.00,8.80
052600,한네트,KOSDAQ,0,0,0,0.0,352,11563,12.0,3145,0.00,0.00,0.00,0.00,-2.48
052710,아모텍,KOSDAQ,610,6,6,4.0,2478,14612,12.0,14760,27.74,1.41,532.00,10485.00,-8.32
052770,아이톡시,KOSDAQ,97,-58,-74,-166.0,45,14568,12.0,312,-0.21,0.69,-1459.00,451.00,0.00
052790,액토즈소프트,KOSDAQ,101,19,45,15.0,456,10924,12.0,4010,1.43,0.17,2795.00,23519.00,-3.61
052860,아이앤씨,KOSDAQ,90,10,10,15.0,730,17866,12.0,4115,16.07,1.92,256.00,2140.00,-2.37
052900,KX하이텍,KOSDAQ,357,75,48,6.0,861,76668,12.0,1040,13.00,0.49,80.00,2108.00,-8.93
053030,바이넥스,KOSDAQ,353,-90,-102,-7.0,2081,32684,12.0,6600,-66.67,1.12,-99.00,5881.00,0.00
053050,지에스이,KOSDAQ,0,0,0,0.0,555,29987,12.0,1950,0.00,0.00,0.00,0.00,-0.26
053060,세동,KOSDAQ,527,31,43,18.0,249,17657,12.0,1369,4.11,0.60,333.00,2282.00,0.37
053080,케이엔솔,KOSDAQ,1152,6,1,-38.0,1067,12999,12.0,8060,-1.93,0.84,-4174.00,9562.00,-5.62
053160,프리엠스,KOSDAQ,50,0,4,-1.0,539,6000,12.0,9100,60.67,0.68,150.00,13288.00,0.55
053260,금강철강,KOSDAQ,424,0,24,0.0,845,18720,12.0,4700,-1566.67,0.58,-3.00,8115.00,0.21
053270,구영테크,KOSDAQ,1476,84,74,17.0,521,27410,12.0,1886,2.29,0.34,823.00,5617.00,-0.74
053280,예스24,KOSDAQ,1681,10,12,-8.0,808,25000,12.0,3230,-7.82,0.47,-413.00,6912.00,-0.92
053290,NE능률,KOSDAQ,717,-10,-63,-6.0,277,16526,12.0,1852,-6.07,0.38,-305.00,4858.00,-0.54
053300,한국정보인증,KOSDAQ,356,91,94,10.0,1676,40591,12.0,4220,6.84,0.83,617.00,5107.00,-2.43
053350,이니텍,KOSDAQ,83,-11,-16,0.0,798,22021,12.0,3785,27.23,0.55,139.00,6900.00,-2.57
053450,세코닉스,KOSDAQ,1040,10,-8,0.0,515,14792,12.0,3610,11.18,0.37,323.00,9657.00,-1.23
053580,웹케시,KOSDAQ,0,0,0,0.0,790,12954,12.0,6570,12.51,0.82,525.00,8028.00,-0.90
053610,프로텍,KOSDAQ,624,154,219,18.0,5697,9000,12.0,63400,14.64,1.64,4331.00,38739.00,-2.76
053620,태양,KOSDAQ,368,25,101,9.0,553,8600,12.0,6450,4.68,0.26,1378.00,24397.00,0.31
053700,삼보모터스,KOSDAQ,4293,138,124,2.0,1037,26715,12.0,3920,4.42,0.22,886.00,18124.00,-2.00
053800,안랩,KOSDAQ,591,19,50,16.0,5874,11126,12.0,54000,11.07,1.30,4878.00,41556.00,-0.92
053950,경남제약,KOSDAQ,161,4,-9,0.0,240,15629,12.0,1678,1.68,0.23,998.00,7372.00,4.68
053980,오상자이엘,KOSDAQ,285,23,31,9.0,457,18982,12.0,2450,4.49,0.43,546.00,5750.00,-0.20
054040,한국컴퓨터,KOSDAQ,831,51,74,16.0,808,16071,12.0,4970,3.89,0.40,1279.00,12463.00,-1.78
054050,NH농우바이오,KOSDAQ,364,54,67,4.0,1096,16030,12.0,6880,8.97,0.40,767.00,17324.00,-1.01
054090,삼진엘앤디,KOSDAQ,359,7,39,-6.0,222,24959,12.0,910,-2.39,0.60,-381.00,1521.00,0.11
054180,메디콕스,KOSDAQ,63,-10,-16,-21.0,126,5527,12.0,2295,-1.04,0.27,-2208.00,8537.00,0.00
054210,이랜텍,KOSDAQ,2352,175,178,16.0,1714,25291,12.0,6950,7.59,0.64,916.00,10776.00,-2.66
054220,비츠로시스,KOSDAQ,153,1,5,11.0,186,12590,12.0,1460,11.50,0.91,127.00,1596.00,-4.76
054300,팬스타엔터프라이즈,KOSDAQ,629,3,36,7.0,543,57870,12.0,911,16.87,1.07,54.00,852.00,-0.55
054410,케이피티유,KOSDAQ,333,8,40,6.0,205,5726,12.0,3690,6.68,0.40,552.00,9211.00,0.41
054450,텔레칩스,KOSDAQ,661,61,10,-34.0,1381,15144,12.0,9100,-2.24,0.94,-4070.00,9686.00,-4.71
054540,삼영엠텍,KOSDAQ,1309,56,51,12.0,783,13000,12.0,7260,11.60,1.18,626.00,6172.00,11.01
054620,APS,KOSDAQ,209,-7,109,3.0,776,18394,12.0,4185,-23.78,0.36,-176.00,11700.00,-2.45
054670,대한뉴팜,KOSDAQ,2022,187,184,13.0,762,14354,12.0,5500,5.10,0.61,1078.00,8953.00,0.36
054780,키이스트,KOSDAQ,758,7,-109,-22.0,251,19657,12.0,1250,-2.22,0.58,-562.00,2158.00,-0.08
054800,아이디스홀딩스,KOSDAQ,2446,277,367,12.0,1464,10347,12.0,14720,3.90,0.34,3775.00,42672.00,0.00
054920,한컴위드,KOSDAQ,1660,1,10,4.0,819,28217,12.0,3135,11.28,0.54,278.00,5802.00,-2.03
054930,유신,KOSDAQ,3396,58,297,0.0,469,3000,12.0,16300,2.00,0.33,8141.00,49241.00,-2.28
054940,엑사이엔씨,KOSDAQ,561,10,22,6.0,252,33173,12.0,760,40.00,0.37,19.00,2078.00,0.00
054950,제이브이엠,KOSDAQ,455,93,99,13.0,2659,12089,12.0,22200,9.47,1.09,2345.00,20312.00,-0.45
056080,유진로봇,KOSDAQ,260,-42,-36,-9.0,4542,38235,12.0,11690,-137.53,12.28,-85.00,952.00,-9.38
056090,시지메드텍,KOSDAQ,130,2,7,7.0,1068,103259,12.0,969,15.38,1.06,63.00,910.00,-4.25
056190,SFA,KOSDAQ,3611,154,222,6.0,7170,35908,12.0,20200,13.17,0.63,1534.00,32160.00,-4.49
056360,코위버,KOSDAQ,124,-22,-17,3.0,464,9796,12.0,4885,13.80,0.28,354.00,17332.00,-3.46
056700,신화인터텍,KOSDAQ,493,6,5,1.0,434,29135,12.0,1476,12.83,0.44,115.00,3366.00,-0.27
056730,CNT85,KOSDAQ,670,-14,-13,-2.0,217,14822,12.0,1531,-85.06,1.48,-18.00,1037.00,-2.86
057030,YBM넷,KOSDAQ,129,5,8,3.0,342,16312,12.0,2120,21.63,0.65,98.00,3239.00,0.47
057540,옴니시스템,KOSDAQ,184,-3,10,1.0,558,59394,12.0,880,-293.33,0.48,-3.00,1847.00,8.37
057680,티사이언티픽,KOSDAQ,62,-10,-10,1.0,274,15792,12.0,1667,-18.52,0.14,-90.00,11951.00,-4.20
058110,멕아이씨에스,KOSDAQ,39,4,7,-2.0,290,16050,12.0,1697,-10.74,0.72,-158.00,2365.00,-5.04
058400,KNN,KOSDAQ,131,-1,87,8.0,720,132429,12.0,544,6.40,0.32,85.00,1720.00,0.00
058450,한주에이알티,KOSDAQ,73,-27,-29,-54.0,231,5013,12.0,4290,-1.52,1.58,-2827.00,2713.00,0.23
058470,리노공업,KOSDAQ,0,0,0,0.0,53348,76211,12.0,68600,0.00,0.00,0.00,0.00,-7.17
058610,에스피지,KOSDAQ,808,45,48,4.0,14637,22177,12.0,71600,173.79,6.15,412.00,11633.00,-14.46
058630,엠게임,KOSDAQ,242,32,46,11.0,848,19202,12.0,4210,5.13,0.59,820.00,7129.00,-0.36
058820,CMG제약,KOSDAQ,255,-29,1,-4.0,1183,148123,12.0,810,-11.57,0.59,-70.00,1363.00,1.89
058970,엠로,KOSDAQ,840,9,12,3.0,1671,12362,12.0,14050,59.03,1.82,238.00,7728.00,-6.02
059090,미코,KOSDAQ,3220,189,114,5.0,4918,33416,12.0,14630,16.57,4.00,883.00,3658.00,-6.87
059100,아이컴포넌트,KOSDAQ,0,0,0,0.0,366,7070,12.0,4975,0.00,0.00,0.00,0.00,-3.96
059120,아진엑스텍,KOSDAQ,0,0,0,0.0,972,18310,12.0,5480,0.00,0.00,0.00,0.00,-7.28
059210,메타바이오메드,KOSDAQ,244,49,47,9.0,1044,27171,12.0,3800,9.11,0.83,417.00,4594.00,-3.43
059270,해성에어로보틱스,KOSDAQ,149,-7,-5,-1.0,607,11165,12.0,5300,-110.42,1.50,-48.00,3543.00,-6.03
060150,인선이엔티,KOSDAQ,425,28,24,-2.0,1435,45563,12.0,3055,-13.00,0.43,-235.00,7036.00,-2.24
060230,제이케이시냅스,KOSDAQ,240,2,-11,-24.0,157,11260,12.0,1631,-0.62,0.20,-2652.00,8293.00,-3.72
060240,스타코링크,KOSDAQ,57,-10,-9,-36100000.0,5,5821,12.0,0,0.00,0.00,0.00,0.00,0.00
060250,NHN KCP,KOSDAQ,3449,138,221,18.0,4658,40160,12.0,12470,11.05,1.60,1128.00,7810.00,-2.81
060260,뉴보텍,KOSDAQ,292,-2,0,-3.0,183,13342,12.0,1321,10.08,0.84,131.00,1570.00,0.08
060280,큐렉소,KOSDAQ,161,-9,5,2.0,3222,41259,12.0,8100,120.90,3.46,67.00,2342.00,-3.91
060310,3S,KOSDAQ,284,-51,-55,-12.0,550,53059,3.0,1058,-10.27,1.26,-103.00,841.00,-2.94
060370,LS마린솔루션,KOSDAQ,528,42,79,3.0,14391,52238,12.0,30650,155.58,2.48,197.00,12341.00,-1.13
060380,동양에스텍,KOSDAQ,515,0,1,1.0,224,19700,12.0,1183,17.14,0.20,69.00,5897.00,-0.42
060480,국일신동,KOSDAQ,0,0,0,0.0,146,11090,12.0,1275,0.00,0.00,0.00,0.00,0.71
060540,에스에이티,KOSDAQ,422,12,28,4.0,274,26132,12.0,1180,39.33,0.30,30.00,3949.00,-0.84
060560,HC홈센타,KOSDAQ,683,-59,-61,-18.0,459,25388,12.0,1788,-2.25,0.32,-796.00,5568.00,-1.27
060570,드림어스컴퍼니,KOSDAQ,486,1,5,-2.0,646,74101,12.0,854,24.40,0.44,35.00,1943.00,-0.58
060590,씨티씨바이오,KOSDAQ,344,46,45,8.0,690,24181,12.0,2925,21.83,0.96,134.00,3042.00,0.52
060720,KH바텍,KOSDAQ,551,17,22,6.0,2232,23677,12.0,9790,11.37,0.78,861.00,12563.00,-3.26
060850,영림원소프트랩,KOSDAQ,219,18,20,16.0,419,8131,12.0,5080,6.44,0.75,789.00,6752.00,-2.31
060900,에이전트AI,KOSDAQ,27,-20,-20,-50.0,167,3991,12.0,4405,-0.67,0.47,-6535.00,9468.00,0.46
061040,알에프텍,KOSDAQ,675,-73,-129,-16.0,556,9048,12.0,6400,-1.49,0.21,-4285.00,30607.00,0.00
061090,세나테크놀로지,KOSDAQ,438,38,57,0.0,2315,5467,12.0,41600,12.69,1.32,3277.00,31550.00,-7.56
061250,화일약품,KOSDAQ,0,0,0,0.0,739,8417,12.0,9010,0.00,0.00,0.00,0.00,0.67
061970,LB세미콘,KOSDAQ,1343,76,125,-45.0,2288,58083,12.0,4210,-1.66,0.96,-2540.00,4378.00,0.84
062970,한국첨단소재,KOSDAQ,65,-48,-142,-224.0,663,57088,12.0,1162,-1.22,4.21,-952.00,276.00,0.00
063080,컴투스홀딩스,KOSDAQ,171,-97,-128,2.0,739,6595,12.0,11580,6.97,0.30,1661.00,38461.00,-1.03
063170,서울옥션,KOSDAQ,153,3,-9,-6.0,874,17774,12.0,4795,-9.71,0.82,-494.00,5836.00,-1.13
063440,SM Life Design,KOSDAQ,97,7,8,9.0,508,45319,12.0,1145,9.62,0.78,119.00,1461.00,-0.87
063570,NICE인프라,KOSDAQ,1032,75,0,5.0,1060,34147,12.0,3075,14.78,0.51,208.00,6019.00,-1.60
063760,이엘피,KOSDAQ,99,7,12,9.0,238,9325,12.0,2620,9.39,0.35,279.00,7586.00,0.77
064090,인크레더블버즈,KOSDAQ,14,-30,-51,-35.0,396,49742,12.0,798,-1.31,0.59,-607.00,1343.00,0.00
064240,홈캐스트,KOSDAQ,51,-23,-5,2.0,504,34694,12.0,1467,1467.00,0.60,1.00,2458.00,-0.54
064260,다날,KOSDAQ,549,12,19,-20.0,2984,75645,12.0,4360,-4.79,1.08,-910.00,4033.00,-5.93
064290,인텍플러스,KOSDAQ,128,-19,-14,1.0,4668,12877,12.0,30500,-118.68,8.10,-257.00,3765.00,-14.92
064480,브리지텍,KOSDAQ,436,-33,-29,-6.0,305,11952,12.0,2660,-11.52,0.67,-231.00,3985.00,1.53
064520,테크엘,KOSDAQ,27,-18,-4,-5.0,351,22351,12.0,1551,-7.42,0.37,-209.00,4232.00,-2.51
064550,바이오니아,KOSDAQ,818,-5,-15,-3.0,1561,25810,12.0,6380,-58.53,0.79,-109.00,8124.00,-0.31
064760,티씨케이,KOSDAQ,2757,807,907,15.0,23420,11179,12.0,184200,29.87,4.17,6167.00,44219.00,-7.72
064800,포니링크,KOSDAQ,102,-41,121,-9.0,516,25561,12.0,2005,3.23,0.23,620.00,8572.00,0.25
064820,케이프,KOSDAQ,1877,282,267,31.0,2851,30860,12.0,9570,4.98,0.98,1922.00,9768.00,3.01
064850,에프앤가이드,KOSDAQ,115,47,57,20.0,2367,11410,12.0,19000,21.94,3.14,866.00,6042.00,-10.80
065060,지엔코,KOSDAQ,225,-11,-21,-25.0,190,5990,12.0,3120,-1.06,0.36,-2937.00,8588.00,-1.58
