종목코드,3개월수익률(%),6개월수익률(%),12개월수익률(%),평균거래대금(억원)
046210,-51.62,-41.34,-48.31,4.3
046310,-36.9,-40.27,-23.55,1.7
046390,-21.75,-30.02,-38.99,5.3
046440,-27.8,-18.7,-27.93,4.1
046890,-21.72,42.67,25.14,182.7
046940,-46.2,-27.92,0.17,38.1
046970,-52.46,175.2,236.3,292.2
047080,-25.29,-18.72,-28.24,9.3
047310,-46.32,-53.36,-37.31,11.7
047560,-47.59,-57.97,-61.23,6.2
047770,-44.63,-15.0,44.64,49.0
047820,-41.32,-29.76,-38.23,2.8
047920,-47.86,-51.71,-47.62,23.9
048410,-57.55,5.79,-1.74,201.5
048430,-33.65,-33.01,-34.28,2.2
048470,-27.85,-22.48,-45.05,2.4
048530,-35.26,-26.13,-41.91,5.5
048550,33.96,17.85,15.07,10.4
048770,-20.45,-23.91,42.06,53.2
048830,-12.95,9.15,-8.66,0.7
048870,-27.88,-34.94,-50.11,6.0
048910,-39.5,-39.9,-55.56,3.2
049070,2.08,-12.2,19.4,35.6
049080,-67.79,44.63,61.03,140.6
049120,-43.38,-45.23,-57.36,3.3
049180,0.0,-60.74,13.5,0.0
049430,-8.76,39.4,62.44,5.3
049470,-58.48,-69.1,-86.9,1.3
049480,-46.02,-23.78,-30.43,18.4
049520,-9.59,-0.67,1.92,3.4
049550,-7.25,10.92,-3.03,0.5
049630,-58.91,-79.38,54.36,41.4
049720,-3.93,-3.64,-6.05,8.1
049830,-15.53,-17.95,-28.3,0.2
049950,-43.5,-44.1,-39.1,6.1
049960,-5.63,16.5,12.05,3.3
050090,-51.39,-53.1,-62.67,0.9
050110,-47.51,-67.51,-80.34,7.6
050120,-3.86,2.5,5.52,0.6
050760,-13.86,-12.52,-26.47,6.3
050860,-19.57,-11.29,-21.07,1.0
050890,-44.61,17.72,39.78,512.9
050960,-16.51,-11.59,-27.53,0.8
051160,-1.19,-2.99,-27.92,4.0
051360,-7.26,3.34,-1.65,7.5
051370,-52.92,-38.55,-25.68,14.2
051380,-35.76,-20.19,-29.68,1.3
051390,-13.18,-0.13,-4.5,0.6
051490,-29.6,-33.82,-32.25,1.8
051500,-19.49,-17.41,-21.62,7.5
051780,-26.0,-49.81,-31.9,5.6
051980,-51.65,-63.91,-71.91,22.0
052020,-59.2,1.09,3.92,44.7
052220,-43.85,-46.9,-46.03,2.0
052260,-23.7,-19.52,-30.67,2.7
052300,9.5,-13.14,-40.51,1.7
052330,7.11,25.53,21.18,5.5
052400,-32.0,-22.98,-27.31,63.2
052420,-39.66,-38.35,-36.81,4.6
052460,-15.0,4.62,18.47,9.8
052600,-22.35,-15.57,-31.18,1.3
052710,-36.25,42.87,60.05,209.2
052770,0.0,-61.48,-92.07,0.0
052790,-30.14,-32.94,-37.73,1.8
052860,-37.18,49.36,115.33,4.8
052900,-20.67,13.04,7.22,66.0
053030,-42.96,-53.97,-62.2,15.2
053050,-26.69,-18.92,-32.53,4.9
053060,9.78,-6.62,2.32,4.1
053080,-40.69,-36.03,-33.99,32.5
053160,0.55,31.88,7.57,2.8
053260,-19.1,21.13,4.33,31.9
053270,-19.57,-28.15,-23.02,2.5
053280,-7.71,-10.15,-24.09,2.0
053290,-18.23,1.37,-27.66,0.9
053300,-36.35,-37.11,-43.43,9.7
053350,20.54,-16.72,-57.94,2.8
053450,-34.0,-41.49,-39.83,4.5
053580,-31.06,-34.76,-56.55,2.8
053610,-18.61,69.97,145.26,52.0
053620,-10.91,1.42,-5.15,0.6
053700,-36.26,-46.3,-10.6,18.5
053800,-16.92,-12.9,-19.16,27.2
053950,-56.36,-46.05,-47.4,5.8
053980,-25.42,-24.85,-31.94,1.5
054040,-13.11,2.9,-1.58,2.9
054050,-15.38,-16.0,-19.53,2.5
054090,-25.23,14.32,6.93,2.0
054180,0.0,0.0,1400.0,0.0
054210,-45.1,-27.38,-4.53,28.7
054220,-46.72,-29.13,-18.21,2.0
054300,-20.64,-34.93,-37.52,2.7
054410,0.82,2.79,1.1,0.5
054450,-37.46,-39.53,-29.35,49.9
054540,-50.27,-49.16,39.35,19.0
054620,-42.59,-6.69,-11.05,4.5
054670,-23.93,-17.04,-26.57,2.8
054780,-55.83,-57.19,-70.86,1.1
054800,-5.34,28.45,19.38,1.6
054920,-53.96,-35.09,-37.05,80.9
054930,-39.18,-27.88,-28.98,3.9
054940,-2.31,18.56,3.54,10.7
054950,-11.9,-13.79,-16.54,7.2
056080,-54.78,-58.91,12.95,111.7
056090,-52.85,-31.81,-8.93,24.9
056190,-38.41,-25.05,-16.18,31.9
056360,-47.19,-6.77,-11.02,33.8
056700,-22.72,-17.31,-24.85,1.2
056730,-40.43,-46.66,-61.29,0.1
057030,-26.9,-29.22,-40.28,0.8
057540,-0.56,7.32,-8.71,5.7
057680,-49.47,-60.67,-75.06,1.2
058110,-41.28,-7.01,-19.76,1.9
058400,-25.89,-21.84,-28.23,1.9
058450,44.01,-4.94,-13.99,5.0
058470,-44.86,-0.15,49.62,1097.8
058610,-39.78,-31.09,181.89,373.2
058630,-20.42,-24.28,-35.23,4.0
058820,-55.54,-56.68,-59.7,9.4
058970,-52.29,-62.18,-71.38,24.2
059090,-30.83,10.5,4.65,122.9
059100,-10.68,3.54,-2.64,2.5
059120,-26.93,-33.04,67.79,121.5
059210,-17.48,-19.06,-34.48,6.9
059270,-45.13,-69.71,0.95,23.7
060150,-34.79,-27.26,-43.43,4.1
060230,-33.43,-52.6,-65.6,6.9
060240,-90.18,-90.18,-90.18,0.3
060250,-37.81,-32.56,-28.58,74.8
060260,-11.99,23.11,-13.83,4.0
060280,-52.13,-55.37,-6.36,41.4
060310,-26.43,-29.14,-47.1,20.6
060370,-19.13,9.46,10.65,111.3
060380,-19.8,-19.63,-18.69,0.8
060480,-30.18,-21.25,-30.02,0.7
060540,-15.89,-15.77,-14.31,1.1
060560,-56.5,-48.55,-54.62,1.5
060570,-34.51,-42.91,-55.77,1.3
060590,-26.32,-33.9,-54.86,3.7
060720,-32.39,-31.06,-19.49,36.4
060850,-21.85,-21.6,-17.4,0.9
060900,-44.23,-65.59,-66.19,2.1
061040,-36.35,-33.01,-49.33,2.2
061090,-3.37,-4.37,,27.2
061250,-4.45,-17.79,-26.09,1.9
061970,-27.5,9.35,16.88,37.6
062970,-59.58,-33.79,-45.52,109.8
063080,-39.37,-42.81,-54.85,4.0
063170,-32.27,-39.69,-45.32,4.1
063440,-21.63,-33.74,-24.22,1.8
063570,-32.93,-26.17,-34.29,2.6
063760,-22.94,3.56,23.29,2.7
064090,0.0,-34.05,-61.54,0.0
064240,-22.83,-22.75,-29.13,2.2
064260,-43.52,-51.01,-50.23,109.2
064290,3.57,83.96,240.78,196.2
064480,-40.02,-46.69,-49.14,2.2
064520,-18.71,-8.39,-29.5,0.4
064550,-41.84,-49.12,-58.97,15.3
064760,-40.19,1.6,100.22,199.9
064800,-49.81,-50.62,-63.55,1.9
064820,-42.25,-21.23,38.49,14.7
064850,-34.82,100.0,142.04,27.7
065060,8.71,-15.79,-30.04,2.1
065130,-15.12,-19.83,-26.18,4.9
065150,-38.42,-38.42,-38.42,0.5
065170,7.05,165.71,204.25,66.5
065350,-54.09,-56.14,-60.14,64.3
065370,-46.2,-44.8,-59.65,1.0
065420,-47.37,-33.63,-57.87,9.1
065440,-64.52,-8.43,-18.94,54.3
065450,-44.73,-17.45,-23.29,24.2
065500,-49.22,-54.05,-66.71,3.5
065510,-14.7,-19.07,-25.55,3.4
065530,-44.12,-7.51,-7.15,4.6
065570,0.0,0.0,0.0,0.0
065650,-49.97,-45.36,-79.08,0.6
065660,-56.91,-59.21,-35.41,8.0
065680,-34.06,-16.09,-38.73,19.0
065690,1.8,-10.44,33.74,0.5
065710,-13.72,-18.37,9.41,8.2
065770,-50.95,0.06,-23.81,13.2
065950,-38.1,-37.17,-53.73,4.4
066130,-25.14,-22.02,-31.61,1.0
066310,-51.87,-19.67,-13.01,30.1
066360,-47.91,-16.79,-18.47,1.9
066410,0.0,0.0,0.0,0.0
066430,6.55,-27.01,40.75,223.5
066590,-3.42,-29.21,-17.64,26.2
066620,-0.21,8.37,6.64,3.2
066670,-10.98,-14.98,-22.1,3.0
066700,-33.44,-30.33,-34.31,2.9
066790,0.0,0.0,0.0,0.0
066900,14.1,-7.77,-15.13,0.2
066910,-37.72,-24.5,-53.52,11.1
066980,-9.5,15.41,8.94,71.9
067000,-55.23,-47.8,-41.8,6.1
067010,-12.29,-14.43,-23.32,0.5
067080,-39.87,-43.77,-42.09,13.9
067160,-21.18,-29.39,-47.16,32.9
067170,-15.4,7.97,-11.97,66.4
067280,-13.91,-18.32,-27.1,2.9
067290,-8.86,-7.76,21.76,241.1
067310,-17.62,28.43,208.55,1060.9
067370,-23.33,15.86,-10.78,3.3
067390,-39.04,-22.44,-27.22,8.6
067570,-20.27,-27.57,-27.42,2.4
067630,-48.42,-52.07,-54.91,12.6
067730,-40.49,-17.98,-33.54,1.4
067770,-10.41,-13.16,-16.46,1.0
067900,-18.38,-7.89,-14.76,7.6
067920,-29.03,-2.85,-10.19,2.9
067990,-19.49,-4.89,-16.72,7.2
068050,-29.75,-36.25,-45.61,0.7
068100,-12.77,-21.01,-25.73,0.8
068240,0.0,-22.87,-68.92,0.0
068330,-40.62,-39.2,-48.47,1.7
068760,-30.7,-36.38,-23.14,42.5
068790,-5.76,-12.36,-12.36,7.4
068930,-9.6,-5.46,-11.53,3.2
068940,0.0,0.0,0.0,0.0
069080,-4.39,-7.1,-20.04,14.0
069140,-19.06,-36.58,13.56,2.7
069330,-13.93,-0.75,-7.57,1.2
069410,-41.59,-45.05,-47.0,1.5
069510,-20.32,-13.6,-28.23,2.1
069540,-59.06,45.42,75.82,521.8
069920,-50.92,-75.88,-90.61,3.6
070300,-39.57,13.86,19.95,10.2
070590,-16.39,-15.66,-9.11,0.5
071200,23.33,46.9,20.76,10.0
071280,-31.55,-21.59,-43.4,8.4
071670,-45.76,-56.49,-22.48,11.1
071850,-5.89,-7.62,-13.68,0.2
072020,-6.41,-2.75,-8.0,2.0
072470,-40.41,-34.14,-31.1,1.8
072770,-33.92,-29.1,-22.25,3.2
072870,-2.65,19.5,15.84,3.8
072950,-45.92,23.66,33.72,159.8
072990,-30.86,-41.53,-23.79,1.8
073010,-47.11,-39.54,-37.97,15.7
073110,-14.96,-4.14,-24.74,1.0
073190,-36.36,-44.48,-59.42,1.7
073490,-44.76,5.76,42.39,56.2
073540,-53.43,4.21,9.64,2.9
073560,-14.42,0.47,0.87,2.5
073570,-59.95,-64.93,-76.01,2.7
073640,0.0,0.0,0.0,0.0
074430,-29.85,-42.6,-1.22,2.4
074600,-33.63,5.51,45.47,145.2
075130,-17.01,-15.07,-32.09,0.9
075970,-29.35,-25.33,-32.69,1.1
076080,-23.2,-2.25,-37.69,0.9
076610,-23.17,-16.22,98.46,65.3
077360,-51.81,8.11,106.29,154.9
078020,-17.4,20.26,21.63,16.7
078070,-47.77,-21.06,-16.13,8.9
078130,-6.8,19.67,-34.33,7.9
078140,-28.68,-33.33,-44.01,1.8
078150,-33.32,-9.06,1.55,215.5
078160,-69.45,-50.97,-26.94,39.2
078340,-23.3,-22.04,-32.9,14.6
078350,-39.97,-14.3,119.96,74.5
078590,-43.06,-70.16,-25.69,7.9
078600,-58.81,6.81,-1.83,328.9
078860,-38.96,-74.36,-80.7,1.7
078890,-44.36,-41.86,17.19,64.1
079000,-45.08,-35.86,-14.77,6.1
079170,-29.3,-26.12,-34.0,0.9
079190,-16.97,-47.12,-42.08,17.9
079370,-48.15,-43.07,-26.17,47.7
079650,180.65,180.44,149.34,251.3
079810,-62.3,-45.11,-60.44,9.1
079940,55.9,45.86,98.95,7.4
079950,2.41,-67.03,-39.91,2.6
079960,-37.98,-31.03,-26.2,12.9
079970,0.0,0.0,0.0,0.0
080010,7.33,10.61,28.55,0.6
080160,-26.29,-20.61,-26.29,6.8
080220,30.19,134.72,365.25,3317.1
080420,-31.78,-29.74,-42.0,0.2
080470,-29.73,-34.2,-34.2,0.8
080520,-36.02,-5.45,-12.54,1.1
080530,-41.6,-53.15,-65.98,0.8
080580,-48.06,6.87,82.76,91.4
080720,0.0,0.0,0.0,0.0
081150,-23.7,-12.18,-18.65,44.9
081180,-58.32,-58.05,-35.75,15.8
081580,-30.25,-2.86,-12.68,2.6
082210,5.96,10.97,29.24,4.6
082270,-58.57,-61.63,-82.51,36.4
082660,0.0,0.0,0.0,0.0
082800,-26.83,-40.1,-64.13,30.9
082850,-52.91,-46.46,-53.85,3.7
082920,-45.63,52.08,98.8,228.2
083310,-51.45,-35.93,-23.72,19.4
083450,-9.57,54.42,119.16,181.9
083470,-43.7,-16.39,-23.58,2.6
083500,-41.15,-13.47,-6.94,38.5
083550,-27.07,-26.65,-12.66,0.8
083640,-39.17,-14.84,-30.71,2.5
083650,-54.43,-32.33,10.62,227.7
083660,-30.51,-51.48,-89.47,8.4
083790,-40.17,-38.25,-56.47,2.2
083930,-38.93,-24.94,-21.67,16.8
084110,-62.41,-50.2,-44.32,30.9
084180,-53.68,-79.65,-89.12,2.3
084370,-19.41,44.64,159.69,416.7
084440,-11.57,-4.88,-11.87,0.6
084650,-55.17,-63.55,-72.33,44.2
084730,-25.99,-33.26,-29.42,1.8
084850,-56.52,-14.44,-38.37,7.7
084990,-61.04,-45.72,4.76,20.8
085660,-50.5,-46.34,-22.65,43.8
085670,-56.46,-54.95,-31.82,13.1
085810,-32.31,-51.76,-51.04,0.7
085910,-43.48,31.67,354.84,53.7
086040,-35.17,-16.83,-27.98,1.5
086060,6.3,21.03,19.49,1.5
086390,-55.47,-29.45,-32.84,45.0
086450,-29.61,6.73,-1.25,73.5
086520,-50.13,-26.25,53.74,1538.1
086670,-14.81,24.12,52.98,16.1
086710,-31.39,-22.47,-38.93,4.3
086820,-44.44,-22.54,-26.26,10.0
086890,-25.56,-39.09,-31.63,8.5
086900,-34.08,-43.15,-52.98,44.7
086960,-34.49,-47.12,-47.95,78.2
086980,-34.87,-25.09,-29.82,9.1
087010,-59.32,-55.39,-60.38,469.9
087260,-89.12,-87.86,-87.52,15.0
087600,-33.95,-39.49,-41.32,0.5
088130,-56.31,25.54,54.08,24.6
088280,-59.28,39.43,6.16,21.5
088290,-12.72,-42.82,-59.12,0.3
088340,-50.29,-54.81,-65.02,3.7
088390,-52.01,-26.25,-42.66,2.5
088800,-63.46,-42.38,-30.0,14.8
088910,-13.0,8.21,2.35,5.0
089010,-41.98,-37.25,-3.48,102.8
089030,-27.1,21.1,66.85,1079.1
089140,0.67,-6.78,-5.81,5.1
089150,-50.31,-35.25,-51.24,3.3
089230,-63.04,10.58,6.42,14.0
089600,-13.71,-16.38,-35.06,1.7
089790,-38.5,-15.48,-4.17,10.7
089850,-23.45,-21.35,-27.81,1.2
089890,-43.54,-6.21,143.4,76.2
089970,31.36,197.36,573.09,580.7
089980,-53.44,-13.8,-22.39,13.1
090150,-50.35,-31.08,-33.47,1.7
090360,-7.62,-26.28,123.62,533.1
090410,-44.49,-39.17,-49.12,9.7
090470,-59.46,-21.13,0.4,3.9
090710,-50.49,-57.07,134.29,677.2
090850,-1.75,24.05,-5.5,3.6
091120,-38.81,-50.49,-63.95,5.3
091340,-19.74,-6.77,-19.43,1.1
091440,0.0,4.26,31.61,8.5
091580,-45.45,0.76,80.94,41.4
091590,14.93,31.26,13.45,79.8
091700,-30.46,-18.65,-12.25,16.5
091970,5.83,32.37,25.76,9.2
092040,-38.18,-32.37,-71.23,12.4
092070,-51.69,-27.95,-4.51,12.6
092130,-6.58,-10.64,-13.74,1.2
092190,14.5,103.49,68.54,107.2
092300,-35.68,-28.08,-18.57,16.4
092460,-15.81,2.57,66.87,18.8
092600,-51.37,-10.45,-26.15,4.8
092730,-8.28,-0.8,-0.9,8.7
092870,-60.17,-22.09,41.4,80.6
093190,6.84,39.8,34.02,2.0
093320,33.15,9.85,64.53,16.1
093380,-2.38,-4.81,-3.78,1.6
093520,-27.79,-12.49,-8.48,7.5
093640,-34.12,-19.52,-29.0,4.4
093920,-6.67,-5.76,-16.09,1.3
094170,-34.6,6.35,61.79,49.2
094360,-46.79,-43.24,-41.47,21.9
094480,-42.86,-54.34,-51.27,18.0
094820,-45.0,-28.85,4.47,43.7
094840,7.9,71.02,72.66,5.2
094850,-25.22,-27.29,-38.36,2.2
094860,-16.72,11.41,9.27,2.7
094940,-47.45,-53.11,-26.88,30.8
094970,-29.32,-4.49,-2.67,5.8
095190,-12.65,-10.12,7.41,5.1
095270,-58.59,-16.92,-13.87,13.9
095340,-42.72,29.05,130.87,553.3
095500,-35.74,-41.0,-36.92,27.1
095610,51.73,185.32,446.59,828.5
095660,-24.77,-32.97,-28.25,12.8
095700,-56.43,-46.14,-54.34,8.4
095910,-58.94,-43.66,-44.47,25.8
096240,-20.44,-28.51,-37.86,3.7
096250,-48.03,-48.72,-60.38,11.3
096350,-45.03,-19.73,-15.71,9.8
096530,9.6,10.26,-9.12,105.2
096610,0.0,0.0,0.0,0.0
096630,-54.56,-48.55,-51.01,4.4
096690,-34.35,-45.11,-56.23,0.7
096870,-2.04,1.48,-6.26,2.0
097780,-34.28,-34.83,-47.6,0.7
097800,-25.83,-30.35,-25.04,9.0
097870,-24.66,-14.84,-26.01,3.4
098070,-43.55,-29.34,-32.86,23.3
098120,-39.81,20.15,4.76,43.4
098460,-39.01,-10.73,76.11,803.2
098660,-14.19,-19.89,-32.1,0.4
099190,-29.69,4.98,-14.51,12.2
099220,-48.76,-34.88,-47.38,10.6
099320,-54.4,-44.97,70.16,131.3
099390,-33.23,-35.57,-48.6,0.8
099410,-41.71,-38.7,-4.33,12.6
099430,-38.53,-32.65,-53.13,19.3
099440,-24.15,-52.0,-10.88,22.6
099520,0.0,0.0,0.0,0.0
099750,-25.11,-28.65,-24.53,1.6
100030,-16.11,-27.84,-8.68,1.7
100120,-17.84,12.87,8.31,18.4
100130,-36.69,-21.11,-44.11,6.4
100590,-51.31,-1.25,-5.26,123.7
100660,-36.67,-45.09,-18.92,9.5
100700,-19.44,-1.28,-13.75,3.1
100790,-78.54,1.21,102.27,923.7
101000,-62.07,-65.75,-83.91,2.4
101160,-15.74,27.62,18.63,37.8
101170,-49.68,-64.85,38.4,73.6
101240,-26.89,-22.11,-29.3,3.0
101330,-31.15,-32.69,-3.35,21.9
101360,-67.79,-65.98,-70.84,12.2
101400,-35.77,-45.16,-31.77,1.6
101490,-63.26,-41.04,-16.67,154.7
101670,-60.43,-66.3,-63.36,13.4
101680,-25.95,-25.83,6.85,1.3
101730,-39.05,-44.1,-53.86,17.2
101930,-30.0,-16.99,-1.75,6.2
101970,-29.24,-16.52,-33.47,2.6
102120,-54.16,-40.83,-37.25,46.5
102370,-11.23,-22.45,-37.49,3.2
102710,-30.78,-12.76,17.93,61.4
102940,-69.61,-68.21,-48.26,24.9
103230,-36.96,-37.88,-22.26,1.0
103840,-39.65,-37.49,-38.59,1.9
104040,-19.2,-27.45,-52.43,1.4
104200,-35.43,-54.04,-10.45,2.0
104460,-43.27,-40.14,-55.53,3.2
104480,-37.2,-11.18,-17.16,10.3
104540,-30.49,-39.01,-35.14,1.7
104620,-36.39,-38.22,-43.99,3.4
104830,-40.8,-11.08,48.4,33.3
105330,-33.83,21.57,44.19,6.0
105550,-70.17,-73.62,-85.13,4.2
105740,-34.46,-31.02,-15.53,6.1
105760,-33.39,-30.11,-45.17,2.3
106080,0.0,144.08,-15.38,0.0
106190,-45.93,-6.76,-15.21,7.2
106240,-47.88,-45.33,13.36,4.4
107600,-60.78,-63.98,-33.81,4.4
107640,-54.96,-36.34,0.66,54.1
108230,-39.37,-39.37,-40.98,3.8
108380,-43.65,-36.65,-32.01,11.8
108490,-34.56,-22.98,145.99,877.1
108860,-49.78,-43.81,-50.43,29.6
109080,-48.85,-9.6,-18.7,8.8
109610,-38.0,-35.94,-46.6,19.1
109670,-24.02,-31.2,-44.79,0.6
109740,4.74,-42.27,-30.51,3.9
109820,-24.45,-31.88,-38.69,2.0
109860,0.27,-1.97,-10.11,0.3
109960,-48.35,-65.21,-74.1,0.2
110020,-9.31,-10.47,-38.56,0.8
110790,-25.38,-24.9,-39.63,0.4
110990,-36.06,-7.08,23.87,37.9
111710,-28.96,-29.95,-37.85,32.9
112040,-32.14,-42.56,-51.51,39.6
112290,-23.27,-18.03,-11.15,81.8
113810,-35.51,-40.91,-52.36,2.5
114190,-46.5,-51.97,-35.79,16.3
114450,-31.76,-29.46,-20.64,36.9
114630,-38.01,-40.77,-44.99,2.1
114810,-46.91,-11.92,18.39,40.4
114840,-26.23,-45.36,-50.12,5.9
115160,-12.34,-25.38,-39.11,4.5
115180,-54.85,-39.59,67.51,34.9
115310,-48.84,-51.65,-40.25,1.7
115440,-49.2,-13.3,5.89,113.1
115450,-49.75,-46.47,-54.17,13.0
115480,-35.11,-39.42,-41.03,0.8
115500,-51.31,-20.18,-14.71,119.1
115530,-47.02,-44.25,-64.19,0.9
115570,-21.68,-16.33,-22.05,0.6
115610,-35.45,-41.87,-25.59,10.9
117670,-52.51,-35.42,11.84,3.7
117730,-38.17,-50.12,14.76,31.5
118990,-43.27,-48.9,-44.44,10.0
119500,-44.52,-48.17,-21.27,3.5
119610,-36.63,-9.27,-28.43,14.8
119830,-35.43,-21.53,-15.6,22.0
119850,29.8,24.45,39.17,117.6
120240,4.94,15.63,8.38,3.5
121440,30.33,44.0,14.83,17.6
121600,-53.77,-28.36,-23.41,52.6
121800,0.0,0.0,0.0,0.0
121850,-48.28,-61.42,-84.25,1.6
121890,28.09,20.08,46.16,4.2
122310,-25.27,-16.49,-38.99,1.0
122350,9.13,-7.82,20.97,65.8
122450,-20.37,-24.82,-40.81,3.7
122640,-26.77,18.72,22.6,217.6
122690,-31.71,-45.77,-27.26,1.2
122870,-27.11,-43.71,-52.11,50.9
122990,-22.61,-3.54,-7.99,13.1
123010,-2.33,18.63,50.44,25.7
123040,-35.17,-32.84,-45.34,3.6
123330,-21.59,26.04,-31.78,49.7
123410,-26.11,-37.82,2.37,9.9
123420,-23.3,-22.12,-45.28,8.2
123570,-16.09,-10.74,-28.63,0.2
123750,1.19,10.3,45.21,1.3
123840,-66.85,-80.89,-84.21,0.7
123860,-33.69,-29.18,-38.11,16.1
124500,-54.49,-47.38,8.9,99.3
124560,-31.99,-28.57,-41.64,3.3
125020,-15.65,31.9,-1.51,134.6
125210,-63.13,-14.0,-14.0,23.9
125490,-53.05,-60.5,,174.1
126340,-53.23,-27.42,117.37,165.7
126600,-33.41,-28.36,-6.34,12.4
126640,155.61,187.67,206.92,218.5
126700,-50.76,-42.01,-37.69,18.0
126730,-35.72,-24.57,5.33,209.3
126880,-32.04,-25.85,-39.65,4.3
127120,-25.34,50.34,117.26,65.0
127710,-38.53,-3.08,-6.89,0.7
127980,-50.58,-46.13,-49.58,2.6
128540,-32.31,-46.89,-24.35,2.3
128660,-25.35,-10.17,-13.62,3.9
129890,-16.32,0.43,3.0,4.9
129920,-62.53,-3.44,-7.77,24.0
130500,-29.86,-30.27,-35.52,0.8
130580,-5.38,-4.39,-4.89,0.5
130740,-9.43,-28.76,8.6,5.1
131030,-43.07,-29.55,-25.11,8.9
131090,-8.53,1.58,-8.31,1.2
131100,-45.54,-46.61,-62.58,0.4
131180,-21.15,-22.71,-27.82,0.3
131220,-19.98,-19.39,-23.44,0.8
131290,19.54,176.64,427.34,290.5
131370,-45.71,-39.75,-51.74,3.7
131400,-64.29,-62.71,-68.36,33.0
131760,-63.44,-37.77,-41.43,11.0
131970,-37.58,40.18,180.88,467.0
133750,-29.65,-26.46,-36.31,0.5
134060,7.8,17.05,7.56,0.6
134580,-33.9,-42.6,-39.72,1.3
136150,-61.66,-61.13,-72.59,4.8
136410,-36.91,-50.57,-57.9,1.6
136480,-21.09,-11.28,-13.29,21.8
136540,-16.53,-7.31,-17.72,4.4
137080,-10.12,32.66,36.46,1.6
137400,-49.66,-33.22,-13.8,64.7
137940,-22.92,-32.99,-47.86,0.8
137950,-32.69,-3.98,-21.6,5.7
138070,-17.49,-19.2,-35.66,0.8
138080,-55.39,15.8,91.3,219.3
138360,-29.89,-40.64,157.31,50.7
138610,-48.54,-58.33,-39.45,8.7
139670,-31.1,-34.77,-44.49,0.5
140070,-34.78,-20.0,-33.98,3.1
140410,-40.83,-54.36,36.28,95.3
140430,-53.79,-54.81,-58.69,2.2
140520,-13.42,-5.72,-16.2,0.7
140670,-48.01,-56.63,-36.16,29.9
140860,-12.3,1.84,-8.94,137.9
141000,-31.23,5.5,-8.93,9.0
141080,-51.95,-42.07,-32.08,637.0
142210,-8.73,-21.62,-18.25,73.1
142280,-31.24,-29.62,-32.88,115.7
142760,-55.79,-77.38,-77.49,1.8
143160,-12.42,-11.83,-3.7,2.0
143240,-2.02,24.7,14.54,1.9
143540,-25.6,5.74,55.31,4.5
144510,-47.0,-41.82,-36.75,7.9
144960,43.94,64.88,78.95,125.5
145020,-12.17,-11.01,-30.62,144.6
145170,-39.36,-25.98,-45.32,25.2
146060,-31.62,-25.59,-25.18,7.8
146320,-46.48,-29.99,3.04,9.5
147760,-32.29,29.56,92.66,17.0
147830,-24.43,-17.08,5.17,70.0
148150,-39.11,-36.62,-57.46,4.0
148250,-50.35,-32.37,-70.2,3.1
148780,-63.29,-69.8,-80.0,2.5
148930,5.86,6.52,-10.21,1.7
149950,-35.02,-6.52,6.33,69.6
149980,-50.92,-50.92,-50.92,8.5
150900,-42.14,-19.43,-32.47,20.2
151860,-22.59,-4.39,-16.41,11.2
153460,-38.23,-14.11,-20.63,2.4
153490,-52.37,-32.76,-37.7,1.1
153710,-10.98,-7.6,-9.23,0.8
153890,,,,684.9
154030,-20.15,-18.54,-31.31,0.6
154040,-33.61,-32.94,-39.49,1.3
155650,-32.59,-28.63,-24.06,11.4
156100,-47.01,-71.45,-44.34,10.2
158430,-56.3,-46.9,-57.46,38.2
159010,29.72,175.83,275.17,33.3
159580,-48.63,-45.93,-56.45,1.6
159910,-19.5,6.8,-21.65,1.2
160190,-62.42,-77.34,-52.13,44.8
160550,-38.09,-48.6,-50.18,0.9
160980,2.2,118.16,172.84,75.7
161580,-45.97,-43.15,-19.91,183.9
162300,-21.12,-14.3,-33.51,2.3
163280,-49.92,-46.29,-63.88,3.5
163730,-58.64,-33.83,-38.73,23.0
166090,-23.17,0.74,122.81,140.4
166480,-44.19,-30.78,-32.07,21.1
168330,-32.21,-32.83,-48.32,1.7
168360,-48.21,-19.89,16.52,39.1
169330,-34.71,-27.14,-35.16,0.4
170030,-16.43,-26.69,-27.25,12.7
170790,-30.05,-9.43,-4.0,3.2
170920,-13.84,65.7,234.87,164.2
171010,-27.64,-28.85,-36.28,7.4
171090,-48.27,-2.18,50.13,68.6
171120,-25.87,-2.88,-11.21,4.7
172670,-47.71,-39.05,19.88,20.2
173130,-25.06,-2.98,-1.75,13.9
173940,-44.75,-40.76,-40.0,0.7
174900,-61.82,-68.82,62.47,77.1
175140,-43.54,-49.89,-63.88,2.4
175250,0.0,0.0,17.93,0.0
176750,-19.14,-16.74,-33.42,2.0
177350,-35.23,-39.62,-30.43,9.7
177830,-13.58,-17.23,-19.41,1.0
177900,-44.47,-35.66,-47.24,5.0
178320,-27.51,21.88,74.5,1118.0
178780,-11.54,-11.71,-15.13,0.6
179290,-28.98,-33.72,-39.41,6.8
179530,-35.61,-4.9,-51.99,3.0
179900,-86.1,-87.01,-88.16,33.0
180400,-52.74,-29.4,14.78,4.1
182360,-49.09,-59.48,-68.91,3.0
182400,0.0,-0.41,33.7,0.0
183300,-19.52,21.16,102.61,245.3
183490,0.0,-26.28,-7.82,0.0
184230,-59.35,-39.69,-44.02,8.2
185490,3.8,3.23,-46.61,29.5
186230,-32.23,-42.43,-54.37,1.7
